
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Fri Nov 4 1994,Box Score,Indiana Pacers,94,Atlanta Hawks,92,,
Fri Nov 4 1994,Box Score,New York Knicks,120,Boston Celtics,107,,
Fri Nov 4 1994,Box Score,Charlotte Hornets,83,Chicago Bulls,89,,
Fri Nov 4 1994,Box Score,Minnesota Timberwolves,108,Denver Nuggets,130,,
Fri Nov 4 1994,Box Score,Los Angeles Lakers,115,Detroit Pistons,98,,
Fri Nov 4 1994,Box Score,New Jersey Nets,86,Houston Rockets,90,,
Fri Nov 4 1994,Box Score,Portland Trail Blazers,121,Los Angeles Clippers,100,,at Yokohama Japan
Fri Nov 4 1994,Box Score,Milwaukee Bucks,91,Philadelphia 76ers,86,,
Fri Nov 4 1994,Box Score,Phoenix Suns,89,Sacramento Kings,107,,
Fri Nov 4 1994,Box Score,Golden State Warriors,123,San Antonio Spurs,118,,
Fri Nov 4 1994,Box Score,Miami Heat,108,Utah Jazz,119,,
Fri Nov 4 1994,Box Score,Orlando Magic,108,Washington Bullets,110,,
Sat Nov 5 1994,Box Score,Detroit Pistons,114,Atlanta Hawks,109,OT,
Sat Nov 5 1994,Box Score,Cleveland Cavaliers,115,Charlotte Hornets,107,,
Sat Nov 5 1994,Box Score,Washington Bullets,100,Chicago Bulls,99,OT,
Sat Nov 5 1994,Box Score,New Jersey Nets,103,Dallas Mavericks,112,,
Sat Nov 5 1994,Box Score,Golden State Warriors,108,Denver Nuggets,104,,
Sat Nov 5 1994,Box Score,Boston Celtics,103,Indiana Pacers,112,,
Sat Nov 5 1994,Box Score,Los Angeles Lakers,96,Milwaukee Bucks,97,,
Sat Nov 5 1994,Box Score,Houston Rockets,115,Minnesota Timberwolves,85,,
Sat Nov 5 1994,Box Score,Philadelphia 76ers,107,Orlando Magic,122,,
Sat Nov 5 1994,Box Score,Los Angeles Clippers,95,Portland Trail Blazers,112,,at Yokohama Japan
Sat Nov 5 1994,Box Score,Utah Jazz,103,Seattle SuperSonics,110,,
Sun Nov 6 1994,Box Score,Miami Heat,107,Phoenix Suns,119,,
Mon Nov 7 1994,Box Score,Philadelphia 76ers,83,Chicago Bulls,98,,
Mon Nov 7 1994,Box Score,New Jersey Nets,96,San Antonio Spurs,105,,
Mon Nov 7 1994,Box Score,Atlanta Hawks,86,Utah Jazz,104,,
Tue Nov 8 1994,Box Score,Houston Rockets,100,Cleveland Cavaliers,98,,
Tue Nov 8 1994,Box Score,Denver Nuggets,115,Dallas Mavericks,107,,
Tue Nov 8 1994,Box Score,Minnesota Timberwolves,112,Detroit Pistons,126,,
Tue Nov 8 1994,Box Score,Miami Heat,114,Golden State Warriors,121,,
Tue Nov 8 1994,Box Score,Los Angeles Lakers,113,New York Knicks,117,,
Wed Nov 9 1994,Box Score,Orlando Magic,130,Charlotte Hornets,128,OT,
Wed Nov 9 1994,Box Score,Houston Rockets,109,Indiana Pacers,104,,
Wed Nov 9 1994,Box Score,Los Angeles Lakers,122,Minnesota Timberwolves,99,,
Wed Nov 9 1994,Box Score,Chicago Bulls,109,New Jersey Nets,110,,
Wed Nov 9 1994,Box Score,Washington Bullets,97,Philadelphia 76ers,98,,
Wed Nov 9 1994,Box Score,Atlanta Hawks,102,Phoenix Suns,106,,
Wed Nov 9 1994,Box Score,Utah Jazz,101,San Antonio Spurs,109,,
Wed Nov 9 1994,Box Score,Sacramento Kings,108,Seattle SuperSonics,100,,
Thu Nov 10 1994,Box Score,Milwaukee Bucks,88,Cleveland Cavaliers,108,,
Thu Nov 10 1994,Box Score,Indiana Pacers,110,Detroit Pistons,112,,
