
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Fri Oct 30 1953,Box Score,Minneapolis Lakers,59,Milwaukee Hawks,69,,
Sat Oct 31 1953,Box Score,Rochester Royals,72,Baltimore Bullets,68,,at New York NY
Sat Oct 31 1953,Box Score,Minneapolis Lakers,67,New York Knicks,91,,
Sat Oct 31 1953,Box Score,Syracuse Nationals,73,Philadelphia Warriors,79,,
Sun Nov 1 1953,Box Score,Rochester Royals,80,Baltimore Bullets,72,,
Sun Nov 1 1953,Box Score,Minneapolis Lakers,84,Boston Celtics,79,,
Sun Nov 1 1953,Box Score,Milwaukee Hawks,67,Fort Wayne Pistons,77,,
Sun Nov 1 1953,Box Score,Philadelphia Warriors,61,Syracuse Nationals,85,,
Wed Nov 4 1953,Box Score,Minneapolis Lakers,77,Baltimore Bullets,75,,
Wed Nov 4 1953,Box Score,New York Knicks,73,Milwaukee Hawks,67,,at Baltimore MD
Thu Nov 5 1953,Box Score,Boston Celtics,79,Fort Wayne Pistons,83,,
Thu Nov 5 1953,Box Score,Minneapolis Lakers,77,Syracuse Nationals,65,,
Fri Nov 6 1953,Box Score,New York Knicks,80,Milwaukee Hawks,68,,
Sat Nov 7 1953,Box Score,Syracuse Nationals,88,Baltimore Bullets,77,,at Philadelphia PA
Sat Nov 7 1953,Box Score,New York Knicks,62,Minneapolis Lakers,70,,
Sat Nov 7 1953,Box Score,Boston Celtics,79,Philadelphia Warriors,77,,
Sat Nov 7 1953,Box Score,Fort Wayne Pistons,76,Rochester Royals,91,,
Sun Nov 8 1953,Box Score,Philadelphia Warriors,85,Baltimore Bullets,75,,
Sun Nov 8 1953,Box Score,New York Knicks,75,Fort Wayne Pistons,70,,
Sun Nov 8 1953,Box Score,Rochester Royals,66,Syracuse Nationals,85,,
Tue Nov 10 1953,Box Score,Minneapolis Lakers,62,Fort Wayne Pistons,78,,at Milwaukee WI
Tue Nov 10 1953,Box Score,Syracuse Nationals,74,Milwaukee Hawks,59,,
Tue Nov 10 1953,Box Score,Philadelphia Warriors,66,Rochester Royals,64,,
Wed Nov 11 1953,Box Score,Philadelphia Warriors,78,Boston Celtics,72,,
Thu Nov 12 1953,Box Score,Syracuse Nationals,74,Fort Wayne Pistons,78,,
Thu Nov 12 1953,Box Score,Philadelphia Warriors,65,New York Knicks,81,,
Fri Nov 13 1953,Box Score,Minneapolis Lakers,92,Milwaukee Hawks,84,,
Sat Nov 14 1953,Box Score,New York Knicks,83,Baltimore Bullets,88,,
Sat Nov 14 1953,Box Score,Syracuse Nationals,66,Boston Celtics,77,,
Sat Nov 14 1953,Box Score,Fort Wayne Pistons,58,Philadelphia Warriors,63,,
Sat Nov 14 1953,Box Score,Minneapolis Lakers,91,Rochester Royals,98,3OT,
Sun Nov 15 1953,Box Score,Minneapolis Lakers,89,Boston Celtics,74,,at New York NY
Sun Nov 15 1953,Box Score,Rochester Royals,65,Fort Wayne Pistons,68,,
Sun Nov 15 1953,Box Score,Baltimore Bullets,79,New York Knicks,91,,
Sun Nov 15 1953,Box Score,Milwaukee Hawks,61,Syracuse Nationals,69,,
Tue Nov 17 1953,Box Score,Rochester Royals,92,Boston Celtics,73,,at Buffalo NY
Tue Nov 17 1953,Box Score,Minneapolis Lakers,83,Fort Wayne Pistons,66,,at Buffalo NY
Wed Nov 18 1953,Box Score,Milwaukee Hawks,74,Baltimore Bullets,104,,
Wed Nov 18 1953,Box Score,Philadelphia Warriors,83,New York Knicks,88,,at Baltimore MD
Thu Nov 19 1953,Box Score,New York Knicks,96,Baltimore Bullets,85,,at Philadelphia PA
Thu Nov 19 1953,Box Score,Rochester Royals,79,Milwaukee Hawks,69,,at Syracuse NY
Thu Nov 19 1953,Box Score,Minneapolis Lakers,107,Philadelphia Warriors,79,,
Thu Nov 19 1953,Box Score,Fort Wayne Pistons,76,Syracuse Nationals,79,,
Fri Nov 20 1953,Box Score,Rochester Royals,81,Milwaukee Hawks,63,,
Sat Nov 21 1953,Box Score,Philadelphia Warriors,103,Baltimore Bullets,83,,at Raleigh NC
Sat Nov 21 1953,Box Score,Fort Wayne Pistons,68,Boston Celtics,90,,
Sat Nov 21 1953,Box Score,Rochester Royals,70,Minneapolis Lakers,76,,
Sat Nov 21 1953,Box Score,Syracuse Nationals,67,New York Knicks,68,,
Sun Nov 22 1953,Box Score,Rochester Royals,82,Fort Wayne Pistons,83,,
Sun Nov 22 1953,Box Score,Minneapolis Lakers,57,Milwaukee Hawks,55,,at Fort Wayne IN
Sun Nov 22 1953,Box Score,New York Knicks,84,Syracuse Nationals,80,OT,
Tue Nov 24 1953,Box Score,New York Knicks,103,Boston Celtics,92,,at Philadelphia PA
Tue Nov 24 1953,Box Score,Baltimore Bullets,80,Philadelphia Warriors,83,,
Tue Nov 24 1953,Box Score,Syracuse Nationals,89,Rochester Royals,80,,
Wed Nov 25 1953,Box Score,Syracuse Nationals,58,Baltimore Bullets,66,,at Boston MA
Wed Nov 25 1953,Box Score,New York Knicks,84,Boston Celtics,96,,
Wed Nov 25 1953,Box Score,Fort Wayne Pistons,58,Milwaukee Hawks,64,,
Thu Nov 26 1953,Box Score,Rochester Royals,80,Baltimore Bullets,75,OT,
Thu Nov 26 1953,Box Score,Milwaukee Hawks,64,Fort Wayne Pistons,78,,
Thu Nov 26 1953,Box Score,Philadelphia Warriors,80,Minneapolis Lakers,88,,
Thu Nov 26 1953,Box Score,Boston Celtics,86,Syracuse Nationals,93,,
Fri Nov 27 1953,Box Score,Philadelphia Warriors,51,Milwaukee Hawks,55,,at Chicago IL
Sat Nov 28 1953,Box Score,Fort Wayne Pistons,92,Baltimore Bullets,81,,
Sat Nov 28 1953,Box Score,Syracuse Nationals,80,Boston Celtics,91,,at New York NY
