
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Fri Nov 1 1996,Box Score,Chicago Bulls,107,Boston Celtics,98,,
Fri Nov 1 1996,Box Score,Dallas Mavericks,92,Denver Nuggets,91,,
Fri Nov 1 1996,Box Score,Indiana Pacers,89,Detroit Pistons,95,,
Fri Nov 1 1996,Box Score,Los Angeles Clippers,97,Golden State Warriors,85,,
Fri Nov 1 1996,Box Score,Sacramento Kings,85,Houston Rockets,96,,
Fri Nov 1 1996,Box Score,Phoenix Suns,82,Los Angeles Lakers,96,,
Fri Nov 1 1996,Box Score,Atlanta Hawks,81,Miami Heat,94,,
Fri Nov 1 1996,Box Score,San Antonio Spurs,78,Minnesota Timberwolves,82,,
Fri Nov 1 1996,Box Score,Cleveland Cavaliers,90,New Jersey Nets,77,,
Fri Nov 1 1996,Box Score,Washington Bullets,96,Orlando Magic,92,,
Fri Nov 1 1996,Box Score,Milwaukee Bucks,111,Philadelphia 76ers,103,,
Fri Nov 1 1996,Box Score,New York Knicks,107,Toronto Raptors,99,,
Fri Nov 1 1996,Box Score,Seattle SuperSonics,91,Utah Jazz,99,,
Fri Nov 1 1996,Box Score,Portland Trail Blazers,114,Vancouver Grizzlies,85,,
Sat Nov 2 1996,Box Score,Detroit Pistons,90,Atlanta Hawks,78,,
Sat Nov 2 1996,Box Score,Toronto Raptors,98,Charlotte Hornets,109,,
Sat Nov 2 1996,Box Score,Philadelphia 76ers,86,Chicago Bulls,115,,
Sat Nov 2 1996,Box Score,Sacramento Kings,107,Dallas Mavericks,94,,
Sat Nov 2 1996,Box Score,Miami Heat,97,Indiana Pacers,95,,
Sat Nov 2 1996,Box Score,Utah Jazz,95,Los Angeles Clippers,90,,
Sat Nov 2 1996,Box Score,Boston Celtics,102,Milwaukee Bucks,124,,
Sat Nov 2 1996,Box Score,Houston Rockets,110,Phoenix Suns,95,,
Sat Nov 2 1996,Box Score,Portland Trail Blazers,93,Seattle SuperSonics,104,,
Sat Nov 2 1996,Box Score,Cleveland Cavaliers,98,Washington Bullets,96,OT,
Sun Nov 3 1996,Box Score,Minnesota Timberwolves,85,Los Angeles Lakers,91,,
Sun Nov 3 1996,Box Score,Charlotte Hornets,86,New York Knicks,113,,
Sun Nov 3 1996,Box Score,Denver Nuggets,88,San Antonio Spurs,79,,
Sun Nov 3 1996,Box Score,Golden State Warriors,105,Vancouver Grizzlies,95,,
Mon Nov 4 1996,Box Score,Atlanta Hawks,94,Portland Trail Blazers,76,,
Mon Nov 4 1996,Box Score,Houston Rockets,75,Utah Jazz,72,,
Tue Nov 5 1996,Box Score,Vancouver Grizzlies,73,Chicago Bulls,96,,
Tue Nov 5 1996,Box Score,San Antonio Spurs,74,Cleveland Cavaliers,68,,
Tue Nov 5 1996,Box Score,Los Angeles Clippers,82,Denver Nuggets,78,,
Tue Nov 5 1996,Box Score,Portland Trail Blazers,111,Golden State Warriors,93,,
Tue Nov 5 1996,Box Score,Los Angeles Lakers,98,New York Knicks,92,,
Tue Nov 5 1996,Box Score,Detroit Pistons,83,Philadelphia 76ers,81,,
Tue Nov 5 1996,Box Score,Minnesota Timberwolves,98,Phoenix Suns,95,,
Tue Nov 5 1996,Box Score,Houston Rockets,102,Sacramento Kings,80,,
Tue Nov 5 1996,Box Score,Atlanta Hawks,117,Seattle SuperSonics,95,,
Tue Nov 5 1996,Box Score,Dallas Mavericks,96,Toronto Raptors,100,,
Wed Nov 6 1996,Box Score,Indiana Pacers,84,Boston Celtics,94,,
Wed Nov 6 1996,Box Score,Los Angeles Lakers,78,Charlotte Hornets,88,,
Wed Nov 6 1996,Box Score,Dallas Mavericks,84,Detroit Pistons,103,,
Wed Nov 6 1996,Box Score,Chicago Bulls,106,Miami Heat,100,,
Wed Nov 6 1996,Box Score,Vancouver Grizzlies,89,Milwaukee Bucks,105,,
Wed Nov 6 1996,Box Score,San Antonio Spurs,86,Washington Bullets,96,,
Thu Nov 7 1996,Box Score,Houston Rockets,110,Denver Nuggets,108,OT,
Thu Nov 7 1996,Box Score,New York Knicks,105,Golden State Warriors,100,,
Thu Nov 7 1996,Box Score,Orlando Magic,108,New Jersey Nets,95,,at Tokyo Japan
Thu Nov 7 1996,Box Score,Seattle SuperSonics,103,Phoenix Suns,98,,
Thu Nov 7 1996,Box Score,Minnesota Timberwolves,94,Portland Trail Blazers,95,OT,
