
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Fri Nov 6 1987,Box Score,Washington Bullets,97,Atlanta Hawks,114,,
Fri Nov 6 1987,Box Score,Milwaukee Bucks,108,Boston Celtics,125,,
Fri Nov 6 1987,Box Score,Utah Jazz,93,Dallas Mavericks,95,,
Fri Nov 6 1987,Box Score,Los Angeles Clippers,93,Denver Nuggets,139,,
Fri Nov 6 1987,Box Score,New York Knicks,99,Detroit Pistons,110,,
Fri Nov 6 1987,Box Score,San Antonio Spurs,102,Houston Rockets,108,,
Fri Nov 6 1987,Box Score,Seattle SuperSonics,109,Los Angeles Lakers,113,,
Fri Nov 6 1987,Box Score,Cleveland Cavaliers,114,New Jersey Nets,108,,
Fri Nov 6 1987,Box Score,Indiana Pacers,95,Philadelphia 76ers,108,,
Fri Nov 6 1987,Box Score,Phoenix Suns,104,Portland Trail Blazers,118,,
Fri Nov 6 1987,Box Score,Golden State Warriors,106,Sacramento Kings,134,,
Sat Nov 7 1987,Box Score,Cleveland Cavaliers,105,Atlanta Hawks,113,,
Sat Nov 7 1987,Box Score,Philadelphia 76ers,94,Chicago Bulls,104,,
Sat Nov 7 1987,Box Score,Denver Nuggets,103,Golden State Warriors,99,,
Sat Nov 7 1987,Box Score,New York Knicks,95,Indiana Pacers,108,,
Sat Nov 7 1987,Box Score,Portland Trail Blazers,124,Los Angeles Clippers,99,,
Sat Nov 7 1987,Box Score,Detroit Pistons,105,Milwaukee Bucks,119,,
Sat Nov 7 1987,Box Score,Dallas Mavericks,106,San Antonio Spurs,130,,
Sat Nov 7 1987,Box Score,Phoenix Suns,96,Seattle SuperSonics,112,,
Sat Nov 7 1987,Box Score,Sacramento Kings,100,Utah Jazz,121,,
Sat Nov 7 1987,Box Score,Boston Celtics,140,Washington Bullets,139,2OT,
Sun Nov 8 1987,Box Score,Houston Rockets,92,Los Angeles Lakers,101,,
Mon Nov 9 1987,Box Score,Boston Celtics,96,New York Knicks,87,,
Tue Nov 10 1987,Box Score,Chicago Bulls,105,Atlanta Hawks,95,,
Tue Nov 10 1987,Box Score,Detroit Pistons,118,Indiana Pacers,121,,
