
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Tue Mar 28 1972,Box Score,Chicago Bulls,80,Los Angeles Lakers,95,,
Tue Mar 28 1972,Box Score,Golden State Warriors,117,Milwaukee Bucks,106,,
Wed Mar 29 1972,Box Score,Atlanta Hawks,108,Boston Celtics,126,,
Thu Mar 30 1972,Box Score,Chicago Bulls,124,Los Angeles Lakers,131,,
Thu Mar 30 1972,Box Score,Golden State Warriors,93,Milwaukee Bucks,118,,
Fri Mar 31 1972,Box Score,Boston Celtics,104,Atlanta Hawks,113,,
Fri Mar 31 1972,Box Score,New York Knicks,105,Baltimore Bullets,108,OT,
Sat Apr 1 1972,Box Score,Milwaukee Bucks,122,Golden State Warriors,94,,at Oakland CA
Sun Apr 2 1972,Box Score,Atlanta Hawks,113,Boston Celtics,136,,
Sun Apr 2 1972,Box Score,Los Angeles Lakers,108,Chicago Bulls,101,,
Sun Apr 2 1972,Box Score,Baltimore Bullets,88,New York Knicks,110,,
Tue Apr 4 1972,Box Score,Boston Celtics,110,Atlanta Hawks,112,,
Tue Apr 4 1972,Box Score,New York Knicks,103,Baltimore Bullets,104,,
Tue Apr 4 1972,Box Score,Los Angeles Lakers,108,Chicago Bulls,97,,
Tue Apr 4 1972,Box Score,Milwaukee Bucks,106,Golden State Warriors,99,,at Oakland CA
Thu Apr 6 1972,Box Score,Golden State Warriors,100,Milwaukee Bucks,108,,
Thu Apr 6 1972,Box Score,Baltimore Bullets,98,New York Knicks,104,,
Fri Apr 7 1972,Box Score,Atlanta Hawks,114,Boston Celtics,124,,
Sun Apr 9 1972,Box Score,Boston Celtics,127,Atlanta Hawks,118,,
Sun Apr 9 1972,Box Score,New York Knicks,106,Baltimore Bullets,82,,
Sun Apr 9 1972,Box Score,Milwaukee Bucks,93,Los Angeles Lakers,72,,
Tue Apr 11 1972,Box Score,Baltimore Bullets,101,New York Knicks,107,,
Wed Apr 12 1972,Box Score,Milwaukee Bucks,134,Los Angeles Lakers,135,,
Thu Apr 13 1972,Box Score,New York Knicks,116,Boston Celtics,94,,
Fri Apr 14 1972,Box Score,Los Angeles Lakers,108,Milwaukee Bucks,105,,
Sun Apr 16 1972,Box Score,Los Angeles Lakers,88,Milwaukee Bucks,114,,
Sun Apr 16 1972,Box Score,Boston Celtics,105,New York Knicks,106,,
Tue Apr 18 1972,Box Score,Milwaukee Bucks,90,Los Angeles Lakers,115,,
Wed Apr 19 1972,Box Score,New York Knicks,109,Boston Celtics,115,,
Fri Apr 21 1972,Box Score,Boston Celtics,98,New York Knicks,116,,
Sat Apr 22 1972,Box Score,Los Angeles Lakers,104,Milwaukee Bucks,100,,
Sun Apr 23 1972,Box Score,New York Knicks,111,Boston Celtics,103,,
Wed Apr 26 1972,Box Score,New York Knicks,114,Los Angeles Lakers,92,,
Sun Apr 30 1972,Box Score,New York Knicks,92,Los Angeles Lakers,106,,
Wed May 3 1972,Box Score,Los Angeles Lakers,107,New York Knicks,96,,
Fri May 5 1972,Box Score,Los Angeles Lakers,116,New York Knicks,111,OT,
Sun May 7 1972,Box Score,New York Knicks,100,Los Angeles Lakers,114,,
