
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Thu Nov 1 1951,Box Score,Baltimore Bullets,97,Rochester Royals,101,,
Thu Nov 1 1951,Box Score,Fort Wayne Pistons,75,Syracuse Nationals,90,,
Sat Nov 3 1951,Box Score,Indianapolis Olympians,90,Baltimore Bullets,86,,
Sat Nov 3 1951,Box Score,New York Knicks,68,Milwaukee Hawks,66,,
Sat Nov 3 1951,Box Score,Fort Wayne Pistons,69,Philadelphia Warriors,70,,
Sat Nov 3 1951,Box Score,Minneapolis Lakers,93,Rochester Royals,74,,
Sun Nov 4 1951,Box Score,Indianapolis Olympians,65,Boston Celtics,97,,
Sun Nov 4 1951,Box Score,New York Knicks,75,Fort Wayne Pistons,84,,
Sun Nov 4 1951,Box Score,Minneapolis Lakers,67,Syracuse Nationals,98,,
Mon Nov 5 1951,Box Score,Philadelphia Warriors,90,Baltimore Bullets,96,,
Tue Nov 6 1951,Box Score,New York Knicks,83,Indianapolis Olympians,73,,
Tue Nov 6 1951,Box Score,Fort Wayne Pistons,62,Milwaukee Hawks,65,OT,
Fri Nov 9 1951,Box Score,Fort Wayne Pistons,77,Indianapolis Olympians,92,,
Fri Nov 9 1951,Box Score,Minneapolis Lakers,86,Philadelphia Warriors,98,,
Sat Nov 10 1951,Box Score,Syracuse Nationals,82,Baltimore Bullets,91,,
Sat Nov 10 1951,Box Score,Philadelphia Warriors,69,Boston Celtics,83,,at New York NY
Sat Nov 10 1951,Box Score,Minneapolis Lakers,89,New York Knicks,73,,
Sat Nov 10 1951,Box Score,Indianapolis Olympians,89,Rochester Royals,100,,
Sun Nov 11 1951,Box Score,Minneapolis Lakers,72,Boston Celtics,77,,
Sun Nov 11 1951,Box Score,Milwaukee Hawks,59,Fort Wayne Pistons,74,,
Sun Nov 11 1951,Box Score,New York Knicks,78,Rochester Royals,80,,
Sun Nov 11 1951,Box Score,Indianapolis Olympians,79,Syracuse Nationals,93,,
Mon Nov 12 1951,Box Score,Minneapolis Lakers,90,Baltimore Bullets,80,,
Tue Nov 13 1951,Box Score,Minneapolis Lakers,77,Indianapolis Olympians,71,,
Tue Nov 13 1951,Box Score,Rochester Royals,91,Milwaukee Hawks,75,,
Tue Nov 13 1951,Box Score,New York Knicks,85,Philadelphia Warriors,82,,
Wed Nov 14 1951,Box Score,Fort Wayne Pistons,91,Boston Celtics,98,OT,
Thu Nov 15 1951,Box Score,Boston Celtics,95,Syracuse Nationals,97,,
Fri Nov 16 1951,Box Score,Milwaukee Hawks,78,Indianapolis Olympians,68,,
Fri Nov 16 1951,Box Score,Syracuse Nationals,97,Philadelphia Warriors,90,,
Sat Nov 17 1951,Box Score,Boston Celtics,88,Baltimore Bullets,75,,
Sat Nov 17 1951,Box Score,Milwaukee Hawks,58,Indianapolis Olympians,68,,at Moline IL
Sat Nov 17 1951,Box Score,Fort Wayne Pistons,64,Minneapolis Lakers,68,OT,
Sat Nov 17 1951,Box Score,Syracuse Nationals,79,New York Knicks,72,,
Sat Nov 17 1951,Box Score,Philadelphia Warriors,72,Rochester Royals,86,,
Sun Nov 18 1951,Box Score,New York Knicks,93,Boston Celtics,92,,
Sun Nov 18 1951,Box Score,Rochester Royals,76,Fort Wayne Pistons,71,OT,
Sun Nov 18 1951,Box Score,Baltimore Bullets,68,Syracuse Nationals,71,,
Mon Nov 19 1951,Box Score,Milwaukee Hawks,70,Baltimore Bullets,71,,
Tue Nov 20 1951,Box Score,New York Knicks,88,Baltimore Bullets,86,,at Philadelphia PA
Tue Nov 20 1951,Box Score,Rochester Royals,65,Indianapolis Olympians,69,2OT,
Tue Nov 20 1951,Box Score,Milwaukee Hawks,64,Philadelphia Warriors,80,,
Thu Nov 22 1951,Box Score,Milwaukee Hawks,72,Boston Celtics,103,,
Thu Nov 22 1951,Box Score,Syracuse Nationals,96,Fort Wayne Pistons,72,,
Thu Nov 22 1951,Box Score,Rochester Royals,65,Minneapolis Lakers,70,2OT,
