
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Sat Oct 15 1966,Box Score,Los Angeles Lakers,126,Baltimore Bullets,115,,
Sat Oct 15 1966,Box Score,San Francisco Warriors,113,Boston Celtics,121,,
Sat Oct 15 1966,Box Score,Detroit Pistons,99,Cincinnati Royals,103,,
Sat Oct 15 1966,Box Score,New York Knicks,112,Philadelphia 76ers,128,,
Sat Oct 15 1966,Box Score,Chicago Bulls,104,St. Louis Hawks,97,,
Tue Oct 18 1966,Box Score,San Francisco Warriors,116,Chicago Bulls,119,,
Tue Oct 18 1966,Box Score,Cincinnati Royals,112,Detroit Pistons,114,,
Tue Oct 18 1966,Box Score,Los Angeles Lakers,119,New York Knicks,122,,
Wed Oct 19 1966,Box Score,New York Knicks,131,Baltimore Bullets,109,,
Wed Oct 19 1966,Box Score,Los Angeles Lakers,124,Chicago Bulls,134,,
Thu Oct 20 1966,Box Score,San Francisco Warriors,121,Chicago Bulls,111,,at San Jose CA
Thu Oct 20 1966,Box Score,St. Louis Hawks,113,Detroit Pistons,105,,
Fri Oct 21 1966,Box Score,Baltimore Bullets,91,Boston Celtics,111,,
Fri Oct 21 1966,Box Score,Chicago Bulls,108,Los Angeles Lakers,101,,
Fri Oct 21 1966,Box Score,St. Louis Hawks,110,Philadelphia 76ers,119,,
Fri Oct 21 1966,Box Score,Detroit Pistons,119,San Francisco Warriors,136,,
Sat Oct 22 1966,Box Score,Philadelphia 76ers,141,Baltimore Bullets,112,,
Sat Oct 22 1966,Box Score,Boston Celtics,126,New York Knicks,97,,
Sat Oct 22 1966,Box Score,Cincinnati Royals,123,St. Louis Hawks,133,OT,
Sun Oct 23 1966,Box Score,New York Knicks,124,Chicago Bulls,105,,
Sun Oct 23 1966,Box Score,San Francisco Warriors,110,Detroit Pistons,119,,at Seattle WA
Tue Oct 25 1966,Box Score,Baltimore Bullets,110,Philadelphia 76ers,130,,
Wed Oct 26 1966,Box Score,Cincinnati Royals,116,Baltimore Bullets,122,,
Wed Oct 26 1966,Box Score,New York Knicks,133,Los Angeles Lakers,122,,
Thu Oct 27 1966,Box Score,Chicago Bulls,100,Boston Celtics,123,,at Providence RI
Thu Oct 27 1966,Box Score,St. Louis Hawks,118,Cincinnati Royals,121,,
Fri Oct 28 1966,Box Score,San Francisco Warriors,105,Baltimore Bullets,104,,
Fri Oct 28 1966,Box Score,Detroit Pistons,129,Chicago Bulls,117,,at Fort Wayne IN
Fri Oct 28 1966,Box Score,New York Knicks,114,Los Angeles Lakers,124,,
Sat Oct 29 1966,Box Score,San Francisco Warriors,127,Cincinnati Royals,115,,
Sat Oct 29 1966,Box Score,Baltimore Bullets,97,Detroit Pistons,103,,
Sat Oct 29 1966,Box Score,Boston Celtics,96,Philadelphia 76ers,138,,
Sat Oct 29 1966,Box Score,Los Angeles Lakers,109,St. Louis Hawks,110,,
Sun Oct 30 1966,Box Score,Los Angeles Lakers,121,Detroit Pistons,124,,at Montreal Canada
Tue Nov 1 1966,Box Score,San Francisco Warriors,137,Chicago Bulls,121,,
Wed Nov 2 1966,Box Score,Los Angeles Lakers,108,Boston Celtics,133,,
Wed Nov 2 1966,Box Score,Baltimore Bullets,94,Chicago Bulls,102,,
Wed Nov 2 1966,Box Score,New York Knicks,129,Cincinnati Royals,131,,
Thu Nov 3 1966,Box Score,Chicago Bulls,108,Boston Celtics,137,,at New York NY
Thu Nov 3 1966,Box Score,San Francisco Warriors,108,New York Knicks,123,,
Thu Nov 3 1966,Box Score,St. Louis Hawks,108,Philadelphia 76ers,120,,at Pittsburgh PA
Fri Nov 4 1966,Box Score,Cincinnati Royals,120,Detroit Pistons,115,,
Fri Nov 4 1966,Box Score,Baltimore Bullets,98,Los Angeles Lakers,131,,
Fri Nov 4 1966,Box Score,San Francisco Warriors,129,Philadelphia 76ers,134,,
Sat Nov 5 1966,Box Score,Philadelphia 76ers,87,Boston Celtics,105,,
Sat Nov 5 1966,Box Score,Chicago Bulls,113,Cincinnati Royals,99,,
Sat Nov 5 1966,Box Score,Detroit Pistons,104,New York Knicks,115,,
Sat Nov 5 1966,Box Score,San Francisco Warriors,120,St. Louis Hawks,122,,
Sun Nov 6 1966,Box Score,St. Louis Hawks,102,Chicago Bulls,134,,
Sun Nov 6 1966,Box Score,Baltimore Bullets,117,San Francisco Warriors,120,,
Tue Nov 8 1966,Box Score,Boston Celtics,112,Chicago Bulls,101,,
Tue Nov 8 1966,Box Score,Philadelphia 76ers,118,Detroit Pistons,100,,at New York NY
Tue Nov 8 1966,Box Score,Baltimore Bullets,104,Los Angeles Lakers,102,,
Tue Nov 8 1966,Box Score,St. Louis Hawks,135,New York Knicks,121,,
Wed Nov 9 1966,Box Score,New York Knicks,103,Chicago Bulls,98,,
Wed Nov 9 1966,Box Score,Baltimore Bullets,122,San Francisco Warriors,128,,
Thu Nov 10 1966,Box Score,Boston Celtics,113,Cincinnati Royals,112,OT,
Thu Nov 10 1966,Box Score,Detroit Pistons,133,Los Angeles Lakers,132,OT,
Fri Nov 11 1966,Box Score,Cincinnati Royals,119,Baltimore Bullets,104,,
Fri Nov 11 1966,Box Score,New York Knicks,106,Boston Celtics,111,,
Fri Nov 11 1966,Box Score,Chicago Bulls,113,Philadelphia 76ers,126,,
Fri Nov 11 1966,Box Score,Los Angeles Lakers,93,San Francisco Warriors,132,,
Sat Nov 12 1966,Box Score,Philadelphia 76ers,112,Cincinnati Royals,98,,
Sat Nov 12 1966,Box Score,Detroit Pistons,88,Los Angeles Lakers,144,,
Sat Nov 12 1966,Box Score,Baltimore Bullets,124,New York Knicks,134,,
Sat Nov 12 1966,Box Score,Boston Celtics,92,St. Louis Hawks,115,,
Sun Nov 13 1966,Box Score,Philadelphia 76ers,132,Chicago Bulls,126,,
Sun Nov 13 1966,Box Score,Detroit Pistons,96,San Francisco Warriors,135,,
Mon Nov 14 1966,Box Score,Detroit Pistons,104,San Francisco Warriors,115,,
Tue Nov 15 1966,Box Score,Philadelphia 76ers,113,New York Knicks,109,,
