
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Tue Oct 14 1969,Box Score,Seattle SuperSonics,101,New York Knicks,126,,
Wed Oct 15 1969,Box Score,Seattle SuperSonics,119,Atlanta Hawks,124,,
Wed Oct 15 1969,Box Score,Chicago Bulls,93,Baltimore Bullets,98,,
Wed Oct 15 1969,Box Score,New York Knicks,94,Cincinnati Royals,89,,
Thu Oct 16 1969,Box Score,San Diego Rockets,114,Phoenix Suns,116,,
Fri Oct 17 1969,Box Score,Cincinnati Royals,110,Boston Celtics,108,,
Fri Oct 17 1969,Box Score,New York Knicks,116,Chicago Bulls,87,,
Fri Oct 17 1969,Box Score,Los Angeles Lakers,126,Philadelphia 76ers,131,,
Sat Oct 18 1969,Box Score,Phoenix Suns,116,Atlanta Hawks,121,,
Sat Oct 18 1969,Box Score,Boston Celtics,117,Baltimore Bullets,124,,
Sat Oct 18 1969,Box Score,Seattle SuperSonics,126,Chicago Bulls,131,OT,
Sat Oct 18 1969,Box Score,Philadelphia 76ers,134,Cincinnati Royals,123,,
Sat Oct 18 1969,Box Score,Detroit Pistons,110,Milwaukee Bucks,119,,
Sat Oct 18 1969,Box Score,Los Angeles Lakers,96,New York Knicks,99,,
Sat Oct 18 1969,Box Score,San Diego Rockets,125,San Francisco Warriors,124,OT,
Sun Oct 19 1969,Box Score,Seattle SuperSonics,106,Milwaukee Bucks,130,,
Tue Oct 21 1969,Box Score,Los Angeles Lakers,142,Baltimore Bullets,137,OT,
Tue Oct 21 1969,Box Score,Boston Celtics,97,Detroit Pistons,98,,
Tue Oct 21 1969,Box Score,Phoenix Suns,116,New York Knicks,140,,
Wed Oct 22 1969,Box Score,San Francisco Warriors,94,Atlanta Hawks,93,,
Wed Oct 22 1969,Box Score,Los Angeles Lakers,116,Cincinnati Royals,109,,
Wed Oct 22 1969,Box Score,Phoenix Suns,119,Philadelphia 76ers,122,,
Wed Oct 22 1969,Box Score,Milwaukee Bucks,115,San Diego Rockets,102,,
Thu Oct 23 1969,Box Score,San Francisco Warriors,112,New York Knicks,109,,
Fri Oct 24 1969,Box Score,Cincinnati Royals,126,Baltimore Bullets,131,OT,
Fri Oct 24 1969,Box Score,Atlanta Hawks,122,Boston Celtics,110,,
Fri Oct 24 1969,Box Score,New York Knicks,116,Detroit Pistons,92,,
Fri Oct 24 1969,Box Score,Milwaukee Bucks,112,Los Angeles Lakers,123,,
Fri Oct 24 1969,Box Score,Chicago Bulls,116,Phoenix Suns,115,OT,
Sat Oct 25 1969,Box Score,Detroit Pistons,125,Atlanta Hawks,104,,
Sat Oct 25 1969,Box Score,Baltimore Bullets,99,New York Knicks,128,,
Sat Oct 25 1969,Box Score,Cincinnati Royals,109,Philadelphia 76ers,98,,
Sat Oct 25 1969,Box Score,Phoenix Suns,115,San Diego Rockets,107,,
Sat Oct 25 1969,Box Score,Los Angeles Lakers,130,Seattle SuperSonics,106,,
Sat Oct 25 1969,Box Score,Milwaukee Bucks,104,San Francisco Warriors,118,,
Sun Oct 26 1969,Box Score,Chicago Bulls,125,Los Angeles Lakers,129,,
Sun Oct 26 1969,Box Score,Milwaukee Bucks,119,Phoenix Suns,99,,
Tue Oct 28 1969,Box Score,Baltimore Bullets,125,Detroit Pistons,110,,
Tue Oct 28 1969,Box Score,Boston Celtics,120,Milwaukee Bucks,107,,
Tue Oct 28 1969,Box Score,Atlanta Hawks,104,New York Knicks,128,,
Tue Oct 28 1969,Box Score,Chicago Bulls,116,Seattle SuperSonics,114,,
Wed Oct 29 1969,Box Score,San Diego Rockets,113,Atlanta Hawks,117,,
Wed Oct 29 1969,Box Score,Philadelphia 76ers,129,Baltimore Bullets,105,,
Wed Oct 29 1969,Box Score,Chicago Bulls,101,San Francisco Warriors,87,,
Thu Oct 30 1969,Box Score,Milwaukee Bucks,102,Detroit Pistons,81,,
Thu Oct 30 1969,Box Score,San Diego Rockets,110,New York Knicks,123,,
Thu Oct 30 1969,Box Score,Cincinnati Royals,104,Phoenix Suns,106,,
Fri Oct 31 1969,Box Score,Chicago Bulls,118,Baltimore Bullets,109,,at Boston MA
Fri Oct 31 1969,Box Score,San Diego Rockets,113,Boston Celtics,118,,
Fri Oct 31 1969,Box Score,Milwaukee Bucks,129,Philadelphia 76ers,125,OT,
Fri Oct 31 1969,Box Score,Cincinnati Royals,121,Seattle SuperSonics,129,,
Sat Nov 1 1969,Box Score,Atlanta Hawks,140,Baltimore Bullets,137,OT,
