
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Tue Oct 10 1972,Box Score,Atlanta Hawks,120,Buffalo Braves,109,,
Tue Oct 10 1972,Box Score,Philadelphia 76ers,89,Chicago Bulls,95,,
Tue Oct 10 1972,Box Score,Baltimore Bullets,102,Cleveland Cavaliers,90,,
Tue Oct 10 1972,Box Score,Seattle SuperSonics,89,New York Knicks,113,,
Wed Oct 11 1972,Box Score,Boston Celtics,121,Detroit Pistons,108,,
Wed Oct 11 1972,Box Score,Los Angeles Lakers,129,Kansas City-Omaha Kings,94,,at Omaha NE
Wed Oct 11 1972,Box Score,Seattle SuperSonics,105,Philadelphia 76ers,100,,
Fri Oct 13 1972,Box Score,Atlanta Hawks,98,Baltimore Bullets,115,,
Fri Oct 13 1972,Box Score,Los Angeles Lakers,104,Boston Celtics,112,,
Fri Oct 13 1972,Box Score,Houston Rockets,109,Cleveland Cavaliers,108,,
Fri Oct 13 1972,Box Score,Chicago Bulls,91,Detroit Pistons,100,,
Fri Oct 13 1972,Box Score,Buffalo Braves,104,Philadelphia 76ers,101,,
Fri Oct 13 1972,Box Score,Milwaukee Bucks,117,Phoenix Suns,105,,
Fri Oct 13 1972,Box Score,Seattle SuperSonics,92,Portland Trail Blazers,84,,
Sat Oct 14 1972,Box Score,Houston Rockets,121,Buffalo Braves,113,,
Sat Oct 14 1972,Box Score,Boston Celtics,96,Chicago Bulls,88,,
Sat Oct 14 1972,Box Score,Milwaukee Bucks,81,Golden State Warriors,77,,
Sat Oct 14 1972,Box Score,Detroit Pistons,101,Kansas City-Omaha Kings,113,,
Sat Oct 14 1972,Box Score,Los Angeles Lakers,100,New York Knicks,125,,
Sat Oct 14 1972,Box Score,Phoenix Suns,124,Portland Trail Blazers,120,,
Sun Oct 15 1972,Box Score,New York Knicks,101,Atlanta Hawks,109,,
Sun Oct 15 1972,Box Score,Los Angeles Lakers,95,Cleveland Cavaliers,83,,
Sun Oct 15 1972,Box Score,Baltimore Bullets,98,Phoenix Suns,107,,
Mon Oct 16 1972,Box Score,Baltimore Bullets,96,Golden State Warriors,97,,
Tue Oct 17 1972,Box Score,Boston Celtics,119,Atlanta Hawks,115,,
Tue Oct 17 1972,Box Score,Philadelphia 76ers,114,Buffalo Braves,122,,
Tue Oct 17 1972,Box Score,Houston Rockets,95,New York Knicks,103,,
Tue Oct 17 1972,Box Score,Milwaukee Bucks,108,Portland Trail Blazers,111,,
Thu Oct 19 1972,Box Score,Baltimore Bullets,94,Kansas City-Omaha Kings,83,,
Fri Oct 20 1972,Box Score,Buffalo Braves,118,Boston Celtics,126,,
Fri Oct 20 1972,Box Score,New York Knicks,92,Cleveland Cavaliers,89,,
Fri Oct 20 1972,Box Score,Atlanta Hawks,108,Houston Rockets,120,,
Fri Oct 20 1972,Box Score,Portland Trail Blazers,104,Los Angeles Lakers,126,,
Fri Oct 20 1972,Box Score,Detroit Pistons,86,Milwaukee Bucks,109,,
Fri Oct 20 1972,Box Score,Golden State Warriors,101,Seattle SuperSonics,92,,
Sat Oct 21 1972,Box Score,Boston Celtics,104,Baltimore Bullets,101,,
Sat Oct 21 1972,Box Score,Milwaukee Bucks,91,Buffalo Braves,63,,
Sat Oct 21 1972,Box Score,Cleveland Cavaliers,96,Detroit Pistons,103,,
Sat Oct 21 1972,Box Score,Chicago Bulls,130,Houston Rockets,97,,
Sat Oct 21 1972,Box Score,Atlanta Hawks,101,Kansas City-Omaha Kings,108,,
Sat Oct 21 1972,Box Score,Philadelphia 76ers,88,New York Knicks,111,,
Sat Oct 21 1972,Box Score,Seattle SuperSonics,117,Phoenix Suns,129,,
Sat Oct 21 1972,Box Score,Golden State Warriors,104,Portland Trail Blazers,97,,
Sun Oct 22 1972,Box Score,Milwaukee Bucks,104,Cleveland Cavaliers,84,,
Sun Oct 22 1972,Box Score,Chicago Bulls,99,Los Angeles Lakers,104,,
Sun Oct 22 1972,Box Score,Portland Trail Blazers,119,Seattle SuperSonics,120,OT,
Mon Oct 23 1972,Box Score,Philadelphia 76ers,85,Boston Celtics,105,,
Tue Oct 24 1972,Box Score,Boston Celtics,105,Buffalo Braves,97,,
Tue Oct 24 1972,Box Score,Los Angeles Lakers,114,Kansas City-Omaha Kings,94,,
Tue Oct 24 1972,Box Score,Cleveland Cavaliers,90,New York Knicks,123,,
Tue Oct 24 1972,Box Score,Chicago Bulls,107,Phoenix Suns,106,,
