
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Tue Oct 22 1957,Box Score,Boston Celtics,115,St. Louis Hawks,90,,
Wed Oct 23 1957,Box Score,Boston Celtics,105,Detroit Pistons,94,,
Wed Oct 23 1957,Box Score,St. Louis Hawks,95,New York Knicks,112,,at Detroit MI
Fri Oct 25 1957,Box Score,Philadelphia Warriors,85,Syracuse Nationals,103,,
Sat Oct 26 1957,Box Score,Syracuse Nationals,100,Cincinnati Royals,110,,
Sat Oct 26 1957,Box Score,Philadelphia Warriors,112,Detroit Pistons,100,,
Sat Oct 26 1957,Box Score,Boston Celtics,131,New York Knicks,121,,
Sat Oct 26 1957,Box Score,Minneapolis Lakers,84,St. Louis Hawks,112,,
Wed Oct 30 1957,Box Score,Detroit Pistons,115,Minneapolis Lakers,96,,
Fri Nov 1 1957,Box Score,St. Louis Hawks,92,Cincinnati Royals,99,,
Fri Nov 1 1957,Box Score,Minneapolis Lakers,100,Syracuse Nationals,113,,
Sat Nov 2 1957,Box Score,Syracuse Nationals,83,Boston Celtics,107,,
Sat Nov 2 1957,Box Score,Minneapolis Lakers,108,Philadelphia Warriors,118,,
Sat Nov 2 1957,Box Score,Cincinnati Royals,93,St. Louis Hawks,102,,
Sun Nov 3 1957,Box Score,Syracuse Nationals,95,Boston Celtics,113,,at New York NY
Sun Nov 3 1957,Box Score,Detroit Pistons,94,Cincinnati Royals,88,,
Sun Nov 3 1957,Box Score,Philadelphia Warriors,105,New York Knicks,123,,
Tue Nov 5 1957,Box Score,Detroit Pistons,105,Boston Celtics,111,,at St. Louis MO
Tue Nov 5 1957,Box Score,Syracuse Nationals,101,St. Louis Hawks,115,,
Wed Nov 6 1957,Box Score,Boston Celtics,103,Minneapolis Lakers,94,,
Thu Nov 7 1957,Box Score,New York Knicks,101,Philadelphia Warriors,113,,
Fri Nov 8 1957,Box Score,Boston Celtics,122,Cincinnati Royals,110,OT,
Fri Nov 8 1957,Box Score,Philadelphia Warriors,119,Minneapolis Lakers,108,,at Hershey PA
Fri Nov 8 1957,Box Score,New York Knicks,104,Syracuse Nationals,99,,
Sat Nov 9 1957,Box Score,Philadelphia Warriors,100,St. Louis Hawks,105,,
Sun Nov 10 1957,Box Score,Philadelphia Warriors,106,Cincinnati Royals,101,,
Mon Nov 11 1957,Box Score,St. Louis Hawks,88,Boston Celtics,92,,
Tue Nov 12 1957,Box Score,Minneapolis Lakers,104,Boston Celtics,107,,at Detroit MI
Tue Nov 12 1957,Box Score,New York Knicks,107,Detroit Pistons,109,,
Wed Nov 13 1957,Box Score,New York Knicks,106,Minneapolis Lakers,124,,at Saint Paul MN
Thu Nov 14 1957,Box Score,Syracuse Nationals,97,Philadelphia Warriors,94,,
Fri Nov 15 1957,Box Score,New York Knicks,99,Cincinnati Royals,101,,
Fri Nov 15 1957,Box Score,Minneapolis Lakers,112,Detroit Pistons,104,,
Fri Nov 15 1957,Box Score,St. Louis Hawks,86,Syracuse Nationals,91,,
Sat Nov 16 1957,Box Score,Philadelphia Warriors,89,Boston Celtics,111,,
Sat Nov 16 1957,Box Score,Detroit Pistons,109,New York Knicks,105,,
Sat Nov 16 1957,Box Score,Syracuse Nationals,101,St. Louis Hawks,118,,
Sun Nov 17 1957,Box Score,St. Louis Hawks,98,Cincinnati Royals,97,,
Sun Nov 17 1957,Box Score,Syracuse Nationals,110,Minneapolis Lakers,98,,
Sun Nov 17 1957,Box Score,Detroit Pistons,95,Philadelphia Warriors,91,,
Tue Nov 19 1957,Box Score,Detroit Pistons,75,Cincinnati Royals,92,,at St. Louis MO
Tue Nov 19 1957,Box Score,New York Knicks,115,St. Louis Hawks,118,,
Wed Nov 20 1957,Box Score,New York Knicks,105,Minneapolis Lakers,101,,
Wed Nov 20 1957,Box Score,Cincinnati Royals,99,Philadelphia Warriors,89,,
Thu Nov 21 1957,Box Score,Boston Celtics,112,Detroit Pistons,90,,
Thu Nov 21 1957,Box Score,New York Knicks,124,Minneapolis Lakers,123,OT,at Detroit MI
Fri Nov 22 1957,Box Score,Cincinnati Royals,102,Syracuse Nationals,98,,
Sat Nov 23 1957,Box Score,Minneapolis Lakers,107,Boston Celtics,131,,
Sat Nov 23 1957,Box Score,Syracuse Nationals,119,New York Knicks,115,,
Sat Nov 23 1957,Box Score,Detroit Pistons,110,St. Louis Hawks,115,,
Sun Nov 24 1957,Box Score,Minneapolis Lakers,98,Philadelphia Warriors,105,,at Camden NJ
Tue Nov 26 1957,Box Score,Minneapolis Lakers,91,Detroit Pistons,109,,at New York NY
Tue Nov 26 1957,Box Score,St. Louis Hawks,120,New York Knicks,110,,
Wed Nov 27 1957,Box Score,New York Knicks,107,Boston Celtics,120,,
Wed Nov 27 1957,Box Score,Minneapolis Lakers,106,Cincinnati Royals,107,,at Detroit MI
Wed Nov 27 1957,Box Score,St. Louis Hawks,121,Detroit Pistons,110,,
Wed Nov 27 1957,Box Score,Philadelphia Warriors,87,Syracuse Nationals,92,,
Thu Nov 28 1957,Box Score,New York Knicks,97,Boston Celtics,80,,at Philadelphia PA
Thu Nov 28 1957,Box Score,Syracuse Nationals,98,Philadelphia Warriors,102,,
Thu Nov 28 1957,Box Score,Cincinnati Royals,96,St. Louis Hawks,112,,
Fri Nov 29 1957,Box Score,Detroit Pistons,96,Cincinnati Royals,99,OT,
Sat Nov 30 1957,Box Score,Syracuse Nationals,112,Boston Celtics,118,,
Sat Nov 30 1957,Box Score,Cincinnati Royals,96,Detroit Pistons,100,,
Sat Nov 30 1957,Box Score,St. Louis Hawks,113,Minneapolis Lakers,118,,
Sat Nov 30 1957,Box Score,New York Knicks,83,Philadelphia Warriors,111,,
Sun Dec 1 1957,Box Score,Minneapolis Lakers,89,Cincinnati Royals,90,,
Sun Dec 1 1957,Box Score,Detroit Pistons,102,New York Knicks,109,,
