
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Sun Oct 19 1958,Box Score,Detroit Pistons,94,Syracuse Nationals,103,,
Wed Oct 22 1958,Box Score,Cincinnati Royals,79,Minneapolis Lakers,99,,
Thu Oct 23 1958,Box Score,Detroit Pistons,103,St. Louis Hawks,104,,
Sat Oct 25 1958,Box Score,Minneapolis Lakers,94,Cincinnati Royals,110,,
Sat Oct 25 1958,Box Score,St. Louis Hawks,112,Detroit Pistons,117,,
Sat Oct 25 1958,Box Score,Boston Celtics,125,New York Knicks,127,OT,
Sat Oct 25 1958,Box Score,Philadelphia Warriors,110,Syracuse Nationals,109,,
Sun Oct 26 1958,Box Score,Detroit Pistons,100,Minneapolis Lakers,108,,
Sun Oct 26 1958,Box Score,New York Knicks,100,Philadelphia Warriors,94,OT,
Wed Oct 29 1958,Box Score,St. Louis Hawks,112,Minneapolis Lakers,100,,
Fri Oct 31 1958,Box Score,Cincinnati Royals,113,Detroit Pistons,120,,
Sat Nov 1 1958,Box Score,Detroit Pistons,98,Boston Celtics,112,,
Sat Nov 1 1958,Box Score,Philadelphia Warriors,111,New York Knicks,92,,
Sat Nov 1 1958,Box Score,Minneapolis Lakers,108,St. Louis Hawks,101,,
Sat Nov 1 1958,Box Score,Cincinnati Royals,108,Syracuse Nationals,130,,
Sun Nov 2 1958,Box Score,St. Louis Hawks,97,Cincinnati Royals,90,,
Sun Nov 2 1958,Box Score,Detroit Pistons,107,Philadelphia Warriors,91,,
Wed Nov 5 1958,Box Score,New York Knicks,108,Cincinnati Royals,97,,
Wed Nov 5 1958,Box Score,Boston Celtics,117,Syracuse Nationals,115,,
Thu Nov 6 1958,Box Score,Philadelphia Warriors,101,Minneapolis Lakers,103,,
Fri Nov 7 1958,Box Score,New York Knicks,115,Detroit Pistons,101,,
Sat Nov 8 1958,Box Score,New York Knicks,108,Minneapolis Lakers,100,,
Sat Nov 8 1958,Box Score,Syracuse Nationals,103,Philadelphia Warriors,98,,
Sat Nov 8 1958,Box Score,Boston Celtics,84,St. Louis Hawks,87,,
Sun Nov 9 1958,Box Score,Philadelphia Warriors,106,Cincinnati Royals,92,,
Sun Nov 9 1958,Box Score,Boston Celtics,133,Detroit Pistons,136,,
Sun Nov 9 1958,Box Score,Minneapolis Lakers,97,Syracuse Nationals,101,,
Tue Nov 11 1958,Box Score,Minneapolis Lakers,113,Boston Celtics,116,OT,
Wed Nov 12 1958,Box Score,Syracuse Nationals,116,Cincinnati Royals,115,,
Thu Nov 13 1958,Box Score,Minneapolis Lakers,110,Detroit Pistons,119,,at New York NY
Thu Nov 13 1958,Box Score,St. Louis Hawks,102,New York Knicks,119,,
Fri Nov 14 1958,Box Score,Syracuse Nationals,111,Detroit Pistons,109,,
Fri Nov 14 1958,Box Score,Philadelphia Warriors,100,St. Louis Hawks,110,,
Sat Nov 15 1958,Box Score,Cincinnati Royals,105,Boston Celtics,130,,
Sat Nov 15 1958,Box Score,Minneapolis Lakers,101,Philadelphia Warriors,106,,
Sat Nov 15 1958,Box Score,Detroit Pistons,91,St. Louis Hawks,102,,
Sat Nov 15 1958,Box Score,New York Knicks,96,Syracuse Nationals,92,,
Sun Nov 16 1958,Box Score,Minneapolis Lakers,90,New York Knicks,98,,
Tue Nov 18 1958,Box Score,Detroit Pistons,102,Boston Celtics,115,,at St. Louis MO
Tue Nov 18 1958,Box Score,Syracuse Nationals,120,St. Louis Hawks,94,,
Wed Nov 19 1958,Box Score,Boston Celtics,103,Cincinnati Royals,119,,
Thu Nov 20 1958,Box Score,Syracuse Nationals,102,Minneapolis Lakers,121,,
Fri Nov 21 1958,Box Score,New York Knicks,112,Boston Celtics,106,,at Philadelphia PA
Fri Nov 21 1958,Box Score,Cincinnati Royals,90,Philadelphia Warriors,108,,
Sat Nov 22 1958,Box Score,Philadelphia Warriors,100,Boston Celtics,105,,
Sat Nov 22 1958,Box Score,Cincinnati Royals,86,Detroit Pistons,103,,
Sat Nov 22 1958,Box Score,Syracuse Nationals,99,New York Knicks,114,,
Sat Nov 22 1958,Box Score,Minneapolis Lakers,109,St. Louis Hawks,114,,
Sun Nov 23 1958,Box Score,St. Louis Hawks,100,Cincinnati Royals,89,,
Sun Nov 23 1958,Box Score,Detroit Pistons,124,Minneapolis Lakers,109,,
Sun Nov 23 1958,Box Score,Syracuse Nationals,107,Philadelphia Warriors,110,,
Mon Nov 24 1958,Box Score,Minneapolis Lakers,104,Boston Celtics,123,,at Charlotte NC
Tue Nov 25 1958,Box Score,Minneapolis Lakers,98,Detroit Pistons,90,,
Tue Nov 25 1958,Box Score,Cincinnati Royals,115,New York Knicks,113,,
Tue Nov 25 1958,Box Score,St. Louis Hawks,105,Philadelphia Warriors,106,,at New York NY
Wed Nov 26 1958,Box Score,New York Knicks,109,Boston Celtics,121,,
Wed Nov 26 1958,Box Score,Detroit Pistons,112,Cincinnati Royals,95,,
Wed Nov 26 1958,Box Score,St. Louis Hawks,112,Syracuse Nationals,107,,
Thu Nov 27 1958,Box Score,Boston Celtics,107,Philadelphia Warriors,94,,
Thu Nov 27 1958,Box Score,Syracuse Nationals,98,St. Louis Hawks,107,,
Fri Nov 28 1958,Box Score,Syracuse Nationals,93,Detroit Pistons,101,,
Fri Nov 28 1958,Box Score,Cincinnati Royals,93,Minneapolis Lakers,114,,
Sat Nov 29 1958,Box Score,Detroit Pistons,96,Boston Celtics,110,,
Sat Nov 29 1958,Box Score,Philadelphia Warriors,103,New York Knicks,115,,
Sat Nov 29 1958,Box Score,Cincinnati Royals,86,St. Louis Hawks,98,,
Sat Nov 29 1958,Box Score,Minneapolis Lakers,108,Syracuse Nationals,105,,
