
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Fri Oct 30 1981,Box Score,Washington Bullets,100,Boston Celtics,124,,
Fri Oct 30 1981,Box Score,Golden State Warriors,121,Denver Nuggets,134,,
Fri Oct 30 1981,Box Score,Milwaukee Bucks,113,Detroit Pistons,118,,
Fri Oct 30 1981,Box Score,Chicago Bulls,94,Indiana Pacers,96,,
Fri Oct 30 1981,Box Score,San Antonio Spurs,113,Kansas City Kings,102,,
Fri Oct 30 1981,Box Score,Houston Rockets,113,Los Angeles Lakers,112,2OT,
Fri Oct 30 1981,Box Score,New York Knicks,103,New Jersey Nets,99,,
Fri Oct 30 1981,Box Score,Cleveland Cavaliers,104,Philadelphia 76ers,128,,
Fri Oct 30 1981,Box Score,Phoenix Suns,95,Portland Trail Blazers,103,,
Fri Oct 30 1981,Box Score,Dallas Mavericks,89,Utah Jazz,105,,
Sat Oct 31 1981,Box Score,Philadelphia 76ers,108,Atlanta Hawks,106,,
Sat Oct 31 1981,Box Score,Detroit Pistons,119,Chicago Bulls,106,,
Sat Oct 31 1981,Box Score,Kansas City Kings,89,Dallas Mavericks,95,,
Sat Oct 31 1981,Box Score,Utah Jazz,91,Golden State Warriors,106,,
Sat Oct 31 1981,Box Score,Boston Celtics,103,Milwaukee Bucks,119,,
Sat Oct 31 1981,Box Score,Indiana Pacers,106,New York Knicks,99,,
Sat Oct 31 1981,Box Score,Denver Nuggets,120,San Antonio Spurs,145,,
Sat Oct 31 1981,Box Score,Houston Rockets,110,San Diego Clippers,125,,
Sat Oct 31 1981,Box Score,Phoenix Suns,84,Seattle SuperSonics,94,,
Sun Nov 1 1981,Box Score,Seattle SuperSonics,94,Portland Trail Blazers,104,,
Tue Nov 3 1981,Box Score,Atlanta Hawks,96,Chicago Bulls,104,,
Tue Nov 3 1981,Box Score,Cleveland Cavaliers,125,Dallas Mavericks,110,,
Tue Nov 3 1981,Box Score,New York Knicks,98,Houston Rockets,101,,
Tue Nov 3 1981,Box Score,San Antonio Spurs,88,Phoenix Suns,111,,
Tue Nov 3 1981,Box Score,Los Angeles Lakers,100,Portland Trail Blazers,102,,
Tue Nov 3 1981,Box Score,Philadelphia 76ers,112,Washington Bullets,99,,
Wed Nov 4 1981,Box Score,Chicago Bulls,93,Boston Celtics,115,,
Wed Nov 4 1981,Box Score,Houston Rockets,100,Denver Nuggets,112,,
Wed Nov 4 1981,Box Score,Portland Trail Blazers,109,Golden State Warriors,108,,
Wed Nov 4 1981,Box Score,San Diego Clippers,128,Kansas City Kings,129,,
Wed Nov 4 1981,Box Score,Atlanta Hawks,95,New Jersey Nets,86,,
Wed Nov 4 1981,Box Score,Indiana Pacers,99,Philadelphia 76ers,107,,
Wed Nov 4 1981,Box Score,Cleveland Cavaliers,102,San Antonio Spurs,128,,
Wed Nov 4 1981,Box Score,Los Angeles Lakers,106,Seattle SuperSonics,103,,
