
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Fri Nov 3 1989,Box Score,Indiana Pacers,126,Atlanta Hawks,103,,
Fri Nov 3 1989,Box Score,Milwaukee Bucks,114,Boston Celtics,127,,
Fri Nov 3 1989,Box Score,Washington Bullets,116,Charlotte Hornets,96,,
Fri Nov 3 1989,Box Score,Cleveland Cavaliers,119,Chicago Bulls,124,OT,
Fri Nov 3 1989,Box Score,Los Angeles Lakers,102,Dallas Mavericks,94,,
Fri Nov 3 1989,Box Score,New York Knicks,103,Detroit Pistons,106,,
Fri Nov 3 1989,Box Score,Houston Rockets,88,Los Angeles Clippers,102,,
Fri Nov 3 1989,Box Score,New Jersey Nets,110,Miami Heat,90,,
Fri Nov 3 1989,Box Score,Golden State Warriors,106,Phoenix Suns,136,,
Fri Nov 3 1989,Box Score,Sacramento Kings,96,Portland Trail Blazers,114,,
Fri Nov 3 1989,Box Score,Minnesota Timberwolves,94,Seattle SuperSonics,106,,
Fri Nov 3 1989,Box Score,Denver Nuggets,113,Utah Jazz,122,,
Sat Nov 4 1989,Box Score,Boston Celtics,102,Chicago Bulls,100,,
Sat Nov 4 1989,Box Score,Phoenix Suns,132,Denver Nuggets,135,,
Sat Nov 4 1989,Box Score,Houston Rockets,132,Golden State Warriors,105,,
Sat Nov 4 1989,Box Score,Cleveland Cavaliers,98,Indiana Pacers,106,,
Sat Nov 4 1989,Box Score,Miami Heat,99,New York Knicks,119,,
Sat Nov 4 1989,Box Score,New Jersey Nets,111,Orlando Magic,106,,
Sat Nov 4 1989,Box Score,Milwaukee Bucks,102,Philadelphia 76ers,96,,
Sat Nov 4 1989,Box Score,Seattle SuperSonics,100,Sacramento Kings,107,,
Sat Nov 4 1989,Box Score,Los Angeles Lakers,98,San Antonio Spurs,106,,
Sat Nov 4 1989,Box Score,Detroit Pistons,95,Washington Bullets,93,,
Sun Nov 5 1989,Box Score,Minnesota Timberwolves,83,Portland Trail Blazers,93,,
Mon Nov 6 1989,Box Score,New York Knicks,110,Orlando Magic,118,,
Tue Nov 7 1989,Box Score,Washington Bullets,118,Atlanta Hawks,114,,
Tue Nov 7 1989,Box Score,Detroit Pistons,114,Chicago Bulls,117,,
Tue Nov 7 1989,Box Score,Los Angeles Clippers,94,Golden State Warriors,118,,
Tue Nov 7 1989,Box Score,Portland Trail Blazers,86,Houston Rockets,109,,
Tue Nov 7 1989,Box Score,Phoenix Suns,107,Los Angeles Lakers,111,,
Tue Nov 7 1989,Box Score,Boston Celtics,100,Milwaukee Bucks,106,,
Tue Nov 7 1989,Box Score,Miami Heat,83,New Jersey Nets,77,,
Tue Nov 7 1989,Box Score,Dallas Mavericks,94,Sacramento Kings,96,,
Tue Nov 7 1989,Box Score,Charlotte Hornets,88,Seattle SuperSonics,128,,
Wed Nov 8 1989,Box Score,Orlando Magic,117,Cleveland Cavaliers,110,OT,
Wed Nov 8 1989,Box Score,Sacramento Kings,84,Denver Nuggets,102,,
Wed Nov 8 1989,Box Score,Detroit Pistons,74,Indiana Pacers,95,,
Wed Nov 8 1989,Box Score,Dallas Mavericks,123,Los Angeles Clippers,99,,
Wed Nov 8 1989,Box Score,Chicago Bulls,96,Minnesota Timberwolves,84,,
Wed Nov 8 1989,Box Score,Miami Heat,91,Philadelphia 76ers,115,,
Wed Nov 8 1989,Box Score,Portland Trail Blazers,108,San Antonio Spurs,104,,
Wed Nov 8 1989,Box Score,Charlotte Hornets,86,Utah Jazz,102,,
Wed Nov 8 1989,Box Score,Boston Celtics,103,Washington Bullets,112,,
Thu Nov 9 1989,Box Score,Los Angeles Lakers,106,Golden State Warriors,95,,
Thu Nov 9 1989,Box Score,Denver Nuggets,128,Houston Rockets,127,OT,
Thu Nov 9 1989,Box Score,Seattle SuperSonics,154,Milwaukee Bucks,155,5OT,
Thu Nov 9 1989,Box Score,New Jersey Nets,105,New York Knicks,107,,
Fri Nov 10 1989,Box Score,Atlanta Hawks,106,Boston Celtics,117,,
Fri Nov 10 1989,Box Score,Portland Trail Blazers,99,Dallas Mavericks,91,,
Fri Nov 10 1989,Box Score,Miami Heat,98,Indiana Pacers,102,,
Fri Nov 10 1989,Box Score,Charlotte Hornets,100,Los Angeles Lakers,106,,
Fri Nov 10 1989,Box Score,Philadelphia 76ers,118,Minnesota Timberwolves,125,OT,
Fri Nov 10 1989,Box Score,Chicago Bulls,107,New Jersey Nets,117,,
Fri Nov 10 1989,Box Score,Detroit Pistons,125,Orlando Magic,121,,
Fri Nov 10 1989,Box Score,Sacramento Kings,109,Phoenix Suns,130,,
Fri Nov 10 1989,Box Score,San Antonio Spurs,92,Utah Jazz,106,,
Fri Nov 10 1989,Box Score,Cleveland Cavaliers,92,Washington Bullets,100,,at Baltimore MD
Sat Nov 11 1989,Box Score,Orlando Magic,109,Atlanta Hawks,148,,
Sat Nov 11 1989,Box Score,Seattle SuperSonics,102,Chicago Bulls,109,,
Sat Nov 11 1989,Box Score,Boston Celtics,101,Cleveland Cavaliers,104,,
Sat Nov 11 1989,Box Score,Charlotte Hornets,104,Golden State Warriors,115,,
Sat Nov 11 1989,Box Score,Utah Jazz,92,Houston Rockets,100,,
Sat Nov 11 1989,Box Score,New York Knicks,112,Los Angeles Clippers,111,,
Sat Nov 11 1989,Box Score,Detroit Pistons,84,Miami Heat,88,,
Sat Nov 11 1989,Box Score,Philadelphia 76ers,104,Milwaukee Bucks,96,,
Sat Nov 11 1989,Box Score,Denver Nuggets,108,San Antonio Spurs,122,,
Sun Nov 12 1989,Box Score,Dallas Mavericks,98,Los Angeles Lakers,107,,
Sun Nov 12 1989,Box Score,Seattle SuperSonics,108,Minnesota Timberwolves,97,,
Sun Nov 12 1989,Box Score,Washington Bullets,104,Portland Trail Blazers,95,,
Mon Nov 13 1989,Box Score,Atlanta Hawks,112,Orlando Magic,104,,
Mon Nov 13 1989,Box Score,Washington Bullets,93,Utah Jazz,106,,
Tue Nov 14 1989,Box Score,Philadelphia 76ers,94,Boston Celtics,96,,at Hartford CT
Tue Nov 14 1989,Box Score,Orlando Magic,116,Charlotte Hornets,130,,
Tue Nov 14 1989,Box Score,Denver Nuggets,121,Los Angeles Clippers,129,,
Tue Nov 14 1989,Box Score,Houston Rockets,99,Miami Heat,101,,
Tue Nov 14 1989,Box Score,San Antonio Spurs,97,Milwaukee Bucks,108,,
Tue Nov 14 1989,Box Score,Golden State Warriors,98,Minnesota Timberwolves,101,,
Tue Nov 14 1989,Box Score,Cleveland Cavaliers,103,New Jersey Nets,92,,
Tue Nov 14 1989,Box Score,New York Knicks,117,Portland Trail Blazers,118,,
Tue Nov 14 1989,Box Score,Chicago Bulls,96,Sacramento Kings,94,,
Tue Nov 14 1989,Box Score,Dallas Mavericks,113,Seattle SuperSonics,109,OT,
Wed Nov 15 1989,Box Score,New Jersey Nets,92,Boston Celtics,126,,
Wed Nov 15 1989,Box Score,Golden State Warriors,104,Cleveland Cavaliers,129,,
Wed Nov 15 1989,Box Score,Washington Bullets,98,Denver Nuggets,109,,
Wed Nov 15 1989,Box Score,Miami Heat,94,Detroit Pistons,130,,
Wed Nov 15 1989,Box Score,Indiana Pacers,94,Los Angeles Lakers,117,,
Wed Nov 15 1989,Box Score,San Antonio Spurs,86,Minnesota Timberwolves,76,,
Wed Nov 15 1989,Box Score,Charlotte Hornets,96,Philadelphia 76ers,109,,
Wed Nov 15 1989,Box Score,Portland Trail Blazers,107,Phoenix Suns,109,,
Wed Nov 15 1989,Box Score,Chicago Bulls,107,Utah Jazz,108,,
Thu Nov 16 1989,Box Score,Los Angeles Clippers,82,Houston Rockets,94,,
Thu Nov 16 1989,Box Score,Orlando Magic,113,Milwaukee Bucks,132,,
Thu Nov 16 1989,Box Score,New York Knicks,121,Sacramento Kings,102,,
Thu Nov 16 1989,Box Score,Washington Bullets,98,Seattle SuperSonics,111,,
