
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Sat Nov 5 1955,Box Score,Philadelphia Warriors,87,Boston Celtics,98,,
Sat Nov 5 1955,Box Score,New York Knicks,100,Rochester Royals,98,OT,
Sat Nov 5 1955,Box Score,Minneapolis Lakers,89,St. Louis Hawks,101,,
Sat Nov 5 1955,Box Score,Fort Wayne Pistons,113,Syracuse Nationals,114,OT,
Sun Nov 6 1955,Box Score,Minneapolis Lakers,96,Fort Wayne Pistons,95,,
Sun Nov 6 1955,Box Score,Syracuse Nationals,80,Rochester Royals,83,,
Wed Nov 9 1955,Box Score,Minneapolis Lakers,106,Philadelphia Warriors,117,,
Thu Nov 10 1955,Box Score,Minneapolis Lakers,105,New York Knicks,112,,
Thu Nov 10 1955,Box Score,Rochester Royals,84,Philadelphia Warriors,89,,at New York NY
Fri Nov 11 1955,Box Score,Minneapolis Lakers,75,Boston Celtics,119,,
Sat Nov 12 1955,Box Score,Rochester Royals,84,Fort Wayne Pistons,79,,at St. Louis MO
Sat Nov 12 1955,Box Score,Philadelphia Warriors,100,Minneapolis Lakers,89,,at Hershey PA
Sat Nov 12 1955,Box Score,Boston Celtics,95,New York Knicks,96,,
Sat Nov 12 1955,Box Score,Syracuse Nationals,91,St. Louis Hawks,81,,
Sun Nov 13 1955,Box Score,Syracuse Nationals,79,Fort Wayne Pistons,93,,
Sun Nov 13 1955,Box Score,Rochester Royals,91,New York Knicks,94,,at Fort Wayne IN
Tue Nov 15 1955,Box Score,New York Knicks,95,St. Louis Hawks,121,,
Wed Nov 16 1955,Box Score,Minneapolis Lakers,91,Syracuse Nationals,105,,
Thu Nov 17 1955,Box Score,New York Knicks,110,Fort Wayne Pistons,88,,at Syracuse NY
Thu Nov 17 1955,Box Score,Boston Celtics,92,Philadelphia Warriors,106,,
Sat Nov 19 1955,Box Score,Fort Wayne Pistons,102,Boston Celtics,104,,
Sat Nov 19 1955,Box Score,St. Louis Hawks,104,New York Knicks,91,,
Sat Nov 19 1955,Box Score,Syracuse Nationals,94,Philadelphia Warriors,102,,
Sat Nov 19 1955,Box Score,Minneapolis Lakers,91,Rochester Royals,90,,
Sun Nov 20 1955,Box Score,New York Knicks,119,Fort Wayne Pistons,115,OT,
Sun Nov 20 1955,Box Score,Rochester Royals,104,Minneapolis Lakers,96,,
Sun Nov 20 1955,Box Score,St. Louis Hawks,80,Syracuse Nationals,84,,
Wed Nov 23 1955,Box Score,New York Knicks,115,Boston Celtics,111,OT,
Wed Nov 23 1955,Box Score,Syracuse Nationals,101,Philadelphia Warriors,104,,at Boston MA
Wed Nov 23 1955,Box Score,Rochester Royals,88,St. Louis Hawks,90,OT,
Thu Nov 24 1955,Box Score,Rochester Royals,93,Fort Wayne Pistons,104,,
Thu Nov 24 1955,Box Score,St. Louis Hawks,99,Minneapolis Lakers,107,,
Thu Nov 24 1955,Box Score,New York Knicks,97,Philadelphia Warriors,118,,
Thu Nov 24 1955,Box Score,Boston Celtics,103,Syracuse Nationals,111,,
Sat Nov 26 1955,Box Score,Syracuse Nationals,99,New York Knicks,100,,
Sat Nov 26 1955,Box Score,Fort Wayne Pistons,82,Philadelphia Warriors,87,,
Sat Nov 26 1955,Box Score,Boston Celtics,104,Rochester Royals,103,,
Sat Nov 26 1955,Box Score,Minneapolis Lakers,95,St. Louis Hawks,104,,
Sun Nov 27 1955,Box Score,St. Louis Hawks,106,Fort Wayne Pistons,114,OT,
Sun Nov 27 1955,Box Score,Philadelphia Warriors,94,Minneapolis Lakers,99,,
Sun Nov 27 1955,Box Score,New York Knicks,74,Syracuse Nationals,85,,
Tue Nov 29 1955,Box Score,Syracuse Nationals,97,Boston Celtics,105,,at New York NY
Tue Nov 29 1955,Box Score,Fort Wayne Pistons,104,New York Knicks,99,,
Tue Nov 29 1955,Box Score,Philadelphia Warriors,95,St. Louis Hawks,108,,
Wed Nov 30 1955,Box Score,St. Louis Hawks,99,Minneapolis Lakers,97,,at Rochester NY
