
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Fri Oct 25 1985,Box Score,Washington Bullets,100,Atlanta Hawks,91,,
Fri Oct 25 1985,Box Score,Cleveland Cavaliers,115,Chicago Bulls,116,OT,
Fri Oct 25 1985,Box Score,Milwaukee Bucks,116,Detroit Pistons,118,,
Fri Oct 25 1985,Box Score,Denver Nuggets,119,Golden State Warriors,105,,
Fri Oct 25 1985,Box Score,Boston Celtics,109,New Jersey Nets,113,OT,
Fri Oct 25 1985,Box Score,Phoenix Suns,123,Portland Trail Blazers,128,OT,
Fri Oct 25 1985,Box Score,Los Angeles Clippers,108,Sacramento Kings,104,,
Fri Oct 25 1985,Box Score,Houston Rockets,112,Utah Jazz,108,,
Sat Oct 26 1985,Box Score,Detroit Pistons,118,Chicago Bulls,121,,
Sat Oct 26 1985,Box Score,Boston Celtics,105,Cleveland Cavaliers,100,,
Sat Oct 26 1985,Box Score,Seattle SuperSonics,95,Dallas Mavericks,101,,
Sat Oct 26 1985,Box Score,Sacramento Kings,112,Denver Nuggets,123,,
Sat Oct 26 1985,Box Score,New Jersey Nets,92,Indiana Pacers,119,,
Sat Oct 26 1985,Box Score,Houston Rockets,129,Los Angeles Clippers,130,2OT,
Sat Oct 26 1985,Box Score,Atlanta Hawks,91,Milwaukee Bucks,117,,
Sat Oct 26 1985,Box Score,Philadelphia 76ers,99,New York Knicks,89,,
Sat Oct 26 1985,Box Score,Los Angeles Lakers,121,San Antonio Spurs,116,2OT,
Sun Oct 27 1985,Box Score,Golden State Warriors,99,Portland Trail Blazers,116,,
Tue Oct 29 1985,Box Score,New York Knicks,87,Atlanta Hawks,102,,
Tue Oct 29 1985,Box Score,Washington Bullets,97,Cleveland Cavaliers,90,,
Tue Oct 29 1985,Box Score,Los Angeles Lakers,133,Dallas Mavericks,115,,
Tue Oct 29 1985,Box Score,New Jersey Nets,107,Detroit Pistons,124,,
Tue Oct 29 1985,Box Score,Chicago Bulls,111,Golden State Warriors,105,,
Tue Oct 29 1985,Box Score,Seattle SuperSonics,99,Houston Rockets,111,,
Tue Oct 29 1985,Box Score,Portland Trail Blazers,113,Los Angeles Clippers,119,,
Tue Oct 29 1985,Box Score,Philadelphia 76ers,117,Milwaukee Bucks,119,,
Tue Oct 29 1985,Box Score,Denver Nuggets,142,Phoenix Suns,127,,
Tue Oct 29 1985,Box Score,Utah Jazz,112,San Antonio Spurs,124,,
Wed Oct 30 1985,Box Score,Milwaukee Bucks,106,Boston Celtics,117,,
Wed Oct 30 1985,Box Score,Indiana Pacers,138,New Jersey Nets,147,3OT,
Wed Oct 30 1985,Box Score,Detroit Pistons,125,Philadelphia 76ers,132,OT,
Wed Oct 30 1985,Box Score,San Antonio Spurs,100,Utah Jazz,102,,
Thu Oct 31 1985,Box Score,Seattle SuperSonics,73,Denver Nuggets,90,,
Thu Oct 31 1985,Box Score,New York Knicks,104,Golden State Warriors,111,,
Thu Oct 31 1985,Box Score,Chicago Bulls,112,Los Angeles Clippers,120,,
Thu Oct 31 1985,Box Score,Los Angeles Lakers,144,Phoenix Suns,107,,
Thu Oct 31 1985,Box Score,Houston Rockets,116,Sacramento Kings,122,,
Thu Oct 31 1985,Box Score,Cleveland Cavaliers,114,Washington Bullets,107,,
Fri Nov 1 1985,Box Score,Atlanta Hawks,105,Boston Celtics,109,,
Fri Nov 1 1985,Box Score,Indiana Pacers,116,Detroit Pistons,124,,
Fri Nov 1 1985,Box Score,Philadelphia 76ers,102,New Jersey Nets,106,,
Fri Nov 1 1985,Box Score,Dallas Mavericks,107,San Antonio Spurs,116,,
Fri Nov 1 1985,Box Score,Phoenix Suns,110,Utah Jazz,121,,
Sat Nov 2 1985,Box Score,Philadelphia 76ers,113,Atlanta Hawks,114,OT,
Sat Nov 2 1985,Box Score,Sacramento Kings,113,Dallas Mavericks,119,,
Sat Nov 2 1985,Box Score,Los Angeles Lakers,120,Golden State Warriors,116,,
Sat Nov 2 1985,Box Score,San Antonio Spurs,98,Houston Rockets,111,,
Sat Nov 2 1985,Box Score,Detroit Pistons,128,Indiana Pacers,117,,
Sat Nov 2 1985,Box Score,New York Knicks,95,Los Angeles Clippers,103,,
Sat Nov 2 1985,Box Score,New Jersey Nets,113,Milwaukee Bucks,136,,
Sat Nov 2 1985,Box Score,Utah Jazz,108,Portland Trail Blazers,128,,
Sat Nov 2 1985,Box Score,Chicago Bulls,100,Seattle SuperSonics,118,,
Sat Nov 2 1985,Box Score,Boston Celtics,88,Washington Bullets,73,,
Sun Nov 3 1985,Box Score,Milwaukee Bucks,120,Cleveland Cavaliers,110,,
Sun Nov 3 1985,Box Score,New York Knicks,96,Portland Trail Blazers,110,,
Tue Nov 5 1985,Box Score,Atlanta Hawks,113,Denver Nuggets,128,,
Tue Nov 5 1985,Box Score,Portland Trail Blazers,113,Houston Rockets,127,,
Tue Nov 5 1985,Box Score,Cleveland Cavaliers,129,Los Angeles Lakers,111,,
Tue Nov 5 1985,Box Score,San Antonio Spurs,97,Milwaukee Bucks,126,,
Tue Nov 5 1985,Box Score,Washington Bullets,106,New Jersey Nets,112,,
Tue Nov 5 1985,Box Score,New York Knicks,80,Seattle SuperSonics,84,,
Tue Nov 5 1985,Box Score,Golden State Warriors,99,Utah Jazz,118,,
Wed Nov 6 1985,Box Score,Portland Trail Blazers,111,Dallas Mavericks,109,,
Wed Nov 6 1985,Box Score,Chicago Bulls,105,Detroit Pistons,122,,
Wed Nov 6 1985,Box Score,Seattle SuperSonics,101,Golden State Warriors,105,,
Wed Nov 6 1985,Box Score,Indiana Pacers,97,Philadelphia 76ers,105,,
Wed Nov 6 1985,Box Score,Atlanta Hawks,114,Phoenix Suns,106,,
Wed Nov 6 1985,Box Score,San Antonio Spurs,81,Washington Bullets,80,,
Thu Nov 7 1985,Box Score,Dallas Mavericks,99,Denver Nuggets,131,,
Thu Nov 7 1985,Box Score,Los Angeles Clippers,115,Houston Rockets,137,,
Thu Nov 7 1985,Box Score,Chicago Bulls,97,New Jersey Nets,106,,
Thu Nov 7 1985,Box Score,Milwaukee Bucks,92,New York Knicks,88,,
Thu Nov 7 1985,Box Score,Cleveland Cavaliers,95,Sacramento Kings,94,,
Thu Nov 7 1985,Box Score,Los Angeles Lakers,116,Utah Jazz,106,,
Fri Nov 8 1985,Box Score,Phoenix Suns,101,Boston Celtics,125,,
Fri Nov 8 1985,Box Score,Atlanta Hawks,119,Golden State Warriors,130,,
