
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Thu Oct 21 1976,Box Score,Houston Rockets,120,Atlanta Hawks,104,,
Thu Oct 21 1976,Box Score,Boston Celtics,129,Indiana Pacers,122,OT,
Thu Oct 21 1976,Box Score,Buffalo Braves,133,Milwaukee Bucks,112,,
Thu Oct 21 1976,Box Score,Los Angeles Lakers,97,New York Knicks,102,,
Fri Oct 22 1976,Box Score,Chicago Bulls,95,Cleveland Cavaliers,106,,
Fri Oct 22 1976,Box Score,New York Nets,104,Golden State Warriors,103,,
Fri Oct 22 1976,Box Score,Denver Nuggets,123,Indiana Pacers,110,,
Fri Oct 22 1976,Box Score,Detroit Pistons,99,Kansas City Kings,96,,
Fri Oct 22 1976,Box Score,Phoenix Suns,98,New Orleans Jazz,111,,
Fri Oct 22 1976,Box Score,San Antonio Spurs,121,Philadelphia 76ers,118,,
Fri Oct 22 1976,Box Score,Los Angeles Lakers,103,Washington Bullets,84,,
Sat Oct 23 1976,Box Score,Philadelphia 76ers,105,Buffalo Braves,108,,
Sat Oct 23 1976,Box Score,Indiana Pacers,97,Chicago Bulls,102,,
Sat Oct 23 1976,Box Score,Kansas City Kings,99,Denver Nuggets,120,,
Sat Oct 23 1976,Box Score,Washington Bullets,98,Detroit Pistons,97,,
Sat Oct 23 1976,Box Score,Phoenix Suns,126,Houston Rockets,129,,
Sat Oct 23 1976,Box Score,Boston Celtics,111,Milwaukee Bucks,107,OT,
Sat Oct 23 1976,Box Score,San Antonio Spurs,98,New York Knicks,117,,
Sat Oct 23 1976,Box Score,New York Nets,104,Portland Trail Blazers,114,,
Sun Oct 24 1976,Box Score,Milwaukee Bucks,91,Atlanta Hawks,115,,
Sun Oct 24 1976,Box Score,Los Angeles Lakers,95,Cleveland Cavaliers,100,,
Sun Oct 24 1976,Box Score,New York Nets,93,Seattle SuperSonics,104,,
Tue Oct 26 1976,Box Score,San Antonio Spurs,114,Atlanta Hawks,122,,
Tue Oct 26 1976,Box Score,Milwaukee Bucks,88,Chicago Bulls,90,,
Tue Oct 26 1976,Box Score,Seattle SuperSonics,90,Indiana Pacers,120,,
Tue Oct 26 1976,Box Score,Los Angeles Lakers,115,Kansas City Kings,117,OT,
Tue Oct 26 1976,Box Score,Philadelphia 76ers,111,New Orleans Jazz,101,,
Tue Oct 26 1976,Box Score,Buffalo Braves,104,New York Knicks,118,,
Tue Oct 26 1976,Box Score,Golden State Warriors,96,Portland Trail Blazers,110,,
Wed Oct 27 1976,Box Score,Seattle SuperSonics,92,Detroit Pistons,106,,
Wed Oct 27 1976,Box Score,Philadelphia 76ers,116,Houston Rockets,94,,
Wed Oct 27 1976,Box Score,Washington Bullets,93,New York Nets,96,,
Wed Oct 27 1976,Box Score,Phoenix Suns,106,San Antonio Spurs,115,,
Thu Oct 28 1976,Box Score,Buffalo Braves,105,Boston Celtics,112,,at Hartford CT
Thu Oct 28 1976,Box Score,New York Knicks,90,Cleveland Cavaliers,114,,
Thu Oct 28 1976,Box Score,Milwaukee Bucks,100,Denver Nuggets,119,,
Thu Oct 28 1976,Box Score,Portland Trail Blazers,92,Golden State Warriors,112,,
Fri Oct 29 1976,Box Score,Phoenix Suns,95,Chicago Bulls,82,,
Fri Oct 29 1976,Box Score,San Antonio Spurs,102,Kansas City Kings,130,,
Fri Oct 29 1976,Box Score,Atlanta Hawks,101,Los Angeles Lakers,118,,
Fri Oct 29 1976,Box Score,Washington Bullets,93,New Orleans Jazz,111,,
Fri Oct 29 1976,Box Score,Indiana Pacers,90,New York Nets,89,,
Fri Oct 29 1976,Box Score,Detroit Pistons,103,Seattle SuperSonics,106,,
Sat Oct 30 1976,Box Score,Cleveland Cavaliers,109,Buffalo Braves,105,,
Sat Oct 30 1976,Box Score,Phoenix Suns,107,Denver Nuggets,113,,
Sat Oct 30 1976,Box Score,Atlanta Hawks,106,Golden State Warriors,114,,
Sat Oct 30 1976,Box Score,Washington Bullets,92,Houston Rockets,105,,
Sat Oct 30 1976,Box Score,Kansas City Kings,102,Indiana Pacers,112,,
Sat Oct 30 1976,Box Score,Chicago Bulls,74,Milwaukee Bucks,102,,
Sat Oct 30 1976,Box Score,New Orleans Jazz,115,New York Knicks,112,,
Sat Oct 30 1976,Box Score,New York Nets,80,Philadelphia 76ers,104,,
Sat Oct 30 1976,Box Score,Detroit Pistons,97,Portland Trail Blazers,131,,
Sat Oct 30 1976,Box Score,Boston Celtics,126,San Antonio Spurs,117,,
Sun Oct 31 1976,Box Score,New Orleans Jazz,92,Cleveland Cavaliers,106,,
Sun Oct 31 1976,Box Score,Detroit Pistons,101,Los Angeles Lakers,121,,
Sun Oct 31 1976,Box Score,Atlanta Hawks,112,Seattle SuperSonics,126,,
Mon Nov 1 1976,Box Score,New York Knicks,101,Kansas City Kings,105,,
Mon Nov 1 1976,Box Score,Cleveland Cavaliers,82,New York Nets,75,,
Tue Nov 2 1976,Box Score,Detroit Pistons,98,Golden State Warriors,111,,
Tue Nov 2 1976,Box Score,Seattle SuperSonics,113,Milwaukee Bucks,125,,
Tue Nov 2 1976,Box Score,Boston Celtics,97,New Orleans Jazz,115,,
Tue Nov 2 1976,Box Score,Atlanta Hawks,116,Portland Trail Blazers,129,,
Wed Nov 3 1976,Box Score,New York Knicks,110,Denver Nuggets,119,,
Wed Nov 3 1976,Box Score,Boston Celtics,111,Houston Rockets,117,OT,
Wed Nov 3 1976,Box Score,San Antonio Spurs,97,Indiana Pacers,113,,
Wed Nov 3 1976,Box Score,Seattle SuperSonics,106,Kansas City Kings,126,,
Wed Nov 3 1976,Box Score,Buffalo Braves,96,New York Nets,100,,
Wed Nov 3 1976,Box Score,Milwaukee Bucks,105,Washington Bullets,117,,
Thu Nov 4 1976,Box Score,Chicago Bulls,87,Atlanta Hawks,97,,
Thu Nov 4 1976,Box Score,Milwaukee Bucks,88,Cleveland Cavaliers,96,,
Thu Nov 4 1976,Box Score,Philadelphia 76ers,101,Golden State Warriors,96,,
Fri Nov 5 1976,Box Score,Washington Bullets,107,Boston Celtics,104,,
Fri Nov 5 1976,Box Score,Denver Nuggets,99,Chicago Bulls,85,,
Fri Nov 5 1976,Box Score,Buffalo Braves,122,Detroit Pistons,108,,
