
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Fri Oct 31 1952,Box Score,Boston Celtics,83,Indianapolis Olympians,68,,
Sat Nov 1 1952,Box Score,Indianapolis Olympians,71,Milwaukee Hawks,73,,
Sat Nov 1 1952,Box Score,Boston Celtics,91,Minneapolis Lakers,94,,
Sat Nov 1 1952,Box Score,Baltimore Bullets,53,New York Knicks,69,,
Sat Nov 1 1952,Box Score,Syracuse Nationals,84,Philadelphia Warriors,86,OT,
Sat Nov 1 1952,Box Score,Fort Wayne Pistons,82,Rochester Royals,94,,
Sun Nov 2 1952,Box Score,Minneapolis Lakers,81,Fort Wayne Pistons,69,,
Sun Nov 2 1952,Box Score,Philadelphia Warriors,91,Syracuse Nationals,117,,
Wed Nov 5 1952,Box Score,Minneapolis Lakers,97,Baltimore Bullets,75,,
Thu Nov 6 1952,Box Score,Rochester Royals,84,Fort Wayne Pistons,64,,
Fri Nov 7 1952,Box Score,Rochester Royals,65,Indianapolis Olympians,63,,
Sat Nov 8 1952,Box Score,New York Knicks,92,Baltimore Bullets,62,,
Sat Nov 8 1952,Box Score,Syracuse Nationals,83,Boston Celtics,106,,
Sat Nov 8 1952,Box Score,Minneapolis Lakers,93,Philadelphia Warriors,71,,
Sat Nov 8 1952,Box Score,Indianapolis Olympians,96,Rochester Royals,99,4OT,
Sun Nov 9 1952,Box Score,Indianapolis Olympians,71,Fort Wayne Pistons,74,,
Sun Nov 9 1952,Box Score,Rochester Royals,75,Milwaukee Hawks,78,,
Sun Nov 9 1952,Box Score,Minneapolis Lakers,89,Syracuse Nationals,96,,
Tue Nov 11 1952,Box Score,Minneapolis Lakers,101,Boston Celtics,92,,
Tue Nov 11 1952,Box Score,Fort Wayne Pistons,63,Indianapolis Olympians,78,,
Tue Nov 11 1952,Box Score,New York Knicks,94,Rochester Royals,104,,
Wed Nov 12 1952,Box Score,Milwaukee Hawks,90,Baltimore Bullets,107,,
Thu Nov 13 1952,Box Score,Rochester Royals,97,Milwaukee Hawks,79,,at New York NY
Thu Nov 13 1952,Box Score,Minneapolis Lakers,91,New York Knicks,100,,
Thu Nov 13 1952,Box Score,Boston Celtics,81,Syracuse Nationals,96,,
Fri Nov 14 1952,Box Score,Indianapolis Olympians,77,Philadelphia Warriors,71,,
Sat Nov 15 1952,Box Score,Syracuse Nationals,91,Baltimore Bullets,97,OT,
Sat Nov 15 1952,Box Score,Philadelphia Warriors,76,Indianapolis Olympians,79,,at New York NY
Sat Nov 15 1952,Box Score,Fort Wayne Pistons,68,Milwaukee Hawks,71,,
Sat Nov 15 1952,Box Score,Boston Celtics,68,New York Knicks,79,,
Sat Nov 15 1952,Box Score,Minneapolis Lakers,89,Rochester Royals,97,,
Sun Nov 16 1952,Box Score,Philadelphia Warriors,81,Baltimore Bullets,79,,at Boston MA
Sun Nov 16 1952,Box Score,Rochester Royals,87,Boston Celtics,96,,
Sun Nov 16 1952,Box Score,New York Knicks,83,Fort Wayne Pistons,112,,
Sun Nov 16 1952,Box Score,Milwaukee Hawks,51,Minneapolis Lakers,87,,
Sun Nov 16 1952,Box Score,Indianapolis Olympians,78,Syracuse Nationals,84,,
Tue Nov 18 1952,Box Score,New York Knicks,90,Indianapolis Olympians,100,,
Tue Nov 18 1952,Box Score,Philadelphia Warriors,83,Milwaukee Hawks,82,,at Hershey PA
Wed Nov 19 1952,Box Score,Philadelphia Warriors,89,Baltimore Bullets,106,,
Wed Nov 19 1952,Box Score,Milwaukee Hawks,77,Boston Celtics,91,,at Baltimore MD
Thu Nov 20 1952,Box Score,Minneapolis Lakers,89,Fort Wayne Pistons,81,,
Thu Nov 20 1952,Box Score,New York Knicks,72,Indianapolis Olympians,67,,at Philadelphia PA
Thu Nov 20 1952,Box Score,Baltimore Bullets,99,Philadelphia Warriors,106,,
Thu Nov 20 1952,Box Score,Milwaukee Hawks,73,Syracuse Nationals,92,,
Sat Nov 22 1952,Box Score,Philadelphia Warriors,95,Baltimore Bullets,96,,at Raleigh NC
Sat Nov 22 1952,Box Score,Indianapolis Olympians,91,Boston Celtics,96,OT,
Sat Nov 22 1952,Box Score,Fort Wayne Pistons,89,Minneapolis Lakers,96,,
Sat Nov 22 1952,Box Score,Syracuse Nationals,68,New York Knicks,98,,
Sat Nov 22 1952,Box Score,Milwaukee Hawks,65,Rochester Royals,69,,
Sun Nov 23 1952,Box Score,Indianapolis Olympians,100,Baltimore Bullets,90,,
Sun Nov 23 1952,Box Score,Philadelphia Warriors,80,Fort Wayne Pistons,92,,
Sun Nov 23 1952,Box Score,Minneapolis Lakers,62,Milwaukee Hawks,46,,
Sun Nov 23 1952,Box Score,Boston Celtics,102,Rochester Royals,100,,
Sun Nov 23 1952,Box Score,New York Knicks,73,Syracuse Nationals,76,,
Tue Nov 25 1952,Box Score,Milwaukee Hawks,78,Indianapolis Olympians,66,,
Tue Nov 25 1952,Box Score,Baltimore Bullets,89,Rochester Royals,106,,
Wed Nov 26 1952,Box Score,New York Knicks,94,Baltimore Bullets,92,,
Wed Nov 26 1952,Box Score,Philadelphia Warriors,92,Boston Celtics,93,,
Wed Nov 26 1952,Box Score,Fort Wayne Pistons,80,Milwaukee Hawks,72,,
Thu Nov 27 1952,Box Score,New York Knicks,104,Baltimore Bullets,92,,at Philadelphia PA
Thu Nov 27 1952,Box Score,Milwaukee Hawks,87,Fort Wayne Pistons,95,OT,
Thu Nov 27 1952,Box Score,Indianapolis Olympians,69,Minneapolis Lakers,90,,
Thu Nov 27 1952,Box Score,Boston Celtics,83,Philadelphia Warriors,70,,
Thu Nov 27 1952,Box Score,Rochester Royals,79,Syracuse Nationals,86,,
Fri Nov 28 1952,Box Score,Minneapolis Lakers,97,Indianapolis Olympians,82,,
Fri Nov 28 1952,Box Score,Philadelphia Warriors,77,Milwaukee Hawks,78,2OT,at Chicago IL
Sat Nov 29 1952,Box Score,Syracuse Nationals,87,Baltimore Bullets,74,,
Sat Nov 29 1952,Box Score,Fort Wayne Pistons,71,Boston Celtics,78,,at New York NY
Sat Nov 29 1952,Box Score,Indianapolis Olympians,72,New York Knicks,94,,
Sat Nov 29 1952,Box Score,Minneapolis Lakers,71,Rochester Royals,83,,
Sun Nov 30 1952,Box Score,Baltimore Bullets,95,Fort Wayne Pistons,100,2OT,
Sun Nov 30 1952,Box Score,Rochester Royals,91,Milwaukee Hawks,88,,
Sun Nov 30 1952,Box Score,Philadelphia Warriors,66,Minneapolis Lakers,91,,
Sun Nov 30 1952,Box Score,Boston Celtics,66,Syracuse Nationals,78,,
Mon Dec 1 1952,Box Score,Minneapolis Lakers,89,Baltimore Bullets,67,,at Saint Paul MN
Tue Dec 2 1952,Box Score,Rochester Royals,76,Indianapolis Olympians,85,,
Tue Dec 2 1952,Box Score,New York Knicks,89,Philadelphia Warriors,82,OT,
Wed Dec 3 1952,Box Score,Milwaukee Hawks,87,Baltimore Bullets,98,,
Wed Dec 3 1952,Box Score,Minneapolis Lakers,106,Boston Celtics,102,OT,
Wed Dec 3 1952,Box Score,Philadelphia Warriors,75,New York Knicks,100,,at Boston MA
Thu Dec 4 1952,Box Score,Milwaukee Hawks,90,Boston Celtics,73,,at New York NY
Thu Dec 4 1952,Box Score,Syracuse Nationals,78,Fort Wayne Pistons,70,,
Thu Dec 4 1952,Box Score,Minneapolis Lakers,81,New York Knicks,71,,
Fri Dec 5 1952,Box Score,Fort Wayne Pistons,74,Indianapolis Olympians,84,,
Sat Dec 6 1952,Box Score,Fort Wayne Pistons,103,Baltimore Bullets,91,,
Sat Dec 6 1952,Box Score,Milwaukee Hawks,83,Boston Celtics,88,,
Sat Dec 6 1952,Box Score,New York Knicks,78,Minneapolis Lakers,85,OT,
Sat Dec 6 1952,Box Score,Syracuse Nationals,82,Philadelphia Warriors,74,,
Sat Dec 6 1952,Box Score,Indianapolis Olympians,79,Rochester Royals,82,,
Sun Dec 7 1952,Box Score,New York Knicks,91,Fort Wayne Pistons,102,,
Sun Dec 7 1952,Box Score,Philadelphia Warriors,92,Rochester Royals,94,,
Sun Dec 7 1952,Box Score,Milwaukee Hawks,67,Syracuse Nationals,71,,
Mon Dec 8 1952,Box Score,Minneapolis Lakers,76,Indianapolis Olympians,81,,at Milwaukee WI
Mon Dec 8 1952,Box Score,Syracuse Nationals,89,Milwaukee Hawks,101,,
Tue Dec 9 1952,Box Score,Philadelphia Warriors,72,Boston Celtics,86,,at New York NY
Tue Dec 9 1952,Box Score,Syracuse Nationals,87,Indianapolis Olympians,70,,
Tue Dec 9 1952,Box Score,Rochester Royals,77,New York Knicks,75,,
Wed Dec 10 1952,Box Score,Rochester Royals,99,Baltimore Bullets,97,OT,
Wed Dec 10 1952,Box Score,Philadelphia Warriors,97,Boston Celtics,103,,at Baltimore MD
Thu Dec 11 1952,Box Score,Boston Celtics,94,Baltimore Bullets,88,,at Philadelphia PA
Thu Dec 11 1952,Box Score,Milwaukee Hawks,70,Fort Wayne Pistons,71,OT,
Thu Dec 11 1952,Box Score,Syracuse Nationals,79,Minneapolis Lakers,82,,
Thu Dec 11 1952,Box Score,Rochester Royals,86,Philadelphia Warriors,98,,
Fri Dec 12 1952,Box Score,Milwaukee Hawks,49,Indianapolis Olympians,63,,
Sat Dec 13 1952,Box Score,Philadelphia Warriors,78,Boston Celtics,82,,
Sat Dec 13 1952,Box Score,New York Knicks,99,Rochester Royals,97,OT,
Sun Dec 14 1952,Box Score,Boston Celtics,83,Baltimore Bullets,73,,
Sun Dec 14 1952,Box Score,Indianapolis Olympians,71,Fort Wayne Pistons,86,,
Sun Dec 14 1952,Box Score,New York Knicks,74,Milwaukee Hawks,69,,
Sun Dec 14 1952,Box Score,Rochester Royals,77,Minneapolis Lakers,95,,
Sun Dec 14 1952,Box Score,Philadelphia Warriors,83,Syracuse Nationals,102,,
Tue Dec 16 1952,Box Score,Philadelphia Warriors,64,Fort Wayne Pistons,95,,at New York NY
Tue Dec 16 1952,Box Score,Rochester Royals,84,Indianapolis Olympians,71,,
Tue Dec 16 1952,Box Score,Syracuse Nationals,93,New York Knicks,98,OT,
Thu Dec 18 1952,Box Score,Syracuse Nationals,83,Boston Celtics,88,,at Philadelphia PA
Thu Dec 18 1952,Box Score,Fort Wayne Pistons,86,Philadelphia Warriors,79,,
Fri Dec 19 1952,Box Score,Minneapolis Lakers,87,Indianapolis Olympians,69,,
Sat Dec 20 1952,Box Score,New York Knicks,102,Baltimore Bullets,99,OT,
Sat Dec 20 1952,Box Score,Syracuse Nationals,77,Boston Celtics,91,,
Sat Dec 20 1952,Box Score,Minneapolis Lakers,75,Milwaukee Hawks,86,,
Sat Dec 20 1952,Box Score,Fort Wayne Pistons,89,Rochester Royals,92,,
Sun Dec 21 1952,Box Score,Philadelphia Warriors,71,Fort Wayne Pistons,74,,
Sun Dec 21 1952,Box Score,Rochester Royals,83,Indianapolis Olympians,65,,at New York NY
Sun Dec 21 1952,Box Score,Baltimore Bullets,77,New York Knicks,102,,
Sun Dec 21 1952,Box Score,Boston Celtics,86,Syracuse Nationals,90,,
Mon Dec 22 1952,Box Score,New York Knicks,80,Milwaukee Hawks,75,,at Buffalo NY
Tue Dec 23 1952,Box Score,Fort Wayne Pistons,59,Indianapolis Olympians,72,,
Thu Dec 25 1952,Box Score,Milwaukee Hawks,69,Fort Wayne Pistons,71,2OT,
Thu Dec 25 1952,Box Score,Indianapolis Olympians,73,Minneapolis Lakers,90,,
Thu Dec 25 1952,Box Score,Boston Celtics,84,New York Knicks,97,,
Thu Dec 25 1952,Box Score,Rochester Royals,93,Philadelphia Warriors,78,,
Thu Dec 25 1952,Box Score,Baltimore Bullets,92,Syracuse Nationals,102,,
Fri Dec 26 1952,Box Score,Boston Celtics,74,Indianapolis Olympians,85,,
Sat Dec 27 1952,Box Score,Syracuse Nationals,81,Baltimore Bullets,76,OT,
Sat Dec 27 1952,Box Score,New York Knicks,91,Fort Wayne Pistons,92,,at Baltimore MD
Sat Dec 27 1952,Box Score,Boston Celtics,71,Minneapolis Lakers,94,,
Sat Dec 27 1952,Box Score,Indianapolis Olympians,73,Rochester Royals,94,,
Sun Dec 28 1952,Box Score,Boston Celtics,89,Fort Wayne Pistons,66,,
Sun Dec 28 1952,Box Score,Milwaukee Hawks,77,Minneapolis Lakers,86,,
Sun Dec 28 1952,Box Score,Philadelphia Warriors,54,New York Knicks,72,,
Sun Dec 28 1952,Box Score,Indianapolis Olympians,73,Syracuse Nationals,84,,
Tue Dec 30 1952,Box Score,Minneapolis Lakers,69,Indianapolis Olympians,74,,
Tue Dec 30 1952,Box Score,Syracuse Nationals,93,Rochester Royals,106,,
Wed Dec 31 1952,Box Score,Syracuse Nationals,87,Boston Celtics,97,,
Wed Dec 31 1952,Box Score,Indianapolis Olympians,85,Fort Wayne Pistons,91,,
Wed Dec 31 1952,Box Score,Rochester Royals,82,Milwaukee Hawks,74,,at Fort Wayne IN
Wed Dec 31 1952,Box Score,Baltimore Bullets,56,Minneapolis Lakers,82,,
Thu Jan 1 1953,Box Score,Baltimore Bullets,83,Milwaukee Hawks,81,OT,
Thu Jan 1 1953,Box Score,New York Knicks,108,Philadelphia Warriors,82,,
Thu Jan 1 1953,Box Score,Boston Celtics,83,Rochester Royals,81,OT,
Thu Jan 1 1953,Box Score,Fort Wayne Pistons,78,Syracuse Nationals,92,,
Fri Jan 2 1953,Box Score,Baltimore Bullets,66,Indianapolis Olympians,73,,
Fri Jan 2 1953,Box Score,Minneapolis Lakers,74,Milwaukee Hawks,66,,at Chicago IL
Sat Jan 3 1953,Box Score,Philadelphia Warriors,77,Baltimore Bullets,81,,
Sat Jan 3 1953,Box Score,Indianapolis Olympians,63,Boston Celtics,78,,at New York NY
Sat Jan 3 1953,Box Score,Minneapolis Lakers,79,Milwaukee Hawks,75,,at Hibbing MN
Sat Jan 3 1953,Box Score,Syracuse Nationals,77,New York Knicks,85,OT,
Sat Jan 3 1953,Box Score,Fort Wayne Pistons,101,Rochester Royals,106,,
Sun Jan 4 1953,Box Score,New York Knicks,100,Boston Celtics,103,,
Sun Jan 4 1953,Box Score,Philadelphia Warriors,68,Fort Wayne Pistons,79,,
Sun Jan 4 1953,Box Score,Rochester Royals,80,Minneapolis Lakers,83,OT,
Sun Jan 4 1953,Box Score,Baltimore Bullets,68,Syracuse Nationals,93,,
Tue Jan 6 1953,Box Score,Philadelphia Warriors,76,Indianapolis Olympians,71,,
Tue Jan 6 1953,Box Score,Fort Wayne Pistons,71,Milwaukee Hawks,73,,
Tue Jan 6 1953,Box Score,Rochester Royals,85,Minneapolis Lakers,69,,at Milwaukee WI
Wed Jan 7 1953,Box Score,Syracuse Nationals,114,New York Knicks,93,,at Philadelphia PA
Wed Jan 7 1953,Box Score,Boston Celtics,84,Philadelphia Warriors,82,,
Thu Jan 8 1953,Box Score,Rochester Royals,85,Boston Celtics,88,OT,at New York NY
Thu Jan 8 1953,Box Score,Milwaukee Hawks,68,New York Knicks,81,,
Thu Jan 8 1953,Box Score,Minneapolis Lakers,67,Syracuse Nationals,75,,
Fri Jan 9 1953,Box Score,Boston Celtics,90,Baltimore Bullets,94,,at Worcester MA
Fri Jan 9 1953,Box Score,New York Knicks,58,Indianapolis Olympians,54,,
Sat Jan 10 1953,Box Score,Boston Celtics,105,Baltimore Bullets,126,,
Sat Jan 10 1953,Box Score,Minneapolis Lakers,84,Fort Wayne Pistons,79,,at Saint Paul MN
Sat Jan 10 1953,Box Score,Syracuse Nationals,87,Philadelphia Warriors,77,,at Baltimore MD
Sat Jan 10 1953,Box Score,Milwaukee Hawks,81,Rochester Royals,89,,
Sun Jan 11 1953,Box Score,Baltimore Bullets,87,Boston Celtics,131,,
Sun Jan 11 1953,Box Score,Indianapolis Olympians,68,Fort Wayne Pistons,72,,
Sun Jan 11 1953,Box Score,Rochester Royals,79,Milwaukee Hawks,83,2OT,
Sun Jan 11 1953,Box Score,New York Knicks,79,Minneapolis Lakers,85,,
Sun Jan 11 1953,Box Score,Philadelphia Warriors,72,Syracuse Nationals,76,,
Wed Jan 14 1953,Box Score,Minneapolis Lakers,112,Baltimore Bullets,104,2OT,
Thu Jan 15 1953,Box Score,Boston Celtics,85,Fort Wayne Pistons,91,,
