
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Sat Oct 29 1949,Box Score,Denver Nuggets,85,Tri-Cities Blackhawks,93,,
Tue Nov 1 1949,Box Score,New York Knicks,89,Chicago Stags,87,OT,
Tue Nov 1 1949,Box Score,Denver Nuggets,64,Indianapolis Olympians,71,,
Tue Nov 1 1949,Box Score,Sheboygan Red Skins,75,Rochester Royals,108,,
Tue Nov 1 1949,Box Score,Tri-Cities Blackhawks,51,St. Louis Bombers,72,,at Chicago IL
Wed Nov 2 1949,Box Score,Minneapolis Lakers,81,Philadelphia Warriors,69,,
Wed Nov 2 1949,Box Score,New York Knicks,68,Waterloo Hawks,60,,
Wed Nov 2 1949,Box Score,Baltimore Bullets,61,Washington Capitols,66,,
Thu Nov 3 1949,Box Score,Tri-Cities Blackhawks,87,Anderson Packers,110,,
Thu Nov 3 1949,Box Score,St. Louis Bombers,81,Baltimore Bullets,65,,
Thu Nov 3 1949,Box Score,New York Knicks,72,Fort Wayne Pistons,87,,
Thu Nov 3 1949,Box Score,Boston Celtics,83,Sheboygan Red Skins,98,,
Thu Nov 3 1949,Box Score,Denver Nuggets,58,Syracuse Nationals,78,,
Fri Nov 4 1949,Box Score,St. Louis Bombers,58,Philadelphia Warriors,79,,
Sat Nov 5 1949,Box Score,Minneapolis Lakers,92,Baltimore Bullets,77,,
Sat Nov 5 1949,Box Score,Boston Celtics,70,Chicago Stags,86,,
Sat Nov 5 1949,Box Score,Syracuse Nationals,84,Denver Nuggets,51,,at Auburn NY
Sat Nov 5 1949,Box Score,Philadelphia Warriors,53,Rochester Royals,83,,
Sat Nov 5 1949,Box Score,New York Knicks,76,Tri-Cities Blackhawks,72,,
Sat Nov 5 1949,Box Score,St. Louis Bombers,69,Washington Capitols,81,,
Sun Nov 6 1949,Box Score,Chicago Stags,70,Fort Wayne Pistons,87,,
Sun Nov 6 1949,Box Score,New York Knicks,93,Sheboygan Red Skins,99,,
Sun Nov 6 1949,Box Score,Philadelphia Warriors,72,Syracuse Nationals,82,,
Sun Nov 6 1949,Box Score,Boston Celtics,66,Waterloo Hawks,80,,
Tue Nov 8 1949,Box Score,St. Louis Bombers,62,Anderson Packers,70,,at Richmond IN
Tue Nov 8 1949,Box Score,New York Knicks,79,Indianapolis Olympians,64,,
Tue Nov 8 1949,Box Score,Minneapolis Lakers,68,Washington Capitols,66,,
Wed Nov 9 1949,Box Score,Tri-Cities Blackhawks,99,Anderson Packers,102,3OT,at Chicago IL
Wed Nov 9 1949,Box Score,Rochester Royals,72,Chicago Stags,75,OT,
Wed Nov 9 1949,Box Score,Washington Capitols,84,Philadelphia Warriors,69,,
Wed Nov 9 1949,Box Score,Indianapolis Olympians,73,Syracuse Nationals,103,,
Wed Nov 9 1949,Box Score,Denver Nuggets,65,Waterloo Hawks,80,,
Thu Nov 10 1949,Box Score,Washington Capitols,88,Baltimore Bullets,72,,
Thu Nov 10 1949,Box Score,Minneapolis Lakers,98,Boston Celtics,84,,
Thu Nov 10 1949,Box Score,Denver Nuggets,53,Chicago Stags,64,,at St. Louis MO
