
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Sat Oct 27 1956,Box Score,Boston Celtics,115,New York Knicks,112,,
Sat Oct 27 1956,Box Score,Syracuse Nationals,109,Philadelphia Warriors,103,2OT,at New York NY
Sat Oct 27 1956,Box Score,Fort Wayne Pistons,85,Rochester Royals,88,,
Sat Oct 27 1956,Box Score,Minneapolis Lakers,75,St. Louis Hawks,97,,
Sun Oct 28 1956,Box Score,Minneapolis Lakers,88,Fort Wayne Pistons,94,,
Sun Oct 28 1956,Box Score,Rochester Royals,75,Syracuse Nationals,91,,
Thu Nov 1 1956,Box Score,Rochester Royals,88,Minneapolis Lakers,97,,at Johnstown PA
Sat Nov 3 1956,Box Score,New York Knicks,113,Boston Celtics,107,,
Sat Nov 3 1956,Box Score,Fort Wayne Pistons,81,Philadelphia Warriors,116,,
Sat Nov 3 1956,Box Score,Minneapolis Lakers,95,Rochester Royals,85,,
Sat Nov 3 1956,Box Score,Syracuse Nationals,75,St. Louis Hawks,73,,at Buffalo NY
Sun Nov 4 1956,Box Score,New York Knicks,96,Fort Wayne Pistons,83,,
Sun Nov 4 1956,Box Score,Rochester Royals,87,Minneapolis Lakers,88,,
Sun Nov 4 1956,Box Score,St. Louis Hawks,78,Syracuse Nationals,76,,
Wed Nov 7 1956,Box Score,Philadelphia Warriors,80,Rochester Royals,81,,
Wed Nov 7 1956,Box Score,New York Knicks,101,St. Louis Hawks,107,,
Fri Nov 9 1956,Box Score,Rochester Royals,95,Philadelphia Warriors,93,,
Sat Nov 10 1956,Box Score,Minneapolis Lakers,110,Boston Celtics,117,,
Sat Nov 10 1956,Box Score,New York Knicks,81,Philadelphia Warriors,83,,
Sat Nov 10 1956,Box Score,Syracuse Nationals,76,Rochester Royals,90,,
Sat Nov 10 1956,Box Score,Fort Wayne Pistons,79,St. Louis Hawks,86,,
Sun Nov 11 1956,Box Score,St. Louis Hawks,81,Fort Wayne Pistons,96,,
Sun Nov 11 1956,Box Score,Rochester Royals,94,Minneapolis Lakers,82,,at New York NY
Sun Nov 11 1956,Box Score,Philadelphia Warriors,95,New York Knicks,106,,
Sun Nov 11 1956,Box Score,Boston Celtics,94,Syracuse Nationals,83,,
Tue Nov 13 1956,Box Score,Rochester Royals,105,St. Louis Hawks,118,,
Wed Nov 14 1956,Box Score,Minneapolis Lakers,113,Boston Celtics,97,,at Rochester NY
Wed Nov 14 1956,Box Score,New York Knicks,87,Rochester Royals,90,,
Thu Nov 15 1956,Box Score,Boston Celtics,95,Fort Wayne Pistons,98,,
Thu Nov 15 1956,Box Score,Rochester Royals,83,Philadelphia Warriors,92,,at Hershey PA
Thu Nov 15 1956,Box Score,Minneapolis Lakers,103,Syracuse Nationals,96,,
Fri Nov 16 1956,Box Score,Minneapolis Lakers,97,Philadelphia Warriors,123,,
Sat Nov 17 1956,Box Score,Rochester Royals,86,Boston Celtics,108,,
Sat Nov 17 1956,Box Score,Syracuse Nationals,96,Philadelphia Warriors,109,,at Camden NJ
Sat Nov 17 1956,Box Score,Fort Wayne Pistons,87,St. Louis Hawks,92,,
Sun Nov 18 1956,Box Score,Fort Wayne Pistons,111,Minneapolis Lakers,107,,
Sun Nov 18 1956,Box Score,St. Louis Hawks,69,New York Knicks,102,,
Sun Nov 18 1956,Box Score,Boston Celtics,101,Rochester Royals,87,,
Sun Nov 18 1956,Box Score,Philadelphia Warriors,97,Syracuse Nationals,99,,
Tue Nov 20 1956,Box Score,Syracuse Nationals,81,St. Louis Hawks,104,,
Wed Nov 21 1956,Box Score,Philadelphia Warriors,83,Boston Celtics,95,,
Wed Nov 21 1956,Box Score,New York Knicks,103,Fort Wayne Pistons,104,OT,at Boston MA
Wed Nov 21 1956,Box Score,St. Louis Hawks,76,Rochester Royals,85,,
Thu Nov 22 1956,Box Score,Rochester Royals,102,Fort Wayne Pistons,104,OT,
Thu Nov 22 1956,Box Score,Syracuse Nationals,78,Minneapolis Lakers,111,,
Thu Nov 22 1956,Box Score,Boston Celtics,101,Philadelphia Warriors,78,,
Sat Nov 24 1956,Box Score,Syracuse Nationals,99,Boston Celtics,114,,
Sat Nov 24 1956,Box Score,Rochester Royals,96,New York Knicks,87,,
Sat Nov 24 1956,Box Score,Fort Wayne Pistons,88,Philadelphia Warriors,98,,
Sat Nov 24 1956,Box Score,Minneapolis Lakers,104,St. Louis Hawks,102,OT,
Sun Nov 25 1956,Box Score,Philadelphia Warriors,88,Fort Wayne Pistons,112,,
Sun Nov 25 1956,Box Score,St. Louis Hawks,95,Minneapolis Lakers,94,,
Sun Nov 25 1956,Box Score,New York Knicks,93,Rochester Royals,95,,
Tue Nov 27 1956,Box Score,Philadelphia Warriors,98,Minneapolis Lakers,113,,at St. Louis MO
Tue Nov 27 1956,Box Score,Fort Wayne Pistons,98,New York Knicks,105,,
Tue Nov 27 1956,Box Score,Syracuse Nationals,82,Rochester Royals,90,,at New York NY
