
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Fri Oct 28 1983,Box Score,New York Knicks,113,Cleveland Cavaliers,106,,
Fri Oct 28 1983,Box Score,Utah Jazz,125,Denver Nuggets,139,,
Fri Oct 28 1983,Box Score,Boston Celtics,121,Detroit Pistons,127,,
Fri Oct 28 1983,Box Score,Los Angeles Lakers,117,Kansas City Kings,107,,
Fri Oct 28 1983,Box Score,Indiana Pacers,83,Milwaukee Bucks,104,,
Fri Oct 28 1983,Box Score,Atlanta Hawks,108,New Jersey Nets,126,,
Fri Oct 28 1983,Box Score,Washington Bullets,114,Philadelphia 76ers,117,,
Fri Oct 28 1983,Box Score,San Diego Clippers,93,Portland Trail Blazers,107,,
Fri Oct 28 1983,Box Score,Golden State Warriors,110,Seattle SuperSonics,109,,
Sat Oct 29 1983,Box Score,Detroit Pistons,115,Atlanta Hawks,117,,
Sat Oct 29 1983,Box Score,New Jersey Nets,97,Chicago Bulls,104,,
Sat Oct 29 1983,Box Score,Boston Celtics,108,Cleveland Cavaliers,89,,
Sat Oct 29 1983,Box Score,Phoenix Suns,103,Dallas Mavericks,120,,
Sat Oct 29 1983,Box Score,Portland Trail Blazers,95,Golden State Warriors,97,,
Sat Oct 29 1983,Box Score,San Antonio Spurs,100,Houston Rockets,106,,
Sat Oct 29 1983,Box Score,Philadelphia 76ers,124,Indiana Pacers,112,OT,
Sat Oct 29 1983,Box Score,Washington Bullets,97,New York Knicks,100,,
Sat Oct 29 1983,Box Score,Denver Nuggets,128,San Diego Clippers,141,,
Sat Oct 29 1983,Box Score,Los Angeles Lakers,120,Utah Jazz,115,,
Sun Oct 30 1983,Box Score,Seattle SuperSonics,121,Kansas City Kings,116,,
Sun Oct 30 1983,Box Score,Dallas Mavericks,101,San Antonio Spurs,123,,
Tue Nov 1 1983,Box Score,Washington Bullets,92,Atlanta Hawks,95,,
Tue Nov 1 1983,Box Score,Dallas Mavericks,130,Denver Nuggets,124,,
Tue Nov 1 1983,Box Score,Milwaukee Bucks,93,Detroit Pistons,106,,
Tue Nov 1 1983,Box Score,Houston Rockets,108,Indiana Pacers,116,,
Tue Nov 1 1983,Box Score,Golden State Warriors,114,Kansas City Kings,116,,
Tue Nov 1 1983,Box Score,Cleveland Cavaliers,113,New Jersey Nets,125,,
Tue Nov 1 1983,Box Score,Chicago Bulls,91,Philadelphia 76ers,99,,
Tue Nov 1 1983,Box Score,Seattle SuperSonics,103,Phoenix Suns,93,,
Tue Nov 1 1983,Box Score,Portland Trail Blazers,126,San Antonio Spurs,124,,
Wed Nov 2 1983,Box Score,Milwaukee Bucks,105,Boston Celtics,119,,
Wed Nov 2 1983,Box Score,Houston Rockets,94,Cleveland Cavaliers,103,,
Wed Nov 2 1983,Box Score,Portland Trail Blazers,117,Dallas Mavericks,123,,
Wed Nov 2 1983,Box Score,Los Angeles Lakers,106,San Diego Clippers,110,,
