
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Thu Mar 14 1957,Box Score,Fort Wayne Pistons,103,St. Louis Hawks,115,,Tiebreaker
Sat Mar 16 1957,Box Score,Syracuse Nationals,103,Philadelphia Warriors,96,,
Sat Mar 16 1957,Box Score,Minneapolis Lakers,111,St. Louis Hawks,114,OT,Tiebreaker
Sun Mar 17 1957,Box Score,Fort Wayne Pistons,127,Minneapolis Lakers,131,,
Mon Mar 18 1957,Box Score,Philadelphia Warriors,80,Syracuse Nationals,91,,
Tue Mar 19 1957,Box Score,Minneapolis Lakers,110,Fort Wayne Pistons,108,,
Thu Mar 21 1957,Box Score,Syracuse Nationals,90,Boston Celtics,108,,
Thu Mar 21 1957,Box Score,Minneapolis Lakers,109,St. Louis Hawks,118,,
Sat Mar 23 1957,Box Score,Boston Celtics,120,Syracuse Nationals,105,,
Sun Mar 24 1957,Box Score,Syracuse Nationals,80,Boston Celtics,83,,
Sun Mar 24 1957,Box Score,Minneapolis Lakers,104,St. Louis Hawks,106,,
Mon Mar 25 1957,Box Score,St. Louis Hawks,143,Minneapolis Lakers,135,2OT,
Sat Mar 30 1957,Box Score,St. Louis Hawks,125,Boston Celtics,123,2OT,
Sun Mar 31 1957,Box Score,St. Louis Hawks,99,Boston Celtics,119,,
Sat Apr 6 1957,Box Score,Boston Celtics,98,St. Louis Hawks,100,,
Sun Apr 7 1957,Box Score,Boston Celtics,123,St. Louis Hawks,118,,
Tue Apr 9 1957,Box Score,St. Louis Hawks,109,Boston Celtics,124,,
Thu Apr 11 1957,Box Score,Boston Celtics,94,St. Louis Hawks,96,,
Sat Apr 13 1957,Box Score,St. Louis Hawks,123,Boston Celtics,125,2OT,
