
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Fri Nov 2 1990,Box Score,Orlando Magic,111,Atlanta Hawks,115,,
Fri Nov 2 1990,Box Score,Cleveland Cavaliers,101,Boston Celtics,125,,
Fri Nov 2 1990,Box Score,New York Knicks,134,Charlotte Hornets,130,OT,
Fri Nov 2 1990,Box Score,Philadelphia 76ers,124,Chicago Bulls,116,,
Fri Nov 2 1990,Box Score,Golden State Warriors,162,Denver Nuggets,158,,
Fri Nov 2 1990,Box Score,Milwaukee Bucks,104,Detroit Pistons,115,,
Fri Nov 2 1990,Box Score,New Jersey Nets,81,Indiana Pacers,100,,
Fri Nov 2 1990,Box Score,Sacramento Kings,80,Los Angeles Clippers,90,,
Fri Nov 2 1990,Box Score,Washington Bullets,95,Miami Heat,119,,
Fri Nov 2 1990,Box Score,Dallas Mavericks,85,Minnesota Timberwolves,98,,
Fri Nov 2 1990,Box Score,Houston Rockets,89,Portland Trail Blazers,90,,
Fri Nov 2 1990,Box Score,Phoenix Suns,119,Utah Jazz,96,,at Tokyo Japan (Tokyo Metropolitan Gymnasium)
Sat Nov 3 1990,Box Score,Indiana Pacers,120,Atlanta Hawks,121,,
Sat Nov 3 1990,Box Score,Denver Nuggets,110,Dallas Mavericks,140,,
Sat Nov 3 1990,Box Score,Cleveland Cavaliers,97,Detroit Pistons,106,,
Sat Nov 3 1990,Box Score,Minnesota Timberwolves,93,Milwaukee Bucks,111,,
Sat Nov 3 1990,Box Score,Boston Celtics,106,New York Knicks,103,,
Sat Nov 3 1990,Box Score,Charlotte Hornets,104,Orlando Magic,97,,
Sat Nov 3 1990,Box Score,New Jersey Nets,110,Philadelphia 76ers,112,OT,
Sat Nov 3 1990,Box Score,Utah Jazz,102,Phoenix Suns,101,,at Tokyo Japan (Tokyo Metropolitan Gymnasium)
Sat Nov 3 1990,Box Score,Portland Trail Blazers,95,Sacramento Kings,93,OT,
Sat Nov 3 1990,Box Score,Los Angeles Lakers,99,San Antonio Spurs,110,,
Sat Nov 3 1990,Box Score,Houston Rockets,106,Seattle SuperSonics,118,,
Sat Nov 3 1990,Box Score,Chicago Bulls,102,Washington Bullets,103,,
Sun Nov 4 1990,Box Score,Golden State Warriors,107,Los Angeles Clippers,109,,
Tue Nov 6 1990,Box Score,New Jersey Nets,105,Charlotte Hornets,113,,
Tue Nov 6 1990,Box Score,Boston Celtics,110,Chicago Bulls,108,,
Tue Nov 6 1990,Box Score,Los Angeles Clippers,109,Golden State Warriors,130,,
Tue Nov 6 1990,Box Score,Denver Nuggets,135,Houston Rockets,145,,
Tue Nov 6 1990,Box Score,Minnesota Timberwolves,96,Indiana Pacers,98,,
Tue Nov 6 1990,Box Score,Portland Trail Blazers,125,Los Angeles Lakers,123,OT,
Tue Nov 6 1990,Box Score,Milwaukee Bucks,106,Miami Heat,94,,
Tue Nov 6 1990,Box Score,Dallas Mavericks,96,New York Knicks,91,,
Tue Nov 6 1990,Box Score,Cleveland Cavaliers,102,Orlando Magic,95,,
Tue Nov 6 1990,Box Score,Atlanta Hawks,102,Sacramento Kings,85,,
Tue Nov 6 1990,Box Score,Detroit Pistons,92,Seattle SuperSonics,100,,
Wed Nov 7 1990,Box Score,Charlotte Hornets,89,Cleveland Cavaliers,100,,
Wed Nov 7 1990,Box Score,Detroit Pistons,110,Los Angeles Clippers,83,,
Wed Nov 7 1990,Box Score,Chicago Bulls,96,Minnesota Timberwolves,91,,
Wed Nov 7 1990,Box Score,Dallas Mavericks,104,Philadelphia 76ers,101,,
Wed Nov 7 1990,Box Score,Golden State Warriors,119,Phoenix Suns,126,,
Wed Nov 7 1990,Box Score,Denver Nuggets,153,San Antonio Spurs,161,,
Thu Nov 8 1990,Box Score,Orlando Magic,99,Houston Rockets,103,,
Thu Nov 8 1990,Box Score,Philadelphia 76ers,111,Milwaukee Bucks,141,,
Thu Nov 8 1990,Box Score,Miami Heat,103,New Jersey Nets,114,,
Thu Nov 8 1990,Box Score,Washington Bullets,103,New York Knicks,114,,
Thu Nov 8 1990,Box Score,San Antonio Spurs,94,Utah Jazz,103,,
Fri Nov 9 1990,Box Score,Chicago Bulls,120,Boston Celtics,100,,
Fri Nov 9 1990,Box Score,Orlando Magic,99,Dallas Mavericks,111,,
Fri Nov 9 1990,Box Score,Seattle SuperSonics,135,Denver Nuggets,129,,
Fri Nov 9 1990,Box Score,Atlanta Hawks,128,Golden State Warriors,143,,
Fri Nov 9 1990,Box Score,Cleveland Cavaliers,107,Indiana Pacers,122,,
Fri Nov 9 1990,Box Score,Sacramento Kings,86,Los Angeles Lakers,100,,
Fri Nov 9 1990,Box Score,Charlotte Hornets,77,Minnesota Timberwolves,106,,
Fri Nov 9 1990,Box Score,Detroit Pistons,101,Portland Trail Blazers,113,,
Fri Nov 9 1990,Box Score,Milwaukee Bucks,108,Washington Bullets,100,,
Sat Nov 10 1990,Box Score,Charlotte Hornets,86,Chicago Bulls,105,,
Sat Nov 10 1990,Box Score,Philadelphia 76ers,88,Cleveland Cavaliers,104,,
Sat Nov 10 1990,Box Score,Atlanta Hawks,112,Los Angeles Clippers,94,,
Sat Nov 10 1990,Box Score,Indiana Pacers,105,Miami Heat,120,,
Sat Nov 10 1990,Box Score,Boston Celtics,105,New Jersey Nets,91,,
Sat Nov 10 1990,Box Score,Denver Nuggets,143,Phoenix Suns,173,,
Sat Nov 10 1990,Box Score,New York Knicks,93,Sacramento Kings,88,,
Sat Nov 10 1990,Box Score,Houston Rockets,110,San Antonio Spurs,111,,
