
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Sat Apr 19 2008,Box Score,Washington Wizards,86,Cleveland Cavaliers,93,,
Sat Apr 19 2008,Box Score,Utah Jazz,93,Houston Rockets,82,,
Sat Apr 19 2008,Box Score,Dallas Mavericks,92,New Orleans Hornets,104,,
Sat Apr 19 2008,Box Score,Phoenix Suns,115,San Antonio Spurs,117,2OT,
Sun Apr 20 2008,Box Score,Atlanta Hawks,81,Boston Celtics,104,,
Sun Apr 20 2008,Box Score,Philadelphia 76ers,90,Detroit Pistons,86,,
Sun Apr 20 2008,Box Score,Denver Nuggets,114,Los Angeles Lakers,128,,
Sun Apr 20 2008,Box Score,Toronto Raptors,100,Orlando Magic,114,,
Mon Apr 21 2008,Box Score,Washington Wizards,86,Cleveland Cavaliers,116,,
Mon Apr 21 2008,Box Score,Utah Jazz,90,Houston Rockets,84,,
Tue Apr 22 2008,Box Score,Dallas Mavericks,103,New Orleans Hornets,127,,
Tue Apr 22 2008,Box Score,Toronto Raptors,103,Orlando Magic,104,,
Tue Apr 22 2008,Box Score,Phoenix Suns,96,San Antonio Spurs,102,,
Wed Apr 23 2008,Box Score,Atlanta Hawks,77,Boston Celtics,96,,
Wed Apr 23 2008,Box Score,Philadelphia 76ers,88,Detroit Pistons,105,,
Wed Apr 23 2008,Box Score,Denver Nuggets,107,Los Angeles Lakers,122,,
Thu Apr 24 2008,Box Score,Orlando Magic,94,Toronto Raptors,108,,
Thu Apr 24 2008,Box Score,Houston Rockets,94,Utah Jazz,92,,
Thu Apr 24 2008,Box Score,Cleveland Cavaliers,72,Washington Wizards,108,,
Fri Apr 25 2008,Box Score,New Orleans Hornets,87,Dallas Mavericks,97,,
Fri Apr 25 2008,Box Score,Detroit Pistons,75,Philadelphia 76ers,95,,
Fri Apr 25 2008,Box Score,San Antonio Spurs,115,Phoenix Suns,99,,
Sat Apr 26 2008,Box Score,Boston Celtics,93,Atlanta Hawks,102,,
Sat Apr 26 2008,Box Score,Los Angeles Lakers,102,Denver Nuggets,84,,
Sat Apr 26 2008,Box Score,Orlando Magic,106,Toronto Raptors,94,,
Sat Apr 26 2008,Box Score,Houston Rockets,82,Utah Jazz,86,,
Sun Apr 27 2008,Box Score,New Orleans Hornets,97,Dallas Mavericks,84,,
Sun Apr 27 2008,Box Score,Detroit Pistons,93,Philadelphia 76ers,84,,
Sun Apr 27 2008,Box Score,San Antonio Spurs,86,Phoenix Suns,105,,
Sun Apr 27 2008,Box Score,Cleveland Cavaliers,100,Washington Wizards,97,,
Mon Apr 28 2008,Box Score,Boston Celtics,92,Atlanta Hawks,97,,
Mon Apr 28 2008,Box Score,Los Angeles Lakers,107,Denver Nuggets,101,,
Mon Apr 28 2008,Box Score,Toronto Raptors,92,Orlando Magic,102,,
Tue Apr 29 2008,Box Score,Philadelphia 76ers,81,Detroit Pistons,98,,
Tue Apr 29 2008,Box Score,Utah Jazz,69,Houston Rockets,95,,
Tue Apr 29 2008,Box Score,Dallas Mavericks,94,New Orleans Hornets,99,,
Tue Apr 29 2008,Box Score,Phoenix Suns,87,San Antonio Spurs,92,,
Wed Apr 30 2008,Box Score,Atlanta Hawks,85,Boston Celtics,110,,
Wed Apr 30 2008,Box Score,Washington Wizards,88,Cleveland Cavaliers,87,,
Thu May 1 2008,Box Score,Detroit Pistons,100,Philadelphia 76ers,77,,
Fri May 2 2008,Box Score,Boston Celtics,100,Atlanta Hawks,103,,
Fri May 2 2008,Box Score,Houston Rockets,91,Utah Jazz,113,,
Fri May 2 2008,Box Score,Cleveland Cavaliers,105,Washington Wizards,88,,
Sat May 3 2008,Box Score,Orlando Magic,72,Detroit Pistons,91,,
Sat May 3 2008,Box Score,San Antonio Spurs,82,New Orleans Hornets,101,,
Sun May 4 2008,Box Score,Atlanta Hawks,65,Boston Celtics,99,,
Sun May 4 2008,Box Score,Utah Jazz,98,Los Angeles Lakers,109,,
Mon May 5 2008,Box Score,Orlando Magic,93,Detroit Pistons,100,,
Mon May 5 2008,Box Score,San Antonio Spurs,84,New Orleans Hornets,102,,
Tue May 6 2008,Box Score,Cleveland Cavaliers,72,Boston Celtics,76,,
Wed May 7 2008,Box Score,Utah Jazz,110,Los Angeles Lakers,120,,
Wed May 7 2008,Box Score,Detroit Pistons,86,Orlando Magic,111,,
Thu May 8 2008,Box Score,Cleveland Cavaliers,73,Boston Celtics,89,,
Thu May 8 2008,Box Score,New Orleans Hornets,99,San Antonio Spurs,110,,
Fri May 9 2008,Box Score,Los Angeles Lakers,99,Utah Jazz,104,,
Sat May 10 2008,Box Score,Boston Celtics,84,Cleveland Cavaliers,108,,
Sat May 10 2008,Box Score,Detroit Pistons,90,Orlando Magic,89,,
