
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Thu Apr 28 1988,Box Score,Cleveland Cavaliers,93,Chicago Bulls,104,,
Thu Apr 28 1988,Box Score,Houston Rockets,110,Dallas Mavericks,120,,
Thu Apr 28 1988,Box Score,Washington Bullets,87,Detroit Pistons,96,,
Thu Apr 28 1988,Box Score,Utah Jazz,96,Portland Trail Blazers,108,,
Fri Apr 29 1988,Box Score,Milwaukee Bucks,107,Atlanta Hawks,110,,
Fri Apr 29 1988,Box Score,New York Knicks,92,Boston Celtics,112,,
Fri Apr 29 1988,Box Score,Seattle SuperSonics,123,Denver Nuggets,126,,
Fri Apr 29 1988,Box Score,San Antonio Spurs,110,Los Angeles Lakers,122,,
Sat Apr 30 1988,Box Score,Houston Rockets,119,Dallas Mavericks,108,,
Sat Apr 30 1988,Box Score,Washington Bullets,101,Detroit Pistons,102,,
Sat Apr 30 1988,Box Score,Utah Jazz,114,Portland Trail Blazers,105,,
Sun May 1 1988,Box Score,Milwaukee Bucks,97,Atlanta Hawks,104,,
Sun May 1 1988,Box Score,New York Knicks,102,Boston Celtics,128,,
Sun May 1 1988,Box Score,Cleveland Cavaliers,101,Chicago Bulls,106,,
Sun May 1 1988,Box Score,Seattle SuperSonics,111,Denver Nuggets,91,,
Sun May 1 1988,Box Score,San Antonio Spurs,112,Los Angeles Lakers,130,,
Mon May 2 1988,Box Score,Detroit Pistons,106,Washington Bullets,114,OT,
Tue May 3 1988,Box Score,Chicago Bulls,102,Cleveland Cavaliers,110,,
Tue May 3 1988,Box Score,Dallas Mavericks,93,Houston Rockets,92,,
Tue May 3 1988,Box Score,Los Angeles Lakers,109,San Antonio Spurs,107,,
Tue May 3 1988,Box Score,Denver Nuggets,125,Seattle SuperSonics,114,,
Wed May 4 1988,Box Score,Atlanta Hawks,115,Milwaukee Bucks,123,,
Wed May 4 1988,Box Score,Boston Celtics,100,New York Knicks,109,,
Wed May 4 1988,Box Score,Portland Trail Blazers,108,Utah Jazz,113,,
Wed May 4 1988,Box Score,Detroit Pistons,103,Washington Bullets,106,,
Thu May 5 1988,Box Score,Chicago Bulls,91,Cleveland Cavaliers,97,,
Thu May 5 1988,Box Score,Dallas Mavericks,107,Houston Rockets,97,,
Thu May 5 1988,Box Score,Denver Nuggets,117,Seattle SuperSonics,127,,
Fri May 6 1988,Box Score,Atlanta Hawks,99,Milwaukee Bucks,105,,
Fri May 6 1988,Box Score,Boston Celtics,102,New York Knicks,94,,
Fri May 6 1988,Box Score,Portland Trail Blazers,96,Utah Jazz,111,,
Sat May 7 1988,Box Score,Seattle SuperSonics,96,Denver Nuggets,115,,
Sun May 8 1988,Box Score,Milwaukee Bucks,111,Atlanta Hawks,121,,
Sun May 8 1988,Box Score,Cleveland Cavaliers,101,Chicago Bulls,107,,
Sun May 8 1988,Box Score,Washington Bullets,78,Detroit Pistons,99,,
Sun May 8 1988,Box Score,Utah Jazz,91,Los Angeles Lakers,110,,
Tue May 10 1988,Box Score,Dallas Mavericks,115,Denver Nuggets,126,,
Tue May 10 1988,Box Score,Chicago Bulls,82,Detroit Pistons,93,,
Tue May 10 1988,Box Score,Utah Jazz,101,Los Angeles Lakers,97,,
Wed May 11 1988,Box Score,Atlanta Hawks,101,Boston Celtics,110,,
Thu May 12 1988,Box Score,Dallas Mavericks,112,Denver Nuggets,108,,
Thu May 12 1988,Box Score,Chicago Bulls,105,Detroit Pistons,95,,
Fri May 13 1988,Box Score,Atlanta Hawks,97,Boston Celtics,108,,
Fri May 13 1988,Box Score,Los Angeles Lakers,89,Utah Jazz,96,,
Sat May 14 1988,Box Score,Detroit Pistons,101,Chicago Bulls,79,,
Sat May 14 1988,Box Score,Denver Nuggets,107,Dallas Mavericks,105,,
Sun May 15 1988,Box Score,Boston Celtics,92,Atlanta Hawks,110,,
Sun May 15 1988,Box Score,Detroit Pistons,96,Chicago Bulls,77,,
Sun May 15 1988,Box Score,Denver Nuggets,103,Dallas Mavericks,124,,
Sun May 15 1988,Box Score,Los Angeles Lakers,113,Utah Jazz,100,,
Mon May 16 1988,Box Score,Boston Celtics,109,Atlanta Hawks,118,,
Tue May 17 1988,Box Score,Dallas Mavericks,110,Denver Nuggets,106,,
Tue May 17 1988,Box Score,Utah Jazz,109,Los Angeles Lakers,111,,
Wed May 18 1988,Box Score,Atlanta Hawks,112,Boston Celtics,104,,
Wed May 18 1988,Box Score,Chicago Bulls,95,Detroit Pistons,102,,
Thu May 19 1988,Box Score,Denver Nuggets,95,Dallas Mavericks,108,,
Thu May 19 1988,Box Score,Los Angeles Lakers,80,Utah Jazz,108,,
Fri May 20 1988,Box Score,Boston Celtics,102,Atlanta Hawks,100,,
Sat May 21 1988,Box Score,Utah Jazz,98,Los Angeles Lakers,109,,
Sun May 22 1988,Box Score,Atlanta Hawks,116,Boston Celtics,118,,
Mon May 23 1988,Box Score,Dallas Mavericks,98,Los Angeles Lakers,113,,
Wed May 25 1988,Box Score,Detroit Pistons,104,Boston Celtics,96,,
Wed May 25 1988,Box Score,Dallas Mavericks,101,Los Angeles Lakers,123,,
Thu May 26 1988,Box Score,Detroit Pistons,115,Boston Celtics,119,2OT,
Fri May 27 1988,Box Score,Los Angeles Lakers,94,Dallas Mavericks,106,,
Sat May 28 1988,Box Score,Boston Celtics,94,Detroit Pistons,98,,
Sun May 29 1988,Box Score,Los Angeles Lakers,104,Dallas Mavericks,118,,
Mon May 30 1988,Box Score,Boston Celtics,79,Detroit Pistons,78,,
Tue May 31 1988,Box Score,Dallas Mavericks,102,Los Angeles Lakers,119,,
Wed Jun 1 1988,Box Score,Detroit Pistons,102,Boston Celtics,96,OT,
Thu Jun 2 1988,Box Score,Los Angeles Lakers,103,Dallas Mavericks,105,,
Fri Jun 3 1988,Box Score,Boston Celtics,90,Detroit Pistons,95,,
Sat Jun 4 1988,Box Score,Dallas Mavericks,102,Los Angeles Lakers,117,,
Tue Jun 7 1988,Box Score,Detroit Pistons,105,Los Angeles Lakers,93,,
Thu Jun 9 1988,Box Score,Detroit Pistons,96,Los Angeles Lakers,108,,
Sun Jun 12 1988,Box Score,Los Angeles Lakers,99,Detroit Pistons,86,,
Tue Jun 14 1988,Box Score,Los Angeles Lakers,86,Detroit Pistons,111,,
Thu Jun 16 1988,Box Score,Los Angeles Lakers,94,Detroit Pistons,104,,
Sun Jun 19 1988,Box Score,Detroit Pistons,102,Los Angeles Lakers,103,,
Tue Jun 21 1988,Box Score,Detroit Pistons,105,Los Angeles Lakers,108,,
