
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Tue Oct 16 1962,Box Score,Los Angeles Lakers,122,Detroit Pistons,106,,at New York NY
Tue Oct 16 1962,Box Score,Chicago Zephyrs,119,New York Knicks,121,,
Fri Oct 19 1962,Box Score,Los Angeles Lakers,105,New York Knicks,116,,
Sat Oct 20 1962,Box Score,New York Knicks,116,Boston Celtics,149,,
Sat Oct 20 1962,Box Score,Cincinnati Royals,109,Chicago Zephyrs,113,,
Sat Oct 20 1962,Box Score,Detroit Pistons,111,St. Louis Hawks,120,,
Sat Oct 20 1962,Box Score,Los Angeles Lakers,102,Syracuse Nationals,108,,
Tue Oct 23 1962,Box Score,St. Louis Hawks,110,Chicago Zephyrs,109,,at New York NY
Tue Oct 23 1962,Box Score,Los Angeles Lakers,115,Cincinnati Royals,116,,
Tue Oct 23 1962,Box Score,Syracuse Nationals,123,New York Knicks,119,,
Tue Oct 23 1962,Box Score,Detroit Pistons,113,San Francisco Warriors,140,,
Wed Oct 24 1962,Box Score,Los Angeles Lakers,107,Chicago Zephyrs,118,,
Wed Oct 24 1962,Box Score,Cincinnati Royals,114,St. Louis Hawks,121,,
Fri Oct 26 1962,Box Score,St. Louis Hawks,102,Cincinnati Royals,118,,
Fri Oct 26 1962,Box Score,Boston Celtics,133,New York Knicks,108,,
Fri Oct 26 1962,Box Score,Detroit Pistons,131,San Francisco Warriors,132,OT,
Fri Oct 26 1962,Box Score,Chicago Zephyrs,112,Syracuse Nationals,130,,
Sat Oct 27 1962,Box Score,Syracuse Nationals,98,Boston Celtics,118,,Dolph Schayes of Syracuse scored a field goal for Boston
Sat Oct 27 1962,Box Score,San Francisco Warriors,129,Chicago Zephyrs,126,OT,
Sat Oct 27 1962,Box Score,Detroit Pistons,118,Los Angeles Lakers,134,,
Sat Oct 27 1962,Box Score,New York Knicks,109,St. Louis Hawks,115,,
Sun Oct 28 1962,Box Score,San Francisco Warriors,130,Cincinnati Royals,131,OT,
Tue Oct 30 1962,Box Score,New York Knicks,106,San Francisco Warriors,125,,
Tue Oct 30 1962,Box Score,Boston Celtics,97,St. Louis Hawks,98,,
Wed Oct 31 1962,Box Score,Boston Celtics,115,Detroit Pistons,100,,
Wed Oct 31 1962,Box Score,New York Knicks,95,Los Angeles Lakers,115,,
Wed Oct 31 1962,Box Score,Syracuse Nationals,126,St. Louis Hawks,108,,at Baltimore MD
Fri Nov 2 1962,Box Score,Boston Celtics,107,Chicago Zephyrs,97,,
Fri Nov 2 1962,Box Score,New York Knicks,121,San Francisco Warriors,143,,
Sat Nov 3 1962,Box Score,Detroit Pistons,114,Boston Celtics,125,,
Sat Nov 3 1962,Box Score,San Francisco Warriors,115,Los Angeles Lakers,127,,
Sat Nov 3 1962,Box Score,Chicago Zephyrs,109,St. Louis Hawks,114,,
Sat Nov 3 1962,Box Score,Cincinnati Royals,111,Syracuse Nationals,130,,
Sun Nov 4 1962,Box Score,New York Knicks,106,Los Angeles Lakers,125,,
Wed Nov 7 1962,Box Score,Boston Celtics,106,Cincinnati Royals,105,,
Wed Nov 7 1962,Box Score,Los Angeles Lakers,132,San Francisco Warriors,108,,
Wed Nov 7 1962,Box Score,New York Knicks,122,St. Louis Hawks,112,,
Thu Nov 8 1962,Box Score,Cincinnati Royals,114,Detroit Pistons,116,,
Fri Nov 9 1962,Box Score,Los Angeles Lakers,133,Boston Celtics,120,,
Fri Nov 9 1962,Box Score,Cincinnati Royals,122,New York Knicks,119,,
Fri Nov 9 1962,Box Score,Chicago Zephyrs,126,San Francisco Warriors,134,,
Fri Nov 9 1962,Box Score,St. Louis Hawks,93,Syracuse Nationals,101,,
Sat Nov 10 1962,Box Score,Detroit Pistons,124,Cincinnati Royals,135,,
Sat Nov 10 1962,Box Score,Chicago Zephyrs,108,San Francisco Warriors,113,,
Sat Nov 10 1962,Box Score,Los Angeles Lakers,96,St. Louis Hawks,97,,
Sun Nov 11 1962,Box Score,New York Knicks,98,Boston Celtics,117,,at St. Louis MO
Sun Nov 11 1962,Box Score,Chicago Zephyrs,109,Los Angeles Lakers,105,OT,
Sun Nov 11 1962,Box Score,Detroit Pistons,100,St. Louis Hawks,117,,
Mon Nov 12 1962,Box Score,Cincinnati Royals,126,Boston Celtics,137,,
Tue Nov 13 1962,Box Score,Detroit Pistons,109,Cincinnati Royals,127,,at New York NY
Tue Nov 13 1962,Box Score,Chicago Zephyrs,84,Los Angeles Lakers,107,,
Tue Nov 13 1962,Box Score,Boston Celtics,116,New York Knicks,102,,
Tue Nov 13 1962,Box Score,San Francisco Warriors,100,St. Louis Hawks,132,,
Wed Nov 14 1962,Box Score,Syracuse Nationals,120,Cincinnati Royals,125,,
Wed Nov 14 1962,Box Score,San Francisco Warriors,115,Detroit Pistons,123,,
Thu Nov 15 1962,Box Score,New York Knicks,92,Chicago Zephyrs,95,,
Thu Nov 15 1962,Box Score,Syracuse Nationals,120,Los Angeles Lakers,98,,at Baltimore MD
Fri Nov 16 1962,Box Score,St. Louis Hawks,111,Cincinnati Royals,120,,
Fri Nov 16 1962,Box Score,San Francisco Warriors,127,New York Knicks,111,,
Fri Nov 16 1962,Box Score,Boston Celtics,105,Syracuse Nationals,113,,
Sat Nov 17 1962,Box Score,San Francisco Warriors,109,Boston Celtics,127,,
Sat Nov 17 1962,Box Score,Los Angeles Lakers,110,Chicago Zephyrs,109,,
Sat Nov 17 1962,Box Score,New York Knicks,113,Detroit Pistons,121,OT,at Boston MA
Sat Nov 17 1962,Box Score,Syracuse Nationals,107,St. Louis Hawks,113,,
Sun Nov 18 1962,Box Score,Syracuse Nationals,110,Chicago Zephyrs,107,,at Detroit MI
Sun Nov 18 1962,Box Score,San Francisco Warriors,120,Cincinnati Royals,132,,
Sun Nov 18 1962,Box Score,Los Angeles Lakers,116,Detroit Pistons,98,,
Tue Nov 20 1962,Box Score,Chicago Zephyrs,106,Boston Celtics,113,,at New York NY
Tue Nov 20 1962,Box Score,St. Louis Hawks,95,New York Knicks,103,,
Wed Nov 21 1962,Box Score,St. Louis Hawks,106,Boston Celtics,115,,
Wed Nov 21 1962,Box Score,New York Knicks,137,Chicago Zephyrs,108,,at Boston MA
Wed Nov 21 1962,Box Score,Syracuse Nationals,122,Detroit Pistons,120,,
Wed Nov 21 1962,Box Score,Cincinnati Royals,143,San Francisco Warriors,139,,
Thu Nov 22 1962,Box Score,Syracuse Nationals,130,Boston Celtics,120,,at Philadelphia PA
Thu Nov 22 1962,Box Score,Cincinnati Royals,110,Los Angeles Lakers,134,,
Thu Nov 22 1962,Box Score,Detroit Pistons,91,St. Louis Hawks,106,,
Fri Nov 23 1962,Box Score,Chicago Zephyrs,104,Boston Celtics,116,,at Providence RI
Fri Nov 23 1962,Box Score,St. Louis Hawks,121,Detroit Pistons,93,,
