
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Tue Apr 11 1978,Box Score,Milwaukee Bucks,111,Phoenix Suns,103,,
Wed Apr 12 1978,Box Score,New York Knicks,132,Cleveland Cavaliers,114,,
Wed Apr 12 1978,Box Score,Los Angeles Lakers,90,Seattle SuperSonics,102,,
Wed Apr 12 1978,Box Score,Atlanta Hawks,94,Washington Bullets,103,,
Fri Apr 14 1978,Box Score,Washington Bullets,107,Atlanta Hawks,103,OT,
Fri Apr 14 1978,Box Score,Seattle SuperSonics,99,Los Angeles Lakers,105,,
Fri Apr 14 1978,Box Score,Phoenix Suns,90,Milwaukee Bucks,94,,
Fri Apr 14 1978,Box Score,Cleveland Cavaliers,107,New York Knicks,109,,
Sun Apr 16 1978,Box Score,New York Knicks,90,Philadelphia 76ers,130,,
Sun Apr 16 1978,Box Score,Washington Bullets,103,San Antonio Spurs,114,,
Sun Apr 16 1978,Box Score,Los Angeles Lakers,102,Seattle SuperSonics,111,,
Tue Apr 18 1978,Box Score,Milwaukee Bucks,103,Denver Nuggets,119,,
Tue Apr 18 1978,Box Score,New York Knicks,100,Philadelphia 76ers,119,,
Tue Apr 18 1978,Box Score,Seattle SuperSonics,104,Portland Trail Blazers,95,,
Tue Apr 18 1978,Box Score,Washington Bullets,121,San Antonio Spurs,117,,
Thu Apr 20 1978,Box Score,Philadelphia 76ers,137,New York Knicks,126,,
Fri Apr 21 1978,Box Score,Milwaukee Bucks,111,Denver Nuggets,127,,
Fri Apr 21 1978,Box Score,Seattle SuperSonics,93,Portland Trail Blazers,96,,
Fri Apr 21 1978,Box Score,San Antonio Spurs,105,Washington Bullets,118,,
Sun Apr 23 1978,Box Score,Denver Nuggets,112,Milwaukee Bucks,143,,
Sun Apr 23 1978,Box Score,Philadelphia 76ers,112,New York Knicks,107,,
Sun Apr 23 1978,Box Score,Portland Trail Blazers,84,Seattle SuperSonics,99,,
Sun Apr 23 1978,Box Score,San Antonio Spurs,95,Washington Bullets,98,,
Tue Apr 25 1978,Box Score,Denver Nuggets,118,Milwaukee Bucks,104,,
Tue Apr 25 1978,Box Score,Washington Bullets,105,San Antonio Spurs,116,,
Wed Apr 26 1978,Box Score,Portland Trail Blazers,98,Seattle SuperSonics,100,,
Fri Apr 28 1978,Box Score,Milwaukee Bucks,117,Denver Nuggets,112,,
Fri Apr 28 1978,Box Score,San Antonio Spurs,100,Washington Bullets,103,,
Sun Apr 30 1978,Box Score,Denver Nuggets,91,Milwaukee Bucks,119,,
Sun Apr 30 1978,Box Score,Washington Bullets,122,Philadelphia 76ers,117,OT,
Sun Apr 30 1978,Box Score,Seattle SuperSonics,89,Portland Trail Blazers,113,,
Mon May 1 1978,Box Score,Portland Trail Blazers,94,Seattle SuperSonics,105,,
Wed May 3 1978,Box Score,Milwaukee Bucks,110,Denver Nuggets,116,,
Wed May 3 1978,Box Score,Washington Bullets,104,Philadelphia 76ers,110,,
Fri May 5 1978,Box Score,Seattle SuperSonics,107,Denver Nuggets,116,,
Fri May 5 1978,Box Score,Philadelphia 76ers,108,Washington Bullets,123,,
Sun May 7 1978,Box Score,Seattle SuperSonics,121,Denver Nuggets,111,,
Sun May 7 1978,Box Score,Philadelphia 76ers,105,Washington Bullets,121,,
Wed May 10 1978,Box Score,Washington Bullets,94,Philadelphia 76ers,107,,
Wed May 10 1978,Box Score,Denver Nuggets,91,Seattle SuperSonics,105,,
Fri May 12 1978,Box Score,Denver Nuggets,94,Seattle SuperSonics,100,,
Fri May 12 1978,Box Score,Philadelphia 76ers,99,Washington Bullets,101,,
Sun May 14 1978,Box Score,Seattle SuperSonics,114,Denver Nuggets,123,,
Wed May 17 1978,Box Score,Denver Nuggets,108,Seattle SuperSonics,123,,
Sun May 21 1978,Box Score,Washington Bullets,102,Seattle SuperSonics,106,,
Thu May 25 1978,Box Score,Seattle SuperSonics,98,Washington Bullets,106,,
Sun May 28 1978,Box Score,Seattle SuperSonics,93,Washington Bullets,92,,
Tue May 30 1978,Box Score,Washington Bullets,120,Seattle SuperSonics,116,OT,
Fri Jun 2 1978,Box Score,Washington Bullets,94,Seattle SuperSonics,98,,
Sun Jun 4 1978,Box Score,Seattle SuperSonics,82,Washington Bullets,117,,
Wed Jun 7 1978,Box Score,Washington Bullets,105,Seattle SuperSonics,99,,
