
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Fri Mar 16 1962,Box Score,Cincinnati Royals,122,Detroit Pistons,123,,
Fri Mar 16 1962,Box Score,Syracuse Nationals,103,Philadelphia Warriors,110,,
Sat Mar 17 1962,Box Score,Detroit Pistons,107,Cincinnati Royals,129,,
Sun Mar 18 1962,Box Score,Cincinnati Royals,107,Detroit Pistons,118,,
Sun Mar 18 1962,Box Score,Philadelphia Warriors,97,Syracuse Nationals,82,,
Mon Mar 19 1962,Box Score,Syracuse Nationals,101,Philadelphia Warriors,100,,
Tue Mar 20 1962,Box Score,Detroit Pistons,112,Cincinnati Royals,111,,
Tue Mar 20 1962,Box Score,Philadelphia Warriors,99,Syracuse Nationals,106,,
Thu Mar 22 1962,Box Score,Syracuse Nationals,104,Philadelphia Warriors,121,,
Sat Mar 24 1962,Box Score,Philadelphia Warriors,89,Boston Celtics,117,,
Sat Mar 24 1962,Box Score,Detroit Pistons,108,Los Angeles Lakers,132,,
Sun Mar 25 1962,Box Score,Detroit Pistons,112,Los Angeles Lakers,127,,
Tue Mar 27 1962,Box Score,Los Angeles Lakers,111,Detroit Pistons,106,,
Tue Mar 27 1962,Box Score,Boston Celtics,106,Philadelphia Warriors,113,,
Wed Mar 28 1962,Box Score,Philadelphia Warriors,114,Boston Celtics,129,,
Thu Mar 29 1962,Box Score,Los Angeles Lakers,117,Detroit Pistons,118,,
Sat Mar 31 1962,Box Score,Detroit Pistons,132,Los Angeles Lakers,125,,
Sat Mar 31 1962,Box Score,Boston Celtics,106,Philadelphia Warriors,110,,
Sun Apr 1 1962,Box Score,Philadelphia Warriors,104,Boston Celtics,119,,
Tue Apr 3 1962,Box Score,Los Angeles Lakers,123,Detroit Pistons,117,,
Tue Apr 3 1962,Box Score,Boston Celtics,99,Philadelphia Warriors,109,,
Thu Apr 5 1962,Box Score,Philadelphia Warriors,107,Boston Celtics,109,,
Sat Apr 7 1962,Box Score,Los Angeles Lakers,108,Boston Celtics,122,,
Sun Apr 8 1962,Box Score,Los Angeles Lakers,129,Boston Celtics,122,,
Tue Apr 10 1962,Box Score,Boston Celtics,115,Los Angeles Lakers,117,,
Wed Apr 11 1962,Box Score,Boston Celtics,115,Los Angeles Lakers,103,,
Sat Apr 14 1962,Box Score,Los Angeles Lakers,126,Boston Celtics,121,,
Mon Apr 16 1962,Box Score,Boston Celtics,119,Los Angeles Lakers,105,,
Wed Apr 18 1962,Box Score,Los Angeles Lakers,107,Boston Celtics,110,OT,
