
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Wed Mar 26 1969,Box Score,San Francisco Warriors,99,Los Angeles Lakers,94,,
Wed Mar 26 1969,Box Score,Boston Celtics,114,Philadelphia 76ers,100,,
Thu Mar 27 1969,Box Score,San Diego Rockets,98,Atlanta Hawks,107,,
Thu Mar 27 1969,Box Score,New York Knicks,113,Baltimore Bullets,101,,
Fri Mar 28 1969,Box Score,Philadelphia 76ers,103,Boston Celtics,134,,
Fri Mar 28 1969,Box Score,San Francisco Warriors,107,Los Angeles Lakers,101,,
Sat Mar 29 1969,Box Score,San Diego Rockets,114,Atlanta Hawks,116,,
Sat Mar 29 1969,Box Score,Baltimore Bullets,91,New York Knicks,107,,
Sun Mar 30 1969,Box Score,New York Knicks,119,Baltimore Bullets,116,,
Sun Mar 30 1969,Box Score,Boston Celtics,125,Philadelphia 76ers,118,,
Mon Mar 31 1969,Box Score,Los Angeles Lakers,115,San Francisco Warriors,98,,
Tue Apr 1 1969,Box Score,Philadelphia 76ers,119,Boston Celtics,116,,
Tue Apr 1 1969,Box Score,Atlanta Hawks,97,San Diego Rockets,104,,
Wed Apr 2 1969,Box Score,Baltimore Bullets,108,New York Knicks,115,,
Wed Apr 2 1969,Box Score,Los Angeles Lakers,103,San Francisco Warriors,88,,
Fri Apr 4 1969,Box Score,San Francisco Warriors,98,Los Angeles Lakers,103,,
Fri Apr 4 1969,Box Score,Boston Celtics,93,Philadelphia 76ers,90,,
Fri Apr 4 1969,Box Score,Atlanta Hawks,112,San Diego Rockets,114,,
Sat Apr 5 1969,Box Score,Los Angeles Lakers,118,San Francisco Warriors,78,,
Sun Apr 6 1969,Box Score,San Diego Rockets,101,Atlanta Hawks,112,,
Sun Apr 6 1969,Box Score,Boston Celtics,108,New York Knicks,100,,
Mon Apr 7 1969,Box Score,Atlanta Hawks,108,San Diego Rockets,106,,
Wed Apr 9 1969,Box Score,New York Knicks,97,Boston Celtics,112,,
Thu Apr 10 1969,Box Score,Boston Celtics,91,New York Knicks,101,,
Fri Apr 11 1969,Box Score,Atlanta Hawks,93,Los Angeles Lakers,95,,
Sun Apr 13 1969,Box Score,New York Knicks,96,Boston Celtics,97,,
Sun Apr 13 1969,Box Score,Atlanta Hawks,102,Los Angeles Lakers,104,,
Mon Apr 14 1969,Box Score,Boston Celtics,104,New York Knicks,112,,
Tue Apr 15 1969,Box Score,Los Angeles Lakers,86,Atlanta Hawks,99,,
Thu Apr 17 1969,Box Score,Los Angeles Lakers,100,Atlanta Hawks,85,,
Fri Apr 18 1969,Box Score,New York Knicks,105,Boston Celtics,106,,
Sun Apr 20 1969,Box Score,Atlanta Hawks,96,Los Angeles Lakers,104,,
Wed Apr 23 1969,Box Score,Boston Celtics,118,Los Angeles Lakers,120,,
Fri Apr 25 1969,Box Score,Boston Celtics,112,Los Angeles Lakers,118,,
Sun Apr 27 1969,Box Score,Los Angeles Lakers,105,Boston Celtics,111,,
Tue Apr 29 1969,Box Score,Los Angeles Lakers,88,Boston Celtics,89,,
Thu May 1 1969,Box Score,Boston Celtics,104,Los Angeles Lakers,117,,
Sat May 3 1969,Box Score,Los Angeles Lakers,90,Boston Celtics,99,,
Mon May 5 1969,Box Score,Boston Celtics,108,Los Angeles Lakers,106,,
