
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Fri Nov 1 1991,Box Score,Charlotte Hornets,108,Boston Celtics,111,,
Fri Nov 1 1991,Box Score,Philadelphia 76ers,90,Chicago Bulls,110,,
Fri Nov 1 1991,Box Score,Golden State Warriors,108,Denver Nuggets,105,,
Fri Nov 1 1991,Box Score,Milwaukee Bucks,109,Detroit Pistons,99,,
Fri Nov 1 1991,Box Score,Los Angeles Lakers,121,Houston Rockets,126,2OT,
Fri Nov 1 1991,Box Score,Washington Bullets,109,Indiana Pacers,103,,
Fri Nov 1 1991,Box Score,Utah Jazz,112,Minnesota Timberwolves,97,,
Fri Nov 1 1991,Box Score,New York Knicks,96,Orlando Magic,106,,
Fri Nov 1 1991,Box Score,Cleveland Cavaliers,106,Portland Trail Blazers,117,,
Fri Nov 1 1991,Box Score,Los Angeles Clippers,90,Sacramento Kings,94,,
Fri Nov 1 1991,Box Score,Dallas Mavericks,99,San Antonio Spurs,140,,
Fri Nov 1 1991,Box Score,Phoenix Suns,99,Seattle SuperSonics,95,,
Sat Nov 2 1991,Box Score,Detroit Pistons,89,Atlanta Hawks,87,,
Sat Nov 2 1991,Box Score,New Jersey Nets,116,Charlotte Hornets,108,,
Sat Nov 2 1991,Box Score,Los Angeles Lakers,114,Dallas Mavericks,113,OT,
Sat Nov 2 1991,Box Score,Houston Rockets,101,Denver Nuggets,109,OT,
Sat Nov 2 1991,Box Score,Sacramento Kings,91,Golden State Warriors,153,,
Sat Nov 2 1991,Box Score,Utah Jazz,112,Indiana Pacers,127,,
Sat Nov 2 1991,Box Score,Cleveland Cavaliers,105,Los Angeles Clippers,106,,
Sat Nov 2 1991,Box Score,New York Knicks,93,Miami Heat,107,,
Sat Nov 2 1991,Box Score,Chicago Bulls,107,Milwaukee Bucks,109,,
Sat Nov 2 1991,Box Score,Orlando Magic,122,Philadelphia 76ers,115,,
Sat Nov 2 1991,Box Score,Phoenix Suns,100,Portland Trail Blazers,76,,
Sat Nov 2 1991,Box Score,Boston Celtics,118,Washington Bullets,126,OT,
Sun Nov 3 1991,Box Score,San Antonio Spurs,106,Seattle SuperSonics,98,,
Tue Nov 5 1991,Box Score,Utah Jazz,94,Atlanta Hawks,98,,
Tue Nov 5 1991,Box Score,Golden State Warriors,118,Chicago Bulls,110,,
Tue Nov 5 1991,Box Score,Cleveland Cavaliers,112,Dallas Mavericks,101,,
Tue Nov 5 1991,Box Score,San Antonio Spurs,96,Denver Nuggets,97,,
Tue Nov 5 1991,Box Score,Charlotte Hornets,93,Detroit Pistons,117,,
Tue Nov 5 1991,Box Score,Portland Trail Blazers,99,Houston Rockets,106,,
Tue Nov 5 1991,Box Score,Los Angeles Clippers,114,Los Angeles Lakers,109,OT,
Tue Nov 5 1991,Box Score,Boston Celtics,93,Miami Heat,89,,
Tue Nov 5 1991,Box Score,Milwaukee Bucks,85,New York Knicks,113,,
Tue Nov 5 1991,Box Score,Indiana Pacers,111,Phoenix Suns,105,,
Tue Nov 5 1991,Box Score,Sacramento Kings,87,Seattle SuperSonics,98,,
Tue Nov 5 1991,Box Score,Philadelphia 76ers,107,Washington Bullets,106,,
Wed Nov 6 1991,Box Score,Chicago Bulls,132,Boston Celtics,113,,
Wed Nov 6 1991,Box Score,Atlanta Hawks,104,Charlotte Hornets,114,,
Wed Nov 6 1991,Box Score,Phoenix Suns,87,Los Angeles Clippers,111,,
Wed Nov 6 1991,Box Score,Golden State Warriors,120,Milwaukee Bucks,114,,
Wed Nov 6 1991,Box Score,Dallas Mavericks,97,Minnesota Timberwolves,94,,
Wed Nov 6 1991,Box Score,Washington Bullets,88,Orlando Magic,105,,
Wed Nov 6 1991,Box Score,New Jersey Nets,105,Philadelphia 76ers,107,,
Wed Nov 6 1991,Box Score,Indiana Pacers,102,Sacramento Kings,112,,
Wed Nov 6 1991,Box Score,Portland Trail Blazers,93,San Antonio Spurs,119,,
Thu Nov 7 1991,Box Score,Minnesota Timberwolves,77,Denver Nuggets,88,,
Thu Nov 7 1991,Box Score,Cleveland Cavaliers,86,Houston Rockets,105,,
Thu Nov 7 1991,Box Score,Miami Heat,111,New Jersey Nets,89,,
Thu Nov 7 1991,Box Score,Orlando Magic,100,New York Knicks,128,,
Thu Nov 7 1991,Box Score,Seattle SuperSonics,103,Utah Jazz,95,,
Fri Nov 8 1991,Box Score,Atlanta Hawks,100,Boston Celtics,95,,
