
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Sat Apr 17 2004,Box Score,Boston Celtics,88,Indiana Pacers,104,,
Sat Apr 17 2004,Box Score,Houston Rockets,71,Los Angeles Lakers,72,,
Sat Apr 17 2004,Box Score,New York Knicks,83,New Jersey Nets,107,,
Sat Apr 17 2004,Box Score,Memphis Grizzlies,74,San Antonio Spurs,98,,
Sun Apr 18 2004,Box Score,Milwaukee Bucks,82,Detroit Pistons,108,,
Sun Apr 18 2004,Box Score,New Orleans Hornets,79,Miami Heat,81,,
Sun Apr 18 2004,Box Score,Denver Nuggets,92,Minnesota Timberwolves,106,,
Sun Apr 18 2004,Box Score,Dallas Mavericks,105,Sacramento Kings,116,,
Mon Apr 19 2004,Box Score,Houston Rockets,84,Los Angeles Lakers,98,,
Mon Apr 19 2004,Box Score,Memphis Grizzlies,70,San Antonio Spurs,87,,
Tue Apr 20 2004,Box Score,Boston Celtics,90,Indiana Pacers,103,,
Tue Apr 20 2004,Box Score,New York Knicks,81,New Jersey Nets,99,,
Tue Apr 20 2004,Box Score,Dallas Mavericks,79,Sacramento Kings,83,,
Wed Apr 21 2004,Box Score,Milwaukee Bucks,92,Detroit Pistons,88,,
Wed Apr 21 2004,Box Score,New Orleans Hornets,63,Miami Heat,93,,
Wed Apr 21 2004,Box Score,Denver Nuggets,81,Minnesota Timberwolves,95,,
Thu Apr 22 2004,Box Score,San Antonio Spurs,95,Memphis Grizzlies,93,,
Thu Apr 22 2004,Box Score,New Jersey Nets,81,New York Knicks,78,,
Fri Apr 23 2004,Box Score,Indiana Pacers,108,Boston Celtics,85,,
Fri Apr 23 2004,Box Score,Los Angeles Lakers,91,Houston Rockets,102,,
Sat Apr 24 2004,Box Score,Sacramento Kings,79,Dallas Mavericks,104,,
Sat Apr 24 2004,Box Score,Minnesota Timberwolves,86,Denver Nuggets,107,,
Sat Apr 24 2004,Box Score,Detroit Pistons,95,Milwaukee Bucks,85,,
Sat Apr 24 2004,Box Score,Miami Heat,71,New Orleans Hornets,77,,
Sun Apr 25 2004,Box Score,Indiana Pacers,90,Boston Celtics,75,,
Sun Apr 25 2004,Box Score,Los Angeles Lakers,92,Houston Rockets,88,OT,
Sun Apr 25 2004,Box Score,San Antonio Spurs,110,Memphis Grizzlies,97,,
Sun Apr 25 2004,Box Score,New Jersey Nets,100,New York Knicks,94,,
Mon Apr 26 2004,Box Score,Sacramento Kings,94,Dallas Mavericks,92,,
Mon Apr 26 2004,Box Score,Detroit Pistons,109,Milwaukee Bucks,92,,
Tue Apr 27 2004,Box Score,Minnesota Timberwolves,84,Denver Nuggets,82,,
Tue Apr 27 2004,Box Score,Miami Heat,85,New Orleans Hornets,96,,
Wed Apr 28 2004,Box Score,Houston Rockets,78,Los Angeles Lakers,97,,
Thu Apr 29 2004,Box Score,Milwaukee Bucks,77,Detroit Pistons,91,,
Thu Apr 29 2004,Box Score,Dallas Mavericks,118,Sacramento Kings,119,,
Fri Apr 30 2004,Box Score,New Orleans Hornets,83,Miami Heat,87,,
Fri Apr 30 2004,Box Score,Denver Nuggets,91,Minnesota Timberwolves,102,,
Sun May 2 2004,Box Score,Miami Heat,83,New Orleans Hornets,89,,
Sun May 2 2004,Box Score,Los Angeles Lakers,78,San Antonio Spurs,88,,
Mon May 3 2004,Box Score,New Jersey Nets,56,Detroit Pistons,78,,
Tue May 4 2004,Box Score,New Orleans Hornets,77,Miami Heat,85,,
Tue May 4 2004,Box Score,Sacramento Kings,104,Minnesota Timberwolves,98,,
Wed May 5 2004,Box Score,Los Angeles Lakers,85,San Antonio Spurs,95,,
Thu May 6 2004,Box Score,Miami Heat,81,Indiana Pacers,94,,
Fri May 7 2004,Box Score,New Jersey Nets,80,Detroit Pistons,95,,
Sat May 8 2004,Box Score,Miami Heat,80,Indiana Pacers,91,,
Sat May 8 2004,Box Score,Sacramento Kings,89,Minnesota Timberwolves,94,,
Sun May 9 2004,Box Score,San Antonio Spurs,81,Los Angeles Lakers,105,,
Sun May 9 2004,Box Score,Detroit Pistons,64,New Jersey Nets,82,,
Mon May 10 2004,Box Score,Indiana Pacers,87,Miami Heat,94,,
Mon May 10 2004,Box Score,Minnesota Timberwolves,114,Sacramento Kings,113,OT,
