
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Fri Oct 31 1986,Box Score,Washington Bullets,102,Boston Celtics,120,,
Fri Oct 31 1986,Box Score,Utah Jazz,77,Dallas Mavericks,103,,
Fri Oct 31 1986,Box Score,San Antonio Spurs,104,Denver Nuggets,134,,
Fri Oct 31 1986,Box Score,Milwaukee Bucks,120,Detroit Pistons,104,,
Fri Oct 31 1986,Box Score,New York Knicks,97,New Jersey Nets,108,,
Fri Oct 31 1986,Box Score,Indiana Pacers,104,Philadelphia 76ers,108,,
Fri Oct 31 1986,Box Score,Golden State Warriors,123,Phoenix Suns,127,,
Fri Oct 31 1986,Box Score,Seattle SuperSonics,127,Portland Trail Blazers,110,,
Fri Oct 31 1986,Box Score,Los Angeles Clippers,106,Sacramento Kings,107,,
Sat Nov 1 1986,Box Score,New Jersey Nets,111,Atlanta Hawks,131,,
Sat Nov 1 1986,Box Score,Washington Bullets,106,Cleveland Cavaliers,113,,
Sat Nov 1 1986,Box Score,Denver Nuggets,109,Golden State Warriors,131,,
Sat Nov 1 1986,Box Score,Los Angeles Lakers,102,Houston Rockets,112,,
Sat Nov 1 1986,Box Score,Detroit Pistons,89,Indiana Pacers,92,,
Sat Nov 1 1986,Box Score,Phoenix Suns,111,Los Angeles Clippers,117,,
Sat Nov 1 1986,Box Score,Boston Celtics,105,Milwaukee Bucks,111,,
Sat Nov 1 1986,Box Score,Chicago Bulls,108,New York Knicks,103,,
Sat Nov 1 1986,Box Score,Dallas Mavericks,105,San Antonio Spurs,108,,
Sat Nov 1 1986,Box Score,Sacramento Kings,103,Seattle SuperSonics,114,,
Sat Nov 1 1986,Box Score,Portland Trail Blazers,110,Utah Jazz,119,,
Sun Nov 2 1986,Box Score,Chicago Bulls,94,Cleveland Cavaliers,89,,
Sun Nov 2 1986,Box Score,Atlanta Hawks,122,Philadelphia 76ers,113,,
Mon Nov 3 1986,Box Score,New York Knicks,95,Golden State Warriors,104,,
Tue Nov 4 1986,Box Score,Milwaukee Bucks,98,Atlanta Hawks,107,,
Tue Nov 4 1986,Box Score,San Antonio Spurs,104,Chicago Bulls,111,,
Tue Nov 4 1986,Box Score,Los Angeles Clippers,86,Dallas Mavericks,118,,
Tue Nov 4 1986,Box Score,New York Knicks,103,Denver Nuggets,118,,
Tue Nov 4 1986,Box Score,Philadelphia 76ers,121,Indiana Pacers,125,2OT,
Tue Nov 4 1986,Box Score,Portland Trail Blazers,120,Phoenix Suns,126,,
Tue Nov 4 1986,Box Score,Houston Rockets,100,Sacramento Kings,84,,
Tue Nov 4 1986,Box Score,Los Angeles Lakers,110,Seattle SuperSonics,96,,
Tue Nov 4 1986,Box Score,New Jersey Nets,101,Washington Bullets,102,,
Wed Nov 5 1986,Box Score,Indiana Pacers,102,Boston Celtics,133,,
Wed Nov 5 1986,Box Score,Washington Bullets,85,Detroit Pistons,109,,
Wed Nov 5 1986,Box Score,Portland Trail Blazers,92,Golden State Warriors,102,,
Wed Nov 5 1986,Box Score,San Antonio Spurs,112,New Jersey Nets,103,,
Wed Nov 5 1986,Box Score,Milwaukee Bucks,101,Philadelphia 76ers,107,,
Wed Nov 5 1986,Box Score,Cleveland Cavaliers,95,Utah Jazz,111,,
Thu Nov 6 1986,Box Score,Utah Jazz,121,Denver Nuggets,135,,
Thu Nov 6 1986,Box Score,Los Angeles Clippers,104,Houston Rockets,97,,
Thu Nov 6 1986,Box Score,New York Knicks,106,Sacramento Kings,95,,
Thu Nov 6 1986,Box Score,Dallas Mavericks,147,Seattle SuperSonics,124,,
Fri Nov 7 1986,Box Score,Phoenix Suns,86,Atlanta Hawks,106,,
Fri Nov 7 1986,Box Score,Chicago Bulls,109,Detroit Pistons,115,,
Fri Nov 7 1986,Box Score,Cleveland Cavaliers,115,Golden State Warriors,114,,
Fri Nov 7 1986,Box Score,Denver Nuggets,116,Los Angeles Lakers,138,,
Fri Nov 7 1986,Box Score,Milwaukee Bucks,115,New Jersey Nets,94,,
Fri Nov 7 1986,Box Score,San Antonio Spurs,97,Philadelphia 76ers,114,,
Fri Nov 7 1986,Box Score,Dallas Mavericks,113,Portland Trail Blazers,120,OT,
Fri Nov 7 1986,Box Score,Boston Celtics,88,Washington Bullets,86,,
Sat Nov 8 1986,Box Score,Washington Bullets,91,Atlanta Hawks,110,,
Sat Nov 8 1986,Box Score,Phoenix Suns,96,Chicago Bulls,101,,
Sat Nov 8 1986,Box Score,Sacramento Kings,90,Houston Rockets,102,,
Sat Nov 8 1986,Box Score,San Antonio Spurs,97,Indiana Pacers,130,,
Sat Nov 8 1986,Box Score,Cleveland Cavaliers,100,Los Angeles Clippers,93,,
Sat Nov 8 1986,Box Score,Detroit Pistons,89,Milwaukee Bucks,103,,
Sat Nov 8 1986,Box Score,New York Knicks,102,Seattle SuperSonics,105,,
Sun Nov 9 1986,Box Score,New York Knicks,88,Los Angeles Lakers,111,,
Sun Nov 9 1986,Box Score,Philadelphia 76ers,125,Portland Trail Blazers,119,,
Tue Nov 11 1986,Box Score,Atlanta Hawks,110,Chicago Bulls,112,,
Tue Nov 11 1986,Box Score,San Antonio Spurs,95,Houston Rockets,116,,
Tue Nov 11 1986,Box Score,Denver Nuggets,112,Los Angeles Clippers,115,,
Tue Nov 11 1986,Box Score,Indiana Pacers,94,Milwaukee Bucks,102,,
Tue Nov 11 1986,Box Score,Boston Celtics,110,New Jersey Nets,114,,
Tue Nov 11 1986,Box Score,Phoenix Suns,105,New York Knicks,111,,
Tue Nov 11 1986,Box Score,Golden State Warriors,108,Portland Trail Blazers,126,,
Tue Nov 11 1986,Box Score,Cleveland Cavaliers,114,Sacramento Kings,119,,
Tue Nov 11 1986,Box Score,Philadelphia 76ers,121,Seattle SuperSonics,114,,
Tue Nov 11 1986,Box Score,Dallas Mavericks,103,Utah Jazz,104,,
Wed Nov 12 1986,Box Score,Milwaukee Bucks,116,Boston Celtics,124,,
Wed Nov 12 1986,Box Score,Houston Rockets,85,Dallas Mavericks,114,,
Wed Nov 12 1986,Box Score,Sacramento Kings,110,Denver Nuggets,108,,
Wed Nov 12 1986,Box Score,Phoenix Suns,100,Detroit Pistons,108,,
Wed Nov 12 1986,Box Score,Seattle SuperSonics,97,Los Angeles Lakers,122,,
Wed Nov 12 1986,Box Score,Chicago Bulls,99,Washington Bullets,101,,
Thu Nov 13 1986,Box Score,Philadelphia 76ers,104,Golden State Warriors,112,,
Thu Nov 13 1986,Box Score,Indiana Pacers,120,New Jersey Nets,117,OT,
Thu Nov 13 1986,Box Score,Cleveland Cavaliers,102,San Antonio Spurs,115,,
Thu Nov 13 1986,Box Score,Los Angeles Clippers,113,Utah Jazz,130,,
Fri Nov 14 1986,Box Score,Boston Celtics,110,Chicago Bulls,98,,
Fri Nov 14 1986,Box Score,Dallas Mavericks,138,Denver Nuggets,142,,
Fri Nov 14 1986,Box Score,Atlanta Hawks,105,Detroit Pistons,100,,
Fri Nov 14 1986,Box Score,New York Knicks,103,Milwaukee Bucks,106,,
Fri Nov 14 1986,Box Score,Philadelphia 76ers,97,Phoenix Suns,127,,
Fri Nov 14 1986,Box Score,Los Angeles Clippers,109,Portland Trail Blazers,119,,
Sat Nov 15 1986,Box Score,Cleveland Cavaliers,96,Dallas Mavericks,111,,
Sat Nov 15 1986,Box Score,Boston Celtics,118,Detroit Pistons,111,,
Sat Nov 15 1986,Box Score,Seattle SuperSonics,127,Golden State Warriors,121,,
Sat Nov 15 1986,Box Score,Milwaukee Bucks,103,Indiana Pacers,104,,
Sat Nov 15 1986,Box Score,Atlanta Hawks,109,New Jersey Nets,90,,
Sat Nov 15 1986,Box Score,Washington Bullets,97,New York Knicks,104,,
Sat Nov 15 1986,Box Score,Phoenix Suns,116,San Antonio Spurs,109,,
