
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Tue Oct 15 1968,Box Score,Chicago Bulls,100,New York Knicks,96,,
Wed Oct 16 1968,Box Score,Cincinnati Royals,125,Atlanta Hawks,110,,
Wed Oct 16 1968,Box Score,Detroit Pistons,116,Baltimore Bullets,124,,
Wed Oct 16 1968,Box Score,Chicago Bulls,89,Milwaukee Bucks,84,,
Thu Oct 17 1968,Box Score,Seattle SuperSonics,110,San Diego Rockets,128,,
Fri Oct 18 1968,Box Score,Boston Celtics,106,Detroit Pistons,88,,
Fri Oct 18 1968,Box Score,Los Angeles Lakers,96,Philadelphia 76ers,114,,
Fri Oct 18 1968,Box Score,Seattle SuperSonics,107,Phoenix Suns,116,,
Fri Oct 18 1968,Box Score,San Diego Rockets,123,San Francisco Warriors,108,,
Sat Oct 19 1968,Box Score,Milwaukee Bucks,107,Atlanta Hawks,125,,
Sat Oct 19 1968,Box Score,Philadelphia 76ers,124,Baltimore Bullets,121,,
Sat Oct 19 1968,Box Score,Boston Celtics,106,Chicago Bulls,96,,
Sat Oct 19 1968,Box Score,Detroit Pistons,115,Cincinnati Royals,127,,
Sat Oct 19 1968,Box Score,Los Angeles Lakers,118,New York Knicks,96,,
Sat Oct 19 1968,Box Score,San Francisco Warriors,107,Seattle SuperSonics,95,,
Sun Oct 20 1968,Box Score,Baltimore Bullets,134,Phoenix Suns,122,,
Mon Oct 21 1968,Box Score,Seattle SuperSonics,104,Baltimore Bullets,111,,at Vancouver Canada
Tue Oct 22 1968,Box Score,Los Angeles Lakers,103,Cincinnati Royals,107,,
Tue Oct 22 1968,Box Score,Philadelphia 76ers,114,New York Knicks,117,,
Tue Oct 22 1968,Box Score,Phoenix Suns,101,San Francisco Warriors,109,,
Wed Oct 23 1968,Box Score,Chicago Bulls,91,Atlanta Hawks,106,,
Wed Oct 23 1968,Box Score,Cincinnati Royals,101,Boston Celtics,108,,
Wed Oct 23 1968,Box Score,Los Angeles Lakers,110,Detroit Pistons,117,,
Wed Oct 23 1968,Box Score,New York Knicks,114,Milwaukee Bucks,112,,
Wed Oct 23 1968,Box Score,San Diego Rockets,117,Seattle SuperSonics,118,,
Thu Oct 24 1968,Box Score,New York Knicks,92,Phoenix Suns,109,,
Thu Oct 24 1968,Box Score,Baltimore Bullets,119,San Diego Rockets,115,,
Fri Oct 25 1968,Box Score,Philadelphia 76ers,122,Detroit Pistons,132,,
Fri Oct 25 1968,Box Score,Baltimore Bullets,111,Los Angeles Lakers,117,,
Fri Oct 25 1968,Box Score,Atlanta Hawks,112,Seattle SuperSonics,123,,
Sat Oct 26 1968,Box Score,Milwaukee Bucks,89,Boston Celtics,102,,
Sat Oct 26 1968,Box Score,Cincinnati Royals,92,New York Knicks,98,,
Sat Oct 26 1968,Box Score,Chicago Bulls,118,Philadelphia 76ers,122,,
Sat Oct 26 1968,Box Score,Baltimore Bullets,106,San Francisco Warriors,107,,
Sun Oct 27 1968,Box Score,San Diego Rockets,116,Los Angeles Lakers,152,,
Sun Oct 27 1968,Box Score,Atlanta Hawks,123,Phoenix Suns,100,,
Sun Oct 27 1968,Box Score,Baltimore Bullets,126,Seattle SuperSonics,114,,
Tue Oct 29 1968,Box Score,Chicago Bulls,103,Boston Celtics,97,,at New York NY
Tue Oct 29 1968,Box Score,Atlanta Hawks,124,Los Angeles Lakers,125,,
Tue Oct 29 1968,Box Score,Baltimore Bullets,129,Milwaukee Bucks,112,,
Tue Oct 29 1968,Box Score,San Francisco Warriors,97,New York Knicks,110,,
Wed Oct 30 1968,Box Score,San Francisco Warriors,110,Baltimore Bullets,112,OT,
Wed Oct 30 1968,Box Score,Detroit Pistons,119,Boston Celtics,117,,
Wed Oct 30 1968,Box Score,New York Knicks,114,Cincinnati Royals,118,,
Wed Oct 30 1968,Box Score,Atlanta Hawks,116,San Diego Rockets,127,,
Wed Oct 30 1968,Box Score,Phoenix Suns,115,Seattle SuperSonics,108,,
Thu Oct 31 1968,Box Score,Detroit Pistons,118,Milwaukee Bucks,134,,
Thu Oct 31 1968,Box Score,Chicago Bulls,103,Phoenix Suns,112,,
Fri Nov 1 1968,Box Score,San Francisco Warriors,105,Atlanta Hawks,109,,
Fri Nov 1 1968,Box Score,Philadelphia 76ers,99,Boston Celtics,118,,
Fri Nov 1 1968,Box Score,Milwaukee Bucks,114,Cincinnati Royals,132,,
Fri Nov 1 1968,Box Score,Chicago Bulls,114,Los Angeles Lakers,101,,
Fri Nov 1 1968,Box Score,Baltimore Bullets,119,New York Knicks,103,,
Sat Nov 2 1968,Box Score,New York Knicks,104,Detroit Pistons,112,,
Sat Nov 2 1968,Box Score,San Francisco Warriors,101,Milwaukee Bucks,102,,
Sat Nov 2 1968,Box Score,Cincinnati Royals,119,Philadelphia 76ers,113,,
Sat Nov 2 1968,Box Score,Chicago Bulls,95,Seattle SuperSonics,101,,
Sun Nov 3 1968,Box Score,Boston Celtics,123,Atlanta Hawks,103,,
Sun Nov 3 1968,Box Score,Los Angeles Lakers,127,Phoenix Suns,109,,
Sun Nov 3 1968,Box Score,Chicago Bulls,107,San Diego Rockets,121,,
Sun Nov 3 1968,Box Score,New York Knicks,122,Seattle SuperSonics,108,,
Mon Nov 4 1968,Box Score,San Francisco Warriors,119,Phoenix Suns,108,,
Tue Nov 5 1968,Box Score,Los Angeles Lakers,112,Chicago Bulls,109,OT,
Tue Nov 5 1968,Box Score,New York Knicks,109,San Diego Rockets,113,,
Wed Nov 6 1968,Box Score,Atlanta Hawks,119,Baltimore Bullets,140,,
Wed Nov 6 1968,Box Score,Chicago Bulls,122,Cincinnati Royals,133,,
Wed Nov 6 1968,Box Score,Seattle SuperSonics,118,Detroit Pistons,127,,
Wed Nov 6 1968,Box Score,Milwaukee Bucks,115,Los Angeles Lakers,128,,at Madison WI
Wed Nov 6 1968,Box Score,New York Knicks,93,San Francisco Warriors,94,,
Thu Nov 7 1968,Box Score,Seattle SuperSonics,105,Chicago Bulls,120,,
Fri Nov 8 1968,Box Score,San Diego Rockets,101,Atlanta Hawks,114,,
Fri Nov 8 1968,Box Score,Seattle SuperSonics,114,Boston Celtics,112,,
Fri Nov 8 1968,Box Score,San Francisco Warriors,118,Detroit Pistons,122,OT,
Fri Nov 8 1968,Box Score,New York Knicks,100,Los Angeles Lakers,102,,
Sat Nov 9 1968,Box Score,San Francisco Warriors,106,Atlanta Hawks,113,,
Sat Nov 9 1968,Box Score,San Diego Rockets,107,Baltimore Bullets,109,,
Sat Nov 9 1968,Box Score,Cincinnati Royals,110,Chicago Bulls,104,,
Sat Nov 9 1968,Box Score,Boston Celtics,98,Milwaukee Bucks,97,,
Sat Nov 9 1968,Box Score,Seattle SuperSonics,94,Philadelphia 76ers,114,,
Sun Nov 10 1968,Box Score,New York Knicks,109,Los Angeles Lakers,130,,
Sun Nov 10 1968,Box Score,Detroit Pistons,128,Phoenix Suns,130,OT,
Mon Nov 11 1968,Box Score,San Diego Rockets,113,Boston Celtics,134,,
Mon Nov 11 1968,Box Score,Seattle SuperSonics,117,Philadelphia 76ers,127,,at Boston MA
Tue Nov 12 1968,Box Score,Cincinnati Royals,126,Baltimore Bullets,115,,
Tue Nov 12 1968,Box Score,San Diego Rockets,108,Chicago Bulls,115,,
Tue Nov 12 1968,Box Score,Seattle SuperSonics,114,Milwaukee Bucks,127,,
Tue Nov 12 1968,Box Score,Atlanta Hawks,108,San Francisco Warriors,123,,
Wed Nov 13 1968,Box Score,Baltimore Bullets,115,Cincinnati Royals,111,,
Wed Nov 13 1968,Box Score,Detroit Pistons,120,San Diego Rockets,122,,
Wed Nov 13 1968,Box Score,Atlanta Hawks,142,Seattle SuperSonics,113,,
Thu Nov 14 1968,Box Score,Phoenix Suns,109,Detroit Pistons,111,,at Tucson AZ
Thu Nov 14 1968,Box Score,Cincinnati Royals,110,New York Knicks,101,,
Fri Nov 15 1968,Box Score,Philadelphia 76ers,116,Atlanta Hawks,115,,
Fri Nov 15 1968,Box Score,Milwaukee Bucks,102,Baltimore Bullets,129,,
