
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Fri Oct 15 1965,Box Score,St. Louis Hawks,111,Cincinnati Royals,100,,
Fri Oct 15 1965,Box Score,Los Angeles Lakers,122,San Francisco Warriors,115,,
Sat Oct 16 1965,Box Score,Philadelphia 76ers,133,Baltimore Bullets,101,,
Sat Oct 16 1965,Box Score,Cincinnati Royals,98,Boston Celtics,102,,
Sat Oct 16 1965,Box Score,Detroit Pistons,103,New York Knicks,111,,
Sat Oct 16 1965,Box Score,Los Angeles Lakers,106,St. Louis Hawks,94,,
Sun Oct 17 1965,Box Score,Baltimore Bullets,124,Cincinnati Royals,144,,
Tue Oct 19 1965,Box Score,San Francisco Warriors,100,Cincinnati Royals,99,,
Wed Oct 20 1965,Box Score,St. Louis Hawks,99,Baltimore Bullets,119,,
Wed Oct 20 1965,Box Score,Los Angeles Lakers,96,Boston Celtics,100,,
Wed Oct 20 1965,Box Score,New York Knicks,103,Detroit Pistons,116,,
Sat Oct 23 1965,Box Score,San Francisco Warriors,123,Baltimore Bullets,108,,
Sat Oct 23 1965,Box Score,Los Angeles Lakers,101,New York Knicks,106,,
Sat Oct 23 1965,Box Score,Detroit Pistons,103,Philadelphia 76ers,120,,
Sat Oct 23 1965,Box Score,Boston Celtics,110,St. Louis Hawks,120,,
Tue Oct 26 1965,Box Score,Baltimore Bullets,117,Detroit Pistons,98,,
Tue Oct 26 1965,Box Score,New York Knicks,102,Los Angeles Lakers,104,,
Wed Oct 27 1965,Box Score,Detroit Pistons,108,Baltimore Bullets,107,,
Thu Oct 28 1965,Box Score,Boston Celtics,108,Cincinnati Royals,113,,
Thu Oct 28 1965,Box Score,New York Knicks,116,Los Angeles Lakers,140,,
Fri Oct 29 1965,Box Score,Cincinnati Royals,131,Baltimore Bullets,121,,
Fri Oct 29 1965,Box Score,Boston Celtics,106,Detroit Pistons,108,,
Fri Oct 29 1965,Box Score,New York Knicks,100,San Francisco Warriors,110,,
Sat Oct 30 1965,Box Score,San Francisco Warriors,124,Los Angeles Lakers,122,,
Sat Oct 30 1965,Box Score,Cincinnati Royals,114,Philadelphia 76ers,134,,
Sat Oct 30 1965,Box Score,Detroit Pistons,95,St. Louis Hawks,122,,
Sun Oct 31 1965,Box Score,Baltimore Bullets,100,Boston Celtics,105,,
Sun Oct 31 1965,Box Score,Detroit Pistons,107,Cincinnati Royals,113,,
Sun Oct 31 1965,Box Score,New York Knicks,104,San Francisco Warriors,103,,
Wed Nov 3 1965,Box Score,New York Knicks,114,Baltimore Bullets,129,,
Wed Nov 3 1965,Box Score,San Francisco Warriors,108,Cincinnati Royals,122,,
Wed Nov 3 1965,Box Score,Philadelphia 76ers,100,Detroit Pistons,110,,
Wed Nov 3 1965,Box Score,St. Louis Hawks,116,Los Angeles Lakers,120,,
Thu Nov 4 1965,Box Score,Baltimore Bullets,107,New York Knicks,108,,
Thu Nov 4 1965,Box Score,San Francisco Warriors,121,Philadelphia 76ers,119,,at New York NY
Fri Nov 5 1965,Box Score,Boston Celtics,129,Baltimore Bullets,118,,
Fri Nov 5 1965,Box Score,Cincinnati Royals,120,Detroit Pistons,114,,
Fri Nov 5 1965,Box Score,St. Louis Hawks,116,Los Angeles Lakers,118,,
Fri Nov 5 1965,Box Score,San Francisco Warriors,115,Philadelphia 76ers,133,,
Sat Nov 6 1965,Box Score,Philadelphia 76ers,91,Boston Celtics,101,,
Sat Nov 6 1965,Box Score,Cincinnati Royals,114,New York Knicks,103,,
Sat Nov 6 1965,Box Score,Detroit Pistons,100,San Francisco Warriors,110,,
Sat Nov 6 1965,Box Score,Los Angeles Lakers,101,St. Louis Hawks,131,,
Sun Nov 7 1965,Box Score,Los Angeles Lakers,116,Baltimore Bullets,137,,
Tue Nov 9 1965,Box Score,Boston Celtics,130,Baltimore Bullets,116,,at Providence RI
Tue Nov 9 1965,Box Score,Los Angeles Lakers,110,Philadelphia 76ers,118,,
Tue Nov 9 1965,Box Score,Detroit Pistons,102,San Francisco Warriors,107,,
Wed Nov 10 1965,Box Score,St. Louis Hawks,117,Baltimore Bullets,124,,
Wed Nov 10 1965,Box Score,New York Knicks,119,Cincinnati Royals,124,,
Wed Nov 10 1965,Box Score,Detroit Pistons,125,Los Angeles Lakers,133,,
Thu Nov 11 1965,Box Score,St. Louis Hawks,83,Boston Celtics,87,,
Thu Nov 11 1965,Box Score,San Francisco Warriors,101,Philadelphia 76ers,109,,at Boston MA
Fri Nov 12 1965,Box Score,San Francisco Warriors,103,Detroit Pistons,102,,
Fri Nov 12 1965,Box Score,New York Knicks,106,Los Angeles Lakers,107,,at Minneapolis MN
Fri Nov 12 1965,Box Score,Boston Celtics,114,Philadelphia 76ers,123,,
Sat Nov 13 1965,Box Score,Detroit Pistons,93,Boston Celtics,122,,
Sat Nov 13 1965,Box Score,Baltimore Bullets,132,Cincinnati Royals,135,,
Sat Nov 13 1965,Box Score,Philadelphia 76ers,127,New York Knicks,119,,
Sat Nov 13 1965,Box Score,San Francisco Warriors,113,St. Louis Hawks,138,,
Sun Nov 14 1965,Box Score,Baltimore Bullets,114,Los Angeles Lakers,129,,
Mon Nov 15 1965,Box Score,San Francisco Warriors,123,Baltimore Bullets,112,,at San Jose CA
Tue Nov 16 1965,Box Score,Detroit Pistons,95,New York Knicks,120,,
