
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Fri Oct 10 1980,Box Score,Cleveland Cavaliers,103,Boston Celtics,130,,
Fri Oct 10 1980,Box Score,San Antonio Spurs,113,Denver Nuggets,112,,
Fri Oct 10 1980,Box Score,Washington Bullets,95,Detroit Pistons,85,,
Fri Oct 10 1980,Box Score,Indiana Pacers,110,New Jersey Nets,91,,
Fri Oct 10 1980,Box Score,Milwaukee Bucks,106,Philadelphia 76ers,103,,
Fri Oct 10 1980,Box Score,Golden State Warriors,101,Phoenix Suns,121,,
Fri Oct 10 1980,Box Score,Houston Rockets,104,San Diego Clippers,120,,
Fri Oct 10 1980,Box Score,Los Angeles Lakers,99,Seattle SuperSonics,98,,
Fri Oct 10 1980,Box Score,Portland Trail Blazers,86,Utah Jazz,96,,
Sat Oct 11 1980,Box Score,Chicago Bulls,93,Atlanta Hawks,101,,
Sat Oct 11 1980,Box Score,New Jersey Nets,99,Cleveland Cavaliers,96,,
Sat Oct 11 1980,Box Score,San Antonio Spurs,92,Dallas Mavericks,103,,
Sat Oct 11 1980,Box Score,San Diego Clippers,91,Golden State Warriors,104,,
Sat Oct 11 1980,Box Score,Detroit Pistons,87,Indiana Pacers,100,,
Sat Oct 11 1980,Box Score,Utah Jazz,91,Kansas City Kings,98,,
Sat Oct 11 1980,Box Score,Milwaukee Bucks,109,New York Knicks,114,,
Sat Oct 11 1980,Box Score,Philadelphia 76ers,126,Washington Bullets,120,2OT,
Sun Oct 12 1980,Box Score,Utah Jazz,125,Denver Nuggets,121,OT,
Sun Oct 12 1980,Box Score,Houston Rockets,103,Los Angeles Lakers,114,,
Sun Oct 12 1980,Box Score,Kansas City Kings,100,Phoenix Suns,109,,
Sun Oct 12 1980,Box Score,Seattle SuperSonics,96,Portland Trail Blazers,107,,
Mon Oct 13 1980,Box Score,Detroit Pistons,92,New Jersey Nets,108,,
Tue Oct 14 1980,Box Score,Boston Celtics,116,Atlanta Hawks,122,,
Tue Oct 14 1980,Box Score,Detroit Pistons,91,Cleveland Cavaliers,99,,
Tue Oct 14 1980,Box Score,Seattle SuperSonics,85,Dallas Mavericks,83,,
Tue Oct 14 1980,Box Score,Philadelphia 76ers,93,New York Knicks,113,,
Tue Oct 14 1980,Box Score,Kansas City Kings,103,San Antonio Spurs,109,,
Wed Oct 15 1980,Box Score,Dallas Mavericks,98,Denver Nuggets,133,,
Wed Oct 15 1980,Box Score,Portland Trail Blazers,92,Golden State Warriors,95,,
Wed Oct 15 1980,Box Score,Seattle SuperSonics,100,Houston Rockets,103,,
Wed Oct 15 1980,Box Score,Chicago Bulls,108,Indiana Pacers,97,,
Wed Oct 15 1980,Box Score,Los Angeles Lakers,112,Kansas City Kings,107,OT,
Wed Oct 15 1980,Box Score,Philadelphia 76ers,119,New Jersey Nets,111,,
Wed Oct 15 1980,Box Score,Phoenix Suns,107,Utah Jazz,93,,
Thu Oct 16 1980,Box Score,Washington Bullets,88,Cleveland Cavaliers,90,,
Thu Oct 16 1980,Box Score,San Antonio Spurs,102,Detroit Pistons,99,,
Thu Oct 16 1980,Box Score,Boston Celtics,110,Milwaukee Bucks,103,,
Fri Oct 17 1980,Box Score,New York Knicks,101,Atlanta Hawks,113,,
Fri Oct 17 1980,Box Score,Cleveland Cavaliers,79,Chicago Bulls,98,,
Fri Oct 17 1980,Box Score,Kansas City Kings,103,Dallas Mavericks,91,,
Fri Oct 17 1980,Box Score,Phoenix Suns,109,Los Angeles Lakers,116,,
Fri Oct 17 1980,Box Score,Houston Rockets,102,Portland Trail Blazers,99,,
Fri Oct 17 1980,Box Score,Denver Nuggets,129,San Diego Clippers,116,,
Fri Oct 17 1980,Box Score,New Jersey Nets,114,Washington Bullets,112,,
Sat Oct 18 1980,Box Score,New Jersey Nets,107,Chicago Bulls,90,,
Sat Oct 18 1980,Box Score,Milwaukee Bucks,107,Cleveland Cavaliers,105,,
Sat Oct 18 1980,Box Score,Atlanta Hawks,125,Detroit Pistons,123,2OT,
Sat Oct 18 1980,Box Score,Houston Rockets,101,Golden State Warriors,108,,
Sat Oct 18 1980,Box Score,Boston Celtics,99,Indiana Pacers,103,,
Sat Oct 18 1980,Box Score,Seattle SuperSonics,127,Kansas City Kings,122,,
Sat Oct 18 1980,Box Score,Washington Bullets,101,Philadelphia 76ers,117,,
Sat Oct 18 1980,Box Score,Dallas Mavericks,96,San Antonio Spurs,110,,
Sat Oct 18 1980,Box Score,Denver Nuggets,115,Utah Jazz,117,,
Sun Oct 19 1980,Box Score,Golden State Warriors,107,Los Angeles Lakers,125,,
Sun Oct 19 1980,Box Score,New Jersey Nets,93,Milwaukee Bucks,105,,
Sun Oct 19 1980,Box Score,Phoenix Suns,102,San Diego Clippers,84,,
Mon Oct 20 1980,Box Score,Seattle SuperSonics,98,Utah Jazz,92,,
Tue Oct 21 1980,Box Score,Indiana Pacers,121,Atlanta Hawks,116,,
Tue Oct 21 1980,Box Score,Houston Rockets,119,Denver Nuggets,117,,
Tue Oct 21 1980,Box Score,Golden State Warriors,116,Kansas City Kings,111,,
Tue Oct 21 1980,Box Score,Cleveland Cavaliers,95,Milwaukee Bucks,115,,
Tue Oct 21 1980,Box Score,Chicago Bulls,97,New York Knicks,105,,
Tue Oct 21 1980,Box Score,Dallas Mavericks,99,Phoenix Suns,111,,
Tue Oct 21 1980,Box Score,Los Angeles Lakers,103,Portland Trail Blazers,107,,
Tue Oct 21 1980,Box Score,San Diego Clippers,120,San Antonio Spurs,123,,
Wed Oct 22 1980,Box Score,Philadelphia 76ers,94,Detroit Pistons,93,,
Wed Oct 22 1980,Box Score,Milwaukee Bucks,119,Indiana Pacers,105,,
Wed Oct 22 1980,Box Score,Boston Celtics,108,New Jersey Nets,104,,
Wed Oct 22 1980,Box Score,Dallas Mavericks,107,Seattle SuperSonics,102,,
Wed Oct 22 1980,Box Score,Cleveland Cavaliers,96,Washington Bullets,109,,
Thu Oct 23 1980,Box Score,New York Knicks,109,Boston Celtics,107,OT,at Hartford CT
Thu Oct 23 1980,Box Score,Kansas City Kings,105,Houston Rockets,96,,
Thu Oct 23 1980,Box Score,Golden State Warriors,109,San Antonio Spurs,128,,
