
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Tue Oct 13 1970,Box Score,San Diego Rockets,96,Chicago Bulls,111,,
Tue Oct 13 1970,Box Score,Boston Celtics,107,New York Knicks,114,,
Wed Oct 14 1970,Box Score,San Diego Rockets,105,Baltimore Bullets,123,,
Wed Oct 14 1970,Box Score,Cleveland Cavaliers,92,Buffalo Braves,107,,
Wed Oct 14 1970,Box Score,New York Knicks,128,Cincinnati Royals,104,,
Wed Oct 14 1970,Box Score,Chicago Bulls,107,Philadelphia 76ers,110,,
Wed Oct 14 1970,Box Score,Detroit Pistons,123,Seattle SuperSonics,117,,
Thu Oct 15 1970,Box Score,Boston Celtics,100,Phoenix Suns,119,,
Fri Oct 16 1970,Box Score,Los Angeles Lakers,106,Chicago Bulls,102,,
Fri Oct 16 1970,Box Score,San Diego Rockets,119,Philadelphia 76ers,127,,
Fri Oct 16 1970,Box Score,Cleveland Cavaliers,112,Portland Trail Blazers,115,,
Fri Oct 16 1970,Box Score,Detroit Pistons,120,San Francisco Warriors,106,,
Sat Oct 17 1970,Box Score,Milwaukee Bucks,107,Atlanta Hawks,98,,
Sat Oct 17 1970,Box Score,Los Angeles Lakers,116,Baltimore Bullets,118,OT,
Sat Oct 17 1970,Box Score,San Diego Rockets,102,Buffalo Braves,93,,
Sat Oct 17 1970,Box Score,Philadelphia 76ers,123,Cincinnati Royals,105,,
Sat Oct 17 1970,Box Score,Chicago Bulls,99,New York Knicks,96,,
Sat Oct 17 1970,Box Score,Detroit Pistons,110,Phoenix Suns,107,,
Sat Oct 17 1970,Box Score,Boston Celtics,114,Seattle SuperSonics,126,,
Sat Oct 17 1970,Box Score,Cleveland Cavaliers,108,San Francisco Warriors,128,,at Oakland CA
Sun Oct 18 1970,Box Score,Boston Celtics,133,Portland Trail Blazers,115,,
Tue Oct 20 1970,Box Score,San Francisco Warriors,125,Baltimore Bullets,105,,
Tue Oct 20 1970,Box Score,Philadelphia 76ers,98,Buffalo Braves,89,,
Tue Oct 20 1970,Box Score,Milwaukee Bucks,114,Detroit Pistons,115,,
Tue Oct 20 1970,Box Score,Los Angeles Lakers,100,New York Knicks,115,,
Tue Oct 20 1970,Box Score,Cleveland Cavaliers,98,Portland Trail Blazers,120,,
Tue Oct 20 1970,Box Score,Phoenix Suns,114,San Diego Rockets,115,,
Wed Oct 21 1970,Box Score,San Francisco Warriors,100,Atlanta Hawks,102,,
Wed Oct 21 1970,Box Score,Detroit Pistons,121,Boston Celtics,118,,
Wed Oct 21 1970,Box Score,Baltimore Bullets,117,Cincinnati Royals,105,,
