
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Sat Oct 17 1959,Box Score,Cincinnati Royals,125,Boston Celtics,129,,
Sun Oct 18 1959,Box Score,Detroit Pistons,106,Minneapolis Lakers,105,,
Sat Oct 24 1959,Box Score,Detroit Pistons,103,Cincinnati Royals,108,,
Sat Oct 24 1959,Box Score,Philadelphia Warriors,118,New York Knicks,109,,
Sat Oct 24 1959,Box Score,Minneapolis Lakers,94,St. Louis Hawks,87,,
Sat Oct 24 1959,Box Score,Boston Celtics,121,Syracuse Nationals,109,,
Sun Oct 25 1959,Box Score,Minneapolis Lakers,102,Cincinnati Royals,103,,
Wed Oct 28 1959,Box Score,Syracuse Nationals,102,Detroit Pistons,117,,
Fri Oct 30 1959,Box Score,Syracuse Nationals,136,Cincinnati Royals,127,,
Sat Oct 31 1959,Box Score,Boston Celtics,123,New York Knicks,109,,
Sat Oct 31 1959,Box Score,Detroit Pistons,112,Philadelphia Warriors,120,,
Sat Oct 31 1959,Box Score,Cincinnati Royals,102,St. Louis Hawks,109,,
Sat Oct 31 1959,Box Score,Minneapolis Lakers,108,Syracuse Nationals,117,,
Sun Nov 1 1959,Box Score,Boston Celtics,124,Cincinnati Royals,109,,
Sun Nov 1 1959,Box Score,St. Louis Hawks,138,Minneapolis Lakers,101,,
Tue Nov 3 1959,Box Score,New York Knicks,99,Minneapolis Lakers,93,,at St. Louis MO
Tue Nov 3 1959,Box Score,Boston Celtics,103,St. Louis Hawks,98,,
Wed Nov 4 1959,Box Score,New York Knicks,107,Detroit Pistons,101,,
Wed Nov 4 1959,Box Score,Syracuse Nationals,113,Philadelphia Warriors,124,,
Fri Nov 6 1959,Box Score,Detroit Pistons,118,Minneapolis Lakers,113,2OT,
Sat Nov 7 1959,Box Score,Philadelphia Warriors,106,Boston Celtics,115,,
Sat Nov 7 1959,Box Score,Syracuse Nationals,101,Cincinnati Royals,103,,at Rochester NY
Sat Nov 7 1959,Box Score,Minneapolis Lakers,113,Detroit Pistons,111,OT,
Sat Nov 7 1959,Box Score,New York Knicks,113,St. Louis Hawks,117,,
Sun Nov 8 1959,Box Score,Boston Celtics,115,Minneapolis Lakers,136,,
Sun Nov 8 1959,Box Score,Cincinnati Royals,106,Philadelphia Warriors,134,,
Sun Nov 8 1959,Box Score,Detroit Pistons,107,Syracuse Nationals,118,,
Tue Nov 10 1959,Box Score,Detroit Pistons,109,Boston Celtics,128,,at St. Louis MO
Tue Nov 10 1959,Box Score,New York Knicks,125,Philadelphia Warriors,126,,
Tue Nov 10 1959,Box Score,Minneapolis Lakers,105,St. Louis Hawks,134,,
