
Date,,Visitor/Neutral,PTS,Home/Neutral,PTS,,Notes
Fri Nov 3 1995,Box Score,Indiana Pacers,111,Atlanta Hawks,106,,
Fri Nov 3 1995,Box Score,Milwaukee Bucks,101,Boston Celtics,100,,
Fri Nov 3 1995,Box Score,Charlotte Hornets,91,Chicago Bulls,105,,
Fri Nov 3 1995,Box Score,New York Knicks,106,Detroit Pistons,100,,
Fri Nov 3 1995,Box Score,Golden State Warriors,92,Houston Rockets,110,,
Fri Nov 3 1995,Box Score,Phoenix Suns,106,Los Angeles Clippers,112,,
Fri Nov 3 1995,Box Score,Denver Nuggets,96,Los Angeles Lakers,98,,
Fri Nov 3 1995,Box Score,Cleveland Cavaliers,88,Orlando Magic,99,,
Fri Nov 3 1995,Box Score,Washington Bullets,103,Philadelphia 76ers,105,,
Fri Nov 3 1995,Box Score,Vancouver Grizzlies,92,Portland Trail Blazers,80,,
Fri Nov 3 1995,Box Score,Minnesota Timberwolves,86,Sacramento Kings,95,,
Fri Nov 3 1995,Box Score,Dallas Mavericks,103,San Antonio Spurs,97,,
Fri Nov 3 1995,Box Score,New Jersey Nets,79,Toronto Raptors,94,,
Fri Nov 3 1995,Box Score,Seattle SuperSonics,94,Utah Jazz,112,,
Sat Nov 4 1995,Box Score,Orlando Magic,91,Atlanta Hawks,124,,
Sat Nov 4 1995,Box Score,Philadelphia 76ers,108,Charlotte Hornets,119,,
Sat Nov 4 1995,Box Score,Boston Celtics,85,Chicago Bulls,107,,
Sat Nov 4 1995,Box Score,Golden State Warriors,84,Dallas Mavericks,99,,
Sat Nov 4 1995,Box Score,San Antonio Spurs,116,Denver Nuggets,108,,
Sat Nov 4 1995,Box Score,Toronto Raptors,89,Indiana Pacers,97,,
Sat Nov 4 1995,Box Score,Cleveland Cavaliers,71,Miami Heat,85,,
Sat Nov 4 1995,Box Score,New York Knicks,84,Milwaukee Bucks,71,,
Sat Nov 4 1995,Box Score,Los Angeles Lakers,89,Seattle SuperSonics,103,,
Sat Nov 4 1995,Box Score,Detroit Pistons,89,Washington Bullets,100,,
Sun Nov 5 1995,Box Score,Houston Rockets,106,Phoenix Suns,104,,
Sun Nov 5 1995,Box Score,Utah Jazz,105,Portland Trail Blazers,109,,
Sun Nov 5 1995,Box Score,Los Angeles Clippers,82,Sacramento Kings,99,,
Sun Nov 5 1995,Box Score,Minnesota Timberwolves,98,Vancouver Grizzlies,100,OT,
Mon Nov 6 1995,Box Score,Washington Bullets,95,Orlando Magic,105,,
Mon Nov 6 1995,Box Score,Atlanta Hawks,96,Utah Jazz,105,,
Tue Nov 7 1995,Box Score,Detroit Pistons,96,Charlotte Hornets,108,,
Tue Nov 7 1995,Box Score,Toronto Raptors,108,Chicago Bulls,117,,
Tue Nov 7 1995,Box Score,Indiana Pacers,104,Cleveland Cavaliers,101,,
Tue Nov 7 1995,Box Score,Vancouver Grizzlies,88,Dallas Mavericks,99,,
Tue Nov 7 1995,Box Score,Denver Nuggets,93,Golden State Warriors,98,,
Tue Nov 7 1995,Box Score,Milwaukee Bucks,89,Houston Rockets,106,,
Tue Nov 7 1995,Box Score,Los Angeles Lakers,92,Minnesota Timberwolves,93,,
Tue Nov 7 1995,Box Score,Portland Trail Blazers,84,New Jersey Nets,104,,
Tue Nov 7 1995,Box Score,Phoenix Suns,102,New York Knicks,94,,
Tue Nov 7 1995,Box Score,Sacramento Kings,109,Philadelphia 76ers,106,,
Tue Nov 7 1995,Box Score,Los Angeles Clippers,108,Seattle SuperSonics,127,,
Wed Nov 8 1995,Box Score,Phoenix Suns,109,Boston Celtics,113,,
Wed Nov 8 1995,Box Score,Seattle SuperSonics,122,Denver Nuggets,117,,
Wed Nov 8 1995,Box Score,Portland Trail Blazers,100,Detroit Pistons,107,OT,
Wed Nov 8 1995,Box Score,Atlanta Hawks,100,Los Angeles Clippers,92,,
Wed Nov 8 1995,Box Score,Houston Rockets,82,Miami Heat,89,,
Wed Nov 8 1995,Box Score,New Jersey Nets,122,Orlando Magic,130,3OT,
Wed Nov 8 1995,Box Score,Vancouver Grizzlies,62,San Antonio Spurs,111,,
Wed Nov 8 1995,Box Score,Sacramento Kings,109,Toronto Raptors,90,,
Wed Nov 8 1995,Box Score,Los Angeles Lakers,98,Utah Jazz,108,,
Wed Nov 8 1995,Box Score,Charlotte Hornets,96,Washington Bullets,110,,
Thu Nov 9 1995,Box Score,Chicago Bulls,106,Cleveland Cavaliers,88,,
Thu Nov 9 1995,Box Score,Milwaukee Bucks,94,Dallas Mavericks,104,,
Thu Nov 9 1995,Box Score,Atlanta Hawks,125,Golden State Warriors,121,,
Thu Nov 9 1995,Box Score,Indiana Pacers,95,New York Knicks,103,,
Fri Nov 10 1995,Box Score,Orlando Magic,110,Boston Celtics,94,,
Fri Nov 10 1995,Box Score,Cleveland Cavaliers,80,Detroit Pistons,100,,
Fri Nov 10 1995,Box Score,Sacramento Kings,119,Indiana Pacers,95,,
Fri Nov 10 1995,Box Score,Seattle SuperSonics,97,Los Angeles Lakers,100,,
Fri Nov 10 1995,Box Score,New Jersey Nets,80,Miami Heat,106,,
Fri Nov 10 1995,Box Score,Portland Trail Blazers,108,Minnesota Timberwolves,102,,
Fri Nov 10 1995,Box Score,Charlotte Hornets,90,Philadelphia 76ers,104,,
Fri Nov 10 1995,Box Score,Milwaukee Bucks,90,San Antonio Spurs,104,,
Fri Nov 10 1995,Box Score,Phoenix Suns,112,Toronto Raptors,108,,
Fri Nov 10 1995,Box Score,Denver Nuggets,86,Utah Jazz,109,,
Fri Nov 10 1995,Box Score,Los Angeles Clippers,98,Vancouver Grizzlies,91,,
Fri Nov 10 1995,Box Score,New York Knicks,110,Washington Bullets,109,,
Sat Nov 11 1995,Box Score,Toronto Raptors,117,Charlotte Hornets,123,OT,
Sat Nov 11 1995,Box Score,Portland Trail Blazers,106,Chicago Bulls,110,,
Sat Nov 11 1995,Box Score,Atlanta Hawks,113,Dallas Mavericks,100,,
Sat Nov 11 1995,Box Score,Los Angeles Lakers,105,Golden State Warriors,123,,
Sat Nov 11 1995,Box Score,Minnesota Timberwolves,97,Houston Rockets,119,,
